timestamp,pub_timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed,publisher_id
1771685725404000,1771685725404000,0.031523246,0.043653022,0.0027734411,-2.0614914e-06,-0.00051191065,0.6994881,-0.00012898445,-0.063994415,-0.063994415,0.0,-4.0,-4.0,0.023283508,0.0027156388,14
1771685725428000,1771685725428000,0.03138342,0.043560054,0.007785989,0.0,0.001033223,0.6988483,0.0,0.06519997,-0.09598793,0.0,0.0,-4.0,0.02337588,0.0032645983,14
1771685725444000,1771685725444000,0.031191748,0.04338556,0.0008204055,-1.945397e-06,-0.00051191886,0.69948804,-0.000121712685,-0.06399493,-0.06399493,0.0,-4.0,-4.0,0.023391146,0.0,14
1771685725468000,1771685725468000,0.031076666,0.04328799,0.005588906,2.9503444e-06,0.0010256029,0.69884825,0.00012302399,0.06422329,-0.09598897,0.0,0.0,-4.0,0.023351477,0.0,14
1771685725484000,1771685725484000,0.030902373,0.043126583,-0.00052233355,0.0,-0.00051192194,0.69948804,0.0,-0.06399512,-0.06399512,0.0,-4.0,-4.0,0.023415547,0.0,14
1771685725508000,1771685725508000,0.030790977,0.043034006,0.00424627,4.5771028e-08,0.0010256232,0.69884825,1.9073486e-06,0.06422424,-0.09598976,0.0,0.0,-4.0,0.023531454,0.0,14
1771685725524000,1771685725524000,0.030620802,0.042893447,-0.0018650483,0.0,-0.00051192736,0.69948804,0.0,-0.06399546,-0.06399546,0.0,-4.0,-4.0,0.023491155,0.0,14
1771685725548000,1771685725548000,0.030502964,0.04282574,0.0029035858,6.865657e-08,0.001025639,0.69884825,2.861023e-06,0.0642252,-0.09599027,0.0,0.0,-4.0,0.023559842,0.0,14
1771685725564000,1771685725564000,0.030339228,0.042694587,-0.0032687266,0.0,-0.00051193923,0.69948804,0.0,-0.0639962,-0.0639962,0.0,-4.0,-4.0,0.023602705,0.0,14
1771685725588000,1771685725588000,0.03023608,0.042647045,0.001500123,9.154352e-08,0.0010256858,0.6988482,3.8146973e-06,0.064227104,-0.095992245,0.0,0.0,-4.0,0.023510762,0.0,14
1771685725604000,1771685725604000,0.03009187,0.042562325,-0.004641861,0.0,-0.00051195355,0.69948804,0.0,-0.0639971,-0.0639971,0.0,-4.0,-4.0,0.023380723,0.0,14
1771685725628000,1771685725628000,0.0300117,0.04253143,9.664168e-05,1.373166e-07,0.0010257312,0.6988481,5.722046e-06,0.06422901,-0.09599412,0.0,0.0,-4.0,0.02324539,0.0,14
1771685725644000,1771685725644000,0.029906377,0.042457383,-0.006045639,0.0,-0.0005119564,0.69948804,0.0,-0.063997276,-0.063997276,0.0,-4.0,-4.0,0.023188384,0.0,14
1771685725668000,1771685725668000,0.029833477,0.04242501,-0.0012765564,1.3731737e-07,0.0010257398,0.6988481,5.722046e-06,0.06422901,-0.09599466,0.0,0.0,-4.0,0.02329482,0.0,14
1771685725684000,1771685725684000,0.029726513,0.042382862,-0.007388339,0.0,-0.0005119631,0.69948804,0.0,-0.06399769,-0.06399769,0.0,-4.0,-4.0,0.023325492,0.0,14
1771685725708000,1771685725708000,0.029658146,0.04237113,-0.0026192386,1.6020367e-07,0.0010257557,0.6988481,6.67572e-06,0.064229965,-0.09599518,0.0,0.0,-4.0,0.023265496,0.0,14
1771685725724000,1771685725724000,0.029559685,0.04233926,-0.008731086,0.0,-0.0005119656,0.69948804,0.0,-0.06399785,-0.06399785,0.0,-4.0,-4.0,0.023321923,0.0,14
1771685725748000,1771685725748000,0.029492589,0.042356446,-0.0039010048,1.8308869e-07,0.0010257607,0.6988481,7.6293945e-06,0.06423092,-0.09599502,0.0,0.0,-4.0,0.02341217,0.0,14
1771685725764000,1771685725764000,0.029388776,0.0423429,-0.010012807,0.0,-0.00051196717,0.69948804,0.0,-0.06399795,-0.06399795,0.0,-4.0,-4.0,0.023430828,0.0,14
