timestamp,pub_timestamp,time_estimate,safe_time_estimate,publisher_id,valid
1771685723844000,1771685723844000,0.0,0.0,96,0
1771685725884000,1771685725884000,0.0,0.0,96,0
1771685727900000,1771685727900000,0.09803094,100.107834,96,1
1771685729916000,1771685729916000,0.15197103,100.16717,96,1
1771685731932000,1771685731932000,1.6168829,101.77857,96,1
1771685733948000,1771685733948000,3.5296202,103.88258,96,1
1771685735964000,1771685735964000,5.5433455,106.09768,96,1
1771685737980000,1771685737980000,7.8255725,108.60813,96,1
1771685739996000,1771685739996000,11.793027,112.97233,96,1
1771685742012000,1771685742012000,15.817198,117.39892,96,1
1771685744028000,1771685744028000,19.834429,121.81787,96,1
1771685746044000,1771685746044000,23.85312,126.238434,96,1
1771685748060000,1771685748060000,27.875038,130.66254,96,1
1771685750076000,1771685750076000,31.88698,135.07568,96,1
1771685752092000,1771685752092000,35.891834,139.48102,96,1
1771685754108000,1771685754108000,39.89565,143.88522,96,1
1771685756124000,1771685756124000,43.906445,148.29709,96,1
1771685758140000,1771685758140000,47.913574,152.70493,96,1
1771685760156000,1771685760156000,51.526592,156.67926,96,1
1771685762172000,1771685762172000,53.199707,158.51968,96,1
1771685764188000,1771685764188000,53.823368,159.2057,96,1
1771685766204000,1771685766204000,55.270126,160.79715,96,1
1771685768220000,1771685768220000,57.349854,163.08484,96,1
1771685770236000,1771685770236000,59.30908,165.23999,96,1
1771685772252000,1771685772252000,61.355515,167.49106,96,1
1771685774268000,1771685774268000,63.405308,169.74585,96,1
1771685776284000,1771685776284000,65.44003,171.98404,96,1
1771685778300000,1771685778300000,67.49518,174.24469,96,1
1771685780316000,1771685780316000,69.53161,176.48477,96,1
1771685782332000,1771685782332000,71.55951,178.71545,96,1
1771685784348000,1771685784348000,72.814415,180.09586,96,1
1771685786380000,1771685786380000,72.76353,180.03989,96,1
1771685788396000,1771685788396000,71.36081,178.49689,96,1
1771685790412000,1771685790412000,70.088615,177.09747,96,1
1771685792428000,1771685792428000,68.84846,175.7333,96,1
1771685794444000,1771685794444000,67.79958,174.57954,96,1
1771685796460000,1771685796460000,66.9641,173.66052,96,1
1771685798476000,1771685798476000,66.39357,173.03293,96,1
1771685800492000,1771685800492000,66.15541,172.77095,96,1
1771685802508000,1771685802508000,66.1947,172.81418,96,1
1771685804516000,1771685804516000,66.15266,172.76791,96,1
1771685806532000,1771685806532000,64.56425,171.02068,96,1
1771685808548000,1771685808548000,62.5898,168.84879,96,1
1771685810564000,1771685810564000,60.642654,166.70692,96,1
1771685812580000,1771685812580000,58.639698,164.50366,96,1
1771685814596000,1771685814596000,56.62601,162.2886,96,1
1771685816612000,1771685816612000,54.94686,160.44154,96,1
1771685818628000,1771685818628000,53.93178,159.32497,96,1
1771685820644000,1771685820644000,52.01418,157.2156,96,1
1771685822660000,1771685822660000,50.03485,155.03833,96,1
1771685824676000,1771685824676000,48.02004,152.82205,96,1
1771685826692000,1771685826692000,46.005962,150.60657,96,1
1771685828708000,1771685828708000,44.008038,148.40884,96,1
1771685830724000,1771685830724000,42.016132,146.21774,96,1
1771685832740000,1771685832740000,40.00295,144.00325,96,1
1771685834756000,1771685834756000,37.9872,141.78592,96,1
1771685836772000,1771685836772000,35.999695,139.59967,96,1
1771685838788000,1771685838788000,34.01491,137.41641,96,1
1771685840804000,1771685840804000,32.02594,135.22853,96,1
1771685842820000,1771685842820000,30.022116,133.02432,96,1
1771685844836000,1771685844836000,28.022644,130.8249,96,1
1771685846852000,1771685846852000,26.036276,128.63991,96,1
1771685848868000,1771685848868000,24.045511,126.450066,96,1
1771685850884000,1771685850884000,22.046164,124.25078,96,1
1771685852900000,1771685852900000,20.051575,122.05673,96,1
1771685854916000,1771685854916000,18.072977,119.88028,96,1
1771685856932000,1771685856932000,16.094177,117.7036,96,1
1771685858948000,1771685858948000,14.094299,115.50373,96,1
1771685860964000,1771685860964000,12.099223,113.30914,96,1
1771685862980000,1771685862980000,10.107503,111.118256,96,1
1771685864996000,1771685864996000,8.115397,108.92694,96,1
1771685867012000,1771685867012000,6.132589,106.74585,96,1
1771685869028000,1771685869028000,4.56838,105.025215,96,1
1771685871044000,1771685871044000,3.4346313,103.77809,96,1
1771685873060000,1771685873060000,2.5184734,102.770325,96,1
1771685875076000,1771685875076000,1.6026815,101.76295,96,1
1771685877092000,1771685877092000,0.6748047,100.74229,96,1
1771685879108000,1771685879108000,0.1049703,100.11547,96,1
1771685881124000,1771685881124000,0.0,0.0,96,0
1771685883180000,1771685883180000,0.0,0.0,96,0
