timestamp,pub_timestamp,safe_points_id,publisher_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
1771685723844000,1771685723844000,1850428874,96,0,0,1,0
1771685725884000,1771685725884000,485274205,96,0,0,1,0
1771685727900000,1771685727900000,485274205,96,0,0,1,0
1771685729916000,1771685729916000,485274205,96,0,0,1,0
1771685731932000,1771685731932000,485274205,96,0,0,1,0
1771685733948000,1771685733948000,485274205,96,0,0,1,0
1771685735964000,1771685735964000,485274205,96,0,0,1,0
1771685737980000,1771685737980000,485274205,96,0,0,1,0
1771685739996000,1771685739996000,485274205,96,0,0,1,0
1771685742012000,1771685742012000,485274205,96,0,0,1,0
1771685744028000,1771685744028000,485274205,96,0,0,1,0
1771685746044000,1771685746044000,485274205,96,0,0,1,0
1771685748060000,1771685748060000,485274205,96,0,0,1,0
1771685750076000,1771685750076000,485274205,96,0,0,1,0
1771685752092000,1771685752092000,485274205,96,0,0,1,0
1771685754108000,1771685754108000,485274205,96,0,0,1,0
1771685756124000,1771685756124000,485274205,96,0,0,1,0
1771685758140000,1771685758140000,485274205,96,0,0,1,0
1771685760156000,1771685760156000,485274205,96,0,0,1,0
1771685762172000,1771685762172000,485274205,96,0,0,1,0
1771685764188000,1771685764188000,485274205,96,0,0,1,0
1771685766204000,1771685766204000,485274205,96,0,0,1,0
1771685768220000,1771685768220000,485274205,96,0,0,1,0
1771685770236000,1771685770236000,485274205,96,0,0,1,0
1771685772252000,1771685772252000,485274205,96,0,0,1,0
1771685774268000,1771685774268000,485274205,96,0,0,1,0
1771685776284000,1771685776284000,485274205,96,0,0,1,0
1771685778300000,1771685778300000,485274205,96,0,0,1,0
1771685780316000,1771685780316000,485274205,96,0,0,1,0
1771685782332000,1771685782332000,485274205,96,0,0,1,0
1771685784348000,1771685784348000,485274205,96,0,0,1,0
1771685786380000,1771685786380000,485274205,96,0,0,1,0
1771685788396000,1771685788396000,485274205,96,0,0,1,0
1771685790412000,1771685790412000,485274205,96,0,0,1,0
1771685792428000,1771685792428000,485274205,96,0,0,1,0
1771685794444000,1771685794444000,485274205,96,0,0,1,0
1771685796460000,1771685796460000,485274205,96,0,0,1,0
1771685798476000,1771685798476000,485274205,96,0,0,1,0
1771685800492000,1771685800492000,485274205,96,0,0,1,0
1771685802508000,1771685802508000,485274205,96,0,0,1,0
1771685803144000,1771685803144000,485274205,96,0,0,1,0
1771685883180000,1771685883180000,485274205,96,0,0,1,0
