timestamp,pub_timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,publisher_id
1771685725408000,1771685725408000,0.0,0.0,0.0,39
1771685725412000,1771685725412000,0.0,0.0,0.0,39
1771685725416000,1771685725416000,0.0,0.0,0.0,39
1771685725420000,1771685725420000,0.0,0.0,0.0,39
1771685725424000,1771685725424000,0.0,0.0,0.0,39
1771685725428000,1771685725428000,0.0,0.0,0.0,39
1771685725432000,1771685725432000,0.0,0.0,0.0,39
1771685725436000,1771685725436000,0.0,0.0,0.0,39
1771685725440000,1771685725440000,0.0,0.0,0.0,39
1771685725444000,1771685725444000,0.0,0.0,0.0,39
1771685725448000,1771685725448000,0.0,0.0,0.0,39
1771685725452000,1771685725452000,0.0,0.0,0.0,39
1771685725456000,1771685725456000,0.0,0.0,0.0,39
1771685725460000,1771685725460000,0.0,0.0,0.0,39
1771685725464000,1771685725464000,0.0,0.0,0.0,39
1771685725468000,1771685725468000,0.0,0.0,0.0,39
1771685725472000,1771685725472000,0.0,0.0,0.0,39
1771685725476000,1771685725476000,0.0,0.0,0.0,39
1771685725480000,1771685725480000,0.0,0.0,0.0,39
1771685725484000,1771685725484000,0.0,0.0,0.0,39
1771685725488000,1771685725488000,0.0,0.0,0.0,39
1771685725492000,1771685725492000,0.0,0.0,0.0,39
1771685725496000,1771685725496000,0.0,0.0,0.0,39
1771685725500000,1771685725500000,0.0,0.0,0.0,39
1771685725504000,1771685725504000,0.0,0.0,0.0,39
1771685725508000,1771685725508000,0.0,0.0,0.0,39
1771685725512000,1771685725512000,0.0,0.0,0.0,39
1771685725516000,1771685725516000,0.0,0.0,0.0,39
1771685725520000,1771685725520000,0.0,0.0,0.0,39
1771685725524000,1771685725524000,0.0,0.0,0.0,39
1771685725528000,1771685725528000,0.0,0.0,0.0,39
1771685725532000,1771685725532000,0.0,0.0,0.0,39
1771685725536000,1771685725536000,0.0,0.0,0.0,39
1771685725540000,1771685725540000,0.0,0.0,0.0,39
1771685725544000,1771685725544000,0.0,0.0,0.0,39
1771685725548000,1771685725548000,0.0,0.0,0.0,39
1771685725552000,1771685725552000,0.0,0.0,0.0,39
1771685725556000,1771685725556000,0.0,0.0,0.0,39
1771685725560000,1771685725560000,0.0,0.0,0.0,39
1771685725564000,1771685725564000,0.0,0.0,0.0,39
1771685725568000,1771685725568000,0.0,0.0,0.0,39
1771685725572000,1771685725572000,0.0,0.0,0.0,39
1771685725576000,1771685725576000,0.0,0.0,0.0,39
1771685725580000,1771685725580000,0.0,0.0,0.0,39
1771685725584000,1771685725584000,0.0,0.0,0.0,39
1771685725588000,1771685725588000,0.0,0.0,0.0,39
1771685725592000,1771685725592000,0.0,0.0,0.0,39
1771685725596000,1771685725596000,0.0,0.0,0.0,39
1771685725600000,1771685725600000,0.0,0.0,0.0,39
1771685725604000,1771685725604000,0.0,0.0,0.0,39
1771685725608000,1771685725608000,0.0,0.0,0.0,39
1771685725612000,1771685725612000,0.0,0.0,0.0,39
1771685725616000,1771685725616000,0.0,0.0,0.0,39
1771685725620000,1771685725620000,0.0,0.0,0.0,39
1771685725624000,1771685725624000,0.0,0.0,0.0,39
1771685725628000,1771685725628000,0.0,0.0,0.0,39
1771685725632000,1771685725632000,0.0,0.0,0.0,39
1771685725636000,1771685725636000,0.0,0.0,0.0,39
1771685725640000,1771685725640000,0.0,0.0,0.0,39
1771685725644000,1771685725644000,0.0,0.0,0.0,39
1771685725648000,1771685725648000,0.0,0.0,0.0,39
1771685725652000,1771685725652000,0.0,0.0,0.0,39
1771685725656000,1771685725656000,0.0,0.0,0.0,39
1771685725660000,1771685725660000,0.0,0.0,0.0,39
1771685725664000,1771685725664000,0.0,0.0,0.0,39
1771685725668000,1771685725668000,0.0,0.0,0.0,39
1771685725672000,1771685725672000,0.0,0.0,0.0,39
1771685725676000,1771685725676000,0.0,0.0,0.0,39
1771685725680000,1771685725680000,0.0,0.0,0.0,39
1771685725684000,1771685725684000,0.0,0.0,0.0,39
1771685725688000,1771685725688000,0.0,0.0,0.0,39
1771685725692000,1771685725692000,0.0,0.0,0.0,39
1771685725696000,1771685725696000,0.0,0.0,0.0,39
1771685725700000,1771685725700000,0.0,0.0,0.0,39
1771685725704000,1771685725704000,0.0,0.0,0.0,39
1771685725708000,1771685725708000,0.0,0.0,0.0,39
1771685725712000,1771685725712000,0.0,0.0,0.0,39
1771685725716000,1771685725716000,0.0,0.0,0.0,39
1771685725720000,1771685725720000,0.0,0.0,0.0,39
1771685725724000,1771685725724000,0.0,0.0,0.0,39
1771685725728000,1771685725728000,0.0,0.0,0.0,39
1771685725732000,1771685725732000,0.0,0.0,0.0,39
1771685725736000,1771685725736000,0.0,0.0,0.0,39
1771685725740000,1771685725740000,0.0,0.0,0.0,39
1771685725744000,1771685725744000,0.0,0.0,0.0,39
1771685725748000,1771685725748000,0.0,0.0,0.0,39
1771685725752000,1771685725752000,0.0,0.0,0.0,39
1771685725756000,1771685725756000,0.0,0.0,0.0,39
1771685725760000,1771685725760000,0.0,0.0,0.0,39
1771685725764000,1771685725764000,0.0,0.0,0.0,39
1771685725768000,1771685725768000,0.0,0.0,0.0,39
1771685725772000,1771685725772000,0.0,0.0,0.0,39
1771685725776000,1771685725776000,0.0,0.0,0.0,39
1771685725780000,1771685725780000,0.0,0.0,0.0,39
1771685725784000,1771685725784000,0.0,0.0,0.0,39
1771685725788000,1771685725788000,0.0,0.0,0.0,39
1771685725792000,1771685725792000,0.0,0.0,0.0,39
1771685725796000,1771685725796000,0.0,0.0,0.0,39
1771685725800000,1771685725800000,0.0,0.0,0.0,39
1771685725804000,1771685725804000,0.0,0.0,0.0,39
1771685725808000,1771685725808000,0.0,0.0,0.0,39
1771685725812000,1771685725812000,0.0,0.0,0.0,39
1771685725816000,1771685725816000,0.0,0.0,0.0,39
1771685725820000,1771685725820000,0.0,0.0,0.0,39
1771685725824000,1771685725824000,0.0,0.0,0.0,39
1771685725828000,1771685725828000,0.0,0.0,0.0,39
1771685725832000,1771685725832000,0.0,0.0,0.0,39
1771685725836000,1771685725836000,0.0,0.0,0.0,39
1771685725840000,1771685725840000,0.0,0.0,0.0,39
1771685725844000,1771685725844000,0.0,0.0,0.0,39
1771685725848000,1771685725848000,0.0,0.0,0.0,39
1771685725852000,1771685725852000,0.0,0.0,0.0,39
1771685725856000,1771685725856000,0.0,0.0,0.0,39
1771685725860000,1771685725860000,0.0,0.0,0.0,39
1771685725864000,1771685725864000,0.0,0.0,0.0,39
1771685725868000,1771685725868000,0.0,0.0,0.0,39
1771685725872000,1771685725872000,0.0,0.0,0.0,39
1771685725876000,1771685725876000,0.0,0.0,0.0,39
1771685725880000,1771685725880000,0.0,0.0,0.0,39
1771685725884000,1771685725884000,0.0,0.0,0.0,39
1771685725888000,1771685725888000,0.0,0.0,0.0,39
1771685725892000,1771685725892000,0.0,0.0,0.0,39
1771685725896000,1771685725896000,0.0,0.0,0.0,39
1771685725900000,1771685725900000,0.0,0.0,0.0,39
1771685725904000,1771685725904000,0.0,0.0,0.0,39
1771685725908000,1771685725908000,0.0,0.0,0.0,39
1771685725912000,1771685725912000,0.0,0.0,0.0,39
1771685725916000,1771685725916000,0.0,0.0,0.0,39
1771685725920000,1771685725920000,0.0,0.0,0.0,39
1771685725924000,1771685725924000,0.0,0.0,0.0,39
1771685725928000,1771685725928000,0.0,0.0,0.0,39
1771685725932000,1771685725932000,0.0,0.0,0.0,39
1771685725936000,1771685725936000,0.0,0.0,0.0,39
1771685725940000,1771685725940000,0.0,0.0,0.0,39
1771685725944000,1771685725944000,0.0,0.0,0.0,39
1771685725948000,1771685725948000,0.0,0.0,0.0,39
1771685725952000,1771685725952000,0.0,0.0,0.0,39
1771685725956000,1771685725956000,0.0,0.0,0.0,39
1771685725960000,1771685725960000,0.0,0.0,0.0,39
1771685725964000,1771685725964000,0.0,0.0,0.0,39
