timestamp,pub_timestamp,publisher_id,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1771685724812000,1771685724812000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685725812000,1771685725812000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685726812000,1771685726812000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685727228000,1771685727228000,60,0,1,0,0,1,1,1,0,0,0,1,0
1771685727324000,1771685727324000,60,0,0,0,0,1,0,1,0,0,0,1,0
1771685728324000,1771685728324000,60,0,0,0,0,1,0,0,0,0,0,1,0
1771685729324000,1771685729324000,60,0,0,0,0,1,0,0,0,0,0,1,0
1771685729420000,1771685729420000,60,0,0,0,0,0,0,0,0,0,0,1,0
1771685730420000,1771685730420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685731420000,1771685731420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685732420000,1771685732420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685733420000,1771685733420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685734420000,1771685734420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685735420000,1771685735420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685736420000,1771685736420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685737420000,1771685737420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685738420000,1771685738420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685739420000,1771685739420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685740420000,1771685740420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685741420000,1771685741420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685742420000,1771685742420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685743420000,1771685743420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685744420000,1771685744420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685745420000,1771685745420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685746420000,1771685746420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685747420000,1771685747420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685748420000,1771685748420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685749420000,1771685749420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685750420000,1771685750420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685751420000,1771685751420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685752420000,1771685752420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685753420000,1771685753420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685754420000,1771685754420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685755420000,1771685755420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685756420000,1771685756420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685757420000,1771685757420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685758420000,1771685758420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685759420000,1771685759420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685760420000,1771685760420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685761420000,1771685761420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685762420000,1771685762420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685763420000,1771685763420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685764420000,1771685764420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685765420000,1771685765420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685766420000,1771685766420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685767420000,1771685767420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685768420000,1771685768420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685769420000,1771685769420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685770420000,1771685770420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685771420000,1771685771420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685772420000,1771685772420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685773420000,1771685773420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685774420000,1771685774420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685775420000,1771685775420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685776420000,1771685776420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685777420000,1771685777420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685778420000,1771685778420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685779420000,1771685779420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685780420000,1771685780420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685781420000,1771685781420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685782420000,1771685782420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685783420000,1771685783420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685784420000,1771685784420000,60,0,0,0,0,0,0,0,0,0,0,1,0
1771685785420000,1771685785420000,60,0,0,0,0,0,0,0,0,0,0,1,0
1771685786420000,1771685786420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685787420000,1771685787420000,60,0,0,0,0,0,0,0,0,1,1,1,0
1771685788420000,1771685788420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685789420000,1771685789420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685790420000,1771685790420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685791420000,1771685791420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685792420000,1771685792420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685793420000,1771685793420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685794420000,1771685794420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685795420000,1771685795420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685796420000,1771685796420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685797420000,1771685797420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685798420000,1771685798420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685799420000,1771685799420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685800420000,1771685800420000,60,0,0,0,0,0,0,0,0,1,1,1,0
1771685801420000,1771685801420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685802420000,1771685802420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685803420000,1771685803420000,60,0,0,0,0,0,0,0,0,0,1,1,0
1771685804420000,1771685804420000,60,0,0,0,0,0,0,0,0,0,1,1,0
1771685805420000,1771685805420000,60,0,0,0,0,0,0,0,0,1,1,1,0
1771685806420000,1771685806420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685807420000,1771685807420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685808420000,1771685808420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685809420000,1771685809420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685810420000,1771685810420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685811420000,1771685811420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685812420000,1771685812420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685813420000,1771685813420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685814420000,1771685814420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685815420000,1771685815420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685816420000,1771685816420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685817420000,1771685817420000,60,0,0,0,0,0,0,0,0,0,0,1,0
1771685818204000,1771685818204000,60,0,0,0,0,1,1,0,0,0,0,1,0
1771685819204000,1771685819204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685820204000,1771685820204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685821204000,1771685821204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685822204000,1771685822204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685823204000,1771685823204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685824204000,1771685824204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685825204000,1771685825204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685826204000,1771685826204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685827204000,1771685827204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685828204000,1771685828204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685829204000,1771685829204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685830204000,1771685830204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685831204000,1771685831204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685832204000,1771685832204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685833204000,1771685833204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685834204000,1771685834204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685835204000,1771685835204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685836204000,1771685836204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685837204000,1771685837204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685838204000,1771685838204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685839204000,1771685839204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685840204000,1771685840204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685841204000,1771685841204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685842204000,1771685842204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685843204000,1771685843204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685844204000,1771685844204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685845204000,1771685845204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685846204000,1771685846204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685847204000,1771685847204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685848204000,1771685848204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685849204000,1771685849204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685850204000,1771685850204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685851204000,1771685851204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685852204000,1771685852204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685853204000,1771685853204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685854204000,1771685854204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685855204000,1771685855204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685856204000,1771685856204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685857204000,1771685857204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685858204000,1771685858204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685859204000,1771685859204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685860204000,1771685860204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685861204000,1771685861204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685862204000,1771685862204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685863204000,1771685863204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685864204000,1771685864204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685865204000,1771685865204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685866204000,1771685866204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685867204000,1771685867204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685868204000,1771685868204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685869204000,1771685869204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685870204000,1771685870204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685871204000,1771685871204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685872204000,1771685872204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685873204000,1771685873204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685874204000,1771685874204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685875204000,1771685875204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685876204000,1771685876204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685877204000,1771685877204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685878204000,1771685878204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685879204000,1771685879204000,60,0,0,0,0,1,1,0,1,0,0,1,0
1771685880204000,1771685880204000,60,0,0,0,0,1,1,1,0,0,0,1,0
1771685880420000,1771685880420000,60,0,1,0,0,1,1,1,0,0,0,1,0
1771685880772000,1771685880772000,60,0,1,1,0,1,1,1,0,0,0,1,0
1771685881108000,1771685881108000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685882108000,1771685882108000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685883108000,1771685883108000,60,0,1,1,1,1,1,1,0,0,0,1,1
