timestamp,pub_timestamp,publisher_id,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],_padding0[5],_padding0[6],previous.pub_timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.publisher_id,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],current.pub_timestamp,current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.publisher_id,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],next.pub_timestamp,next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.publisher_id,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1]
1771685725408000,1771685725408000,96,0,0,0,0,0,0,0,0,1771685725408000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685725408000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685725408000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685725432000,1771685725432000,96,0,0,0,0,0,0,0,0,1771685725432000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685725432000,47.39774218164319,8.545594477919561,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685725432000,47.3968822,8.5456056,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0
1771685763436000,1771685763436000,96,0,0,0,0,0,0,0,0,1771685725432000,47.39774218164319,8.545594477919561,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685763436000,47.3968822,8.5456056,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685763436000,47.3974468,8.5449193,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685784556000,1771685784556000,96,0,0,0,0,0,0,0,0,1771685763436000,47.3968822,8.5456056,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685784556000,47.3974468,8.5449193,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685784556000,47.3974468,8.5449193,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685803116000,1771685803116000,96,0,0,0,0,0,0,0,0,1771685763436000,47.3968822,8.5456056,0.0,0.0,0.0,569.2422,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685803116000,47.3974468,8.5449193,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685784556000,47.3974468,8.5449193,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,0,4,0,0,0,0,0
1771685803144000,1771685803144000,96,0,0,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685803156000,1771685803156000,96,0,0,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685803156000,47.39743344607132,8.544935673939483,0.0,0.0,0.0,569.2176,-0.6885597,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,2,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685803212000,1771685803212000,96,0,0,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685803212000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,569.2176,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685817820000,1771685817820000,96,0,0,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685817820000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,488.0012,0.040429782,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685803144000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685883124000,1771685883124000,96,0,0,0,0,0,0,0,0,1771685883124000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685883124000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685883124000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
