timestamp,timestamp_sample,pub_timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],publisher_id,yaw_composite_valid
1771685725404000,1771685725252000,1771685725404000,-0.16986042,0.007380394,-0.16987377,-0.16987377,-0.16987377,-0.16987377,-0.16987377,-4.1616062e-05,-4.1616193e-05,-4.1616062e-05,-4.1616193e-05,-4.1616193e-05,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,2.5814494e-05,0.001415296,0.9950977,0.0032479628,0.00021317536,160,1
1771685725412000,1771685725260000,1771685725412000,-0.16986042,0.007380394,-0.16982514,-0.16982514,-0.16982514,-0.16982514,-0.16982514,-4.1616062e-05,-4.1616193e-05,-4.1616062e-05,-4.1616193e-05,-4.1616193e-05,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,2.5814494e-05,0.001415296,0.9950977,0.0032479628,0.00021317536,160,1
1771685725420000,1771685725268000,1771685725420000,-0.16986042,0.007380394,-0.16980429,-0.16980429,-0.16980429,-0.16980429,-0.16980429,-4.1616062e-05,-4.1616193e-05,-4.1616062e-05,-4.1616193e-05,-4.1616193e-05,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,2.5814494e-05,0.001415296,0.9950977,0.0032479628,0.00021317536,160,1
1771685725428000,1771685725276000,1771685725428000,-0.16986042,0.007380394,-0.16981967,-0.16981967,-0.16981967,-0.16981967,-0.16981967,-4.1616062e-05,-4.1616193e-05,-4.1616062e-05,-4.1616193e-05,-4.1616193e-05,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,2.5814494e-05,0.001415296,0.9950977,0.0032479628,0.00021317536,160,1
1771685725436000,1771685725284000,1771685725436000,-0.16986042,0.007380394,-0.16984986,-0.16984986,-0.16984986,-0.16984986,-0.16984986,-4.1616062e-05,-4.1616193e-05,-4.1616062e-05,-4.1616193e-05,-4.1616193e-05,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,-0.0020517544,2.5814494e-05,0.001415296,0.9950977,0.0032479628,0.00021317536,160,1
1771685725444000,1771685725292000,1771685725444000,-0.1698515,0.007384224,-0.16985151,-0.16985151,-0.16985151,-0.16985151,-0.16985151,0.00067677954,0.0006767794,0.00067677954,0.0006767794,0.0006767794,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,2.5814496e-05,0.0014152961,0.99509776,0.003247963,0.00021317539,160,1
1771685725452000,1771685725300000,1771685725452000,-0.1698515,0.007384224,-0.16986276,-0.16986276,-0.16986276,-0.16986276,-0.16986276,0.00067677954,0.0006767794,0.00067677954,0.0006767794,0.0006767794,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,2.5814496e-05,0.0014152961,0.99509776,0.003247963,0.00021317539,160,1
1771685725460000,1771685725308000,1771685725460000,-0.1698515,0.007384224,-0.16983756,-0.16983756,-0.16983756,-0.16983756,-0.16983756,0.00067677954,0.0006767794,0.00067677954,0.0006767794,0.0006767794,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,2.5814496e-05,0.0014152961,0.99509776,0.003247963,0.00021317539,160,1
1771685725468000,1771685725316000,1771685725468000,-0.1698515,0.007384224,-0.16978037,-0.16978037,-0.16978037,-0.16978037,-0.16978037,0.00067677954,0.0006767794,0.00067677954,0.0006767794,0.0006767794,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,2.5814496e-05,0.0014152961,0.99509776,0.003247963,0.00021317539,160,1
1771685725476000,1771685725324000,1771685725476000,-0.1698515,0.007384224,-0.16968064,-0.16968064,-0.16968064,-0.16968064,-0.16968064,0.00067677954,0.0006767794,0.00067677954,0.0006767794,0.0006767794,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,-0.0016035547,2.5814496e-05,0.0014152961,0.99509776,0.003247963,0.00021317539,160,1
