timestamp,pub_timestamp,command,result_param2,target_component,publisher_id,result,result_param1,target_system,from_external
1771685725392000,0,511,0,190,0,0,0,245,0
1771685725392000,0,176,0,190,0,0,0,245,0
1771685725396000,1771685725396000,176,0,190,93,0,0,245,0
1771685725408000,1771685725408000,400,0,190,93,0,0,245,0
1771685725416000,0,176,0,190,0,0,0,245,0
1771685725420000,1771685725420000,176,0,190,93,0,0,245,0
1771685803124000,0,176,0,190,0,0,0,245,0
1771685803132000,1771685803132000,176,0,190,93,0,0,245,0
