timestamp,pub_timestamp,latitude,longitude,time_inside,acceptance_radius,loiter_radius,yaw,altitude,sequence_current,nav_cmd,publisher_id,frame,origin,loiter_exit_xtrack,force_heading,altitude_is_relative,autocontinue,vtol_back_transition
1771685725432000,1771685725432000,47.397743,8.545594,0.0,0.0,0.0,nan,569.2422,0,22,96,0,0,0,0,0,1,0
1771685763436000,1771685763436000,47.39688,8.545606,0.0,0.0,0.0,nan,81.241,0,16,96,0,0,0,0,1,1,0
1771685784556000,1771685784556000,47.397446,8.544919,0.0,2.0,0.0,nan,569.2422,1,16,96,0,0,0,0,0,1,0
1771685803116000,1771685803116000,47.397446,8.544919,0.0,0.0,0.0,nan,0.0,1,21,96,0,0,0,0,1,1,0
1771685803156000,1771685803156000,47.397434,8.544935,0.0,2.0,80.0,-0.6885597,569.2176,0,31,96,1,0,0,0,0,1,0
1771685803212000,1771685803212000,47.397743,8.545594,0.0,2.0,80.0,nan,569.2176,1,16,96,1,0,0,0,0,1,0
1771685817820000,1771685817820000,47.397743,8.545594,0.0,2.0,80.0,0.040429782,488.0012,7,21,96,1,0,0,0,0,1,0
1771685881124000,1771685881124000,47.397743,8.545594,0.0,2.0,80.0,nan,488.0012,8,0,96,1,0,0,0,0,1,0
