timestamp,pub_timestamp,duration,silence,frequency,publisher_id,tune_id,tune_override,volume
1771685724412000,1771685724412000,0,0,0,93,3,0,20
1771685725216000,1771685725216000,0,0,0,93,0,0,20
1771685725408000,1771685725408000,0,0,0,93,6,0,20
1771685728420000,1771685728420000,0,0,0,93,0,0,20
1771685728420000,1771685728420000,0,0,0,73,0,0,20
1771685883124000,1771685883124000,0,0,0,93,4,0,20
1771685883628000,1771685883628000,0,0,0,93,0,0,20
