timestamp,pub_timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],publisher_id,reset_integral
1771685725408000,1771685725408000,0.01101343,-0.011902957,-2.5816262e-05,0.0,0.0,-0.001,53,0
1771685725412000,1771685725412000,0.010896255,-0.011955526,-9.9692494e-05,0.0,0.0,-0.001,53,0
1771685725416000,1771685725416000,0.0108640585,-0.011918906,-0.00016017817,0.0,0.0,-0.001,53,0
1771685725420000,1771685725420000,0.010972785,-0.011839398,-0.00024049543,0.0,0.0,-0.001,53,0
1771685725424000,1771685725424000,0.011068962,-0.011866277,9.726733e-06,0.0,0.0,-0.001,53,0
1771685725428000,1771685725428000,0.011075859,-0.011978183,3.3978373e-05,0.0,0.0,-0.001,53,0
1771685725432000,1771685725432000,0.011070106,-0.0119963065,1.5450642e-05,0.0,0.0,-0.001,53,0
1771685725436000,1771685725436000,0.0110899005,-0.011971831,4.841201e-05,0.0,0.0,-0.001,53,0
1771685725440000,1771685725440000,0.011122618,-0.012032526,2.4290755e-05,0.0,0.0,-0.001,53,0
1771685725444000,1771685725444000,0.011099818,-0.01205072,3.935024e-05,0.0,0.0,-0.001,53,0
1771685725448000,1771685725448000,0.010999604,-0.011970777,-2.6768073e-05,0.0,0.0,-0.001,53,0
1771685725452000,1771685725452000,0.010988876,-0.011946225,-2.6950613e-05,0.0,0.0,-0.001,53,0
1771685725456000,1771685725456000,0.011152739,-0.011943431,-2.8567389e-05,0.0,0.0,-0.001,53,0
1771685725460000,1771685725460000,0.011367594,-0.011825723,-9.059161e-05,0.0,0.0,-0.001,53,0
1771685725464000,1771685725464000,0.011475988,-0.011699503,-5.8816746e-05,0.0,0.0,-0.001,53,0
1771685725468000,1771685725468000,0.0114225615,-0.011615802,-9.671971e-05,0.0,0.0,-0.001,53,0
1771685725472000,1771685725472000,0.011279505,-0.011553626,-9.7215176e-05,0.0,0.0,-0.001,53,0
1771685725476000,1771685725476000,0.011136505,-0.011593645,-0.00018570758,0.0,0.0,-0.001,53,0
1771685725480000,1771685725480000,0.011002003,-0.011697665,-8.180365e-05,0.0,0.0,-0.001,53,0
1771685725484000,1771685725484000,0.010884662,-0.011733394,-0.00016132556,0.0,0.0,-0.001,53,0
1771685725488000,1771685725488000,0.010814297,-0.011726472,-4.005432e-05,0.0,0.0,-0.001,53,0
1771685725492000,1771685725492000,0.010744363,-0.011757495,2.3586676e-05,0.0,0.0,-0.001,53,0
1771685725496000,1771685725496000,0.010653267,-0.011741581,6.748736e-05,0.0,0.0,-0.001,53,0
1771685725500000,1771685725500000,0.010634366,-0.01170458,8.3342195e-05,0.0,0.0,-0.001,53,0
1771685725504000,1771685725504000,0.010725611,-0.011731436,-1.9088387e-05,0.0,0.0,-0.001,53,0
1771685725508000,1771685725508000,0.010838087,-0.011800982,-2.7263537e-05,0.0,0.0,-0.001,53,0
1771685725512000,1771685725512000,0.010886499,-0.011849421,-7.896125e-05,0.0,0.0,-0.001,53,0
1771685725516000,1771685725516000,0.01088371,-0.011863832,-0.00017054379,0.0,0.0,-0.001,53,0
1771685725520000,1771685725520000,0.010885119,-0.011852485,-3.822893e-05,0.0,0.0,-0.001,53,0
1771685725524000,1771685725524000,0.010954907,-0.011772772,-4.438311e-05,0.0,0.0,-0.001,53,0
1771685725528000,1771685725528000,0.011016071,-0.011714526,-5.9181824e-05,0.0,0.0,-0.001,53,0
1771685725532000,1771685725532000,0.011017591,-0.01173723,-0.00011288747,0.0,0.0,-0.001,53,0
1771685725536000,1771685725536000,0.0110490825,-0.01171725,-1.4355406e-05,0.0,0.0,-0.001,53,0
1771685725540000,1771685725540000,0.011003994,-0.011577855,-8.488074e-06,0.0,0.0,-0.001,53,0
1771685725544000,1771685725544000,0.010822485,-0.011442847,-4.3887645e-05,0.0,0.0,-0.001,53,0
1771685725548000,1771685725548000,0.010649648,-0.011422751,-3.1774864e-05,0.0,0.0,-0.001,53,0
1771685725552000,1771685725552000,0.0106000565,-0.011423447,9.961426e-05,0.0,0.0,-0.001,53,0
1771685725556000,1771685725556000,0.010597345,-0.011419877,0.0002068691,0.0,0.0,-0.001,53,0
1771685725560000,1771685725560000,0.010577765,-0.011488837,3.470853e-05,0.0,0.0,-0.001,53,0
1771685725564000,1771685725564000,0.010613238,-0.011541076,2.9219314e-05,0.0,0.0,-0.001,53,0
1771685725568000,1771685725568000,0.010652981,-0.011495377,-4.611723e-05,0.0,0.0,-0.001,53,0
1771685725572000,1771685725572000,0.010735398,-0.011513534,-5.1632524e-05,0.0,0.0,-0.001,53,0
1771685725576000,1771685725576000,0.0109416805,-0.011629493,6.1189756e-05,0.0,0.0,-0.001,53,0
1771685725580000,1771685725580000,0.011071539,-0.011651454,0.00020480901,0.0,0.0,-0.001,53,0
1771685725584000,1771685725584000,0.0109885475,-0.011592338,0.00011755526,0.0,0.0,-0.001,53,0
1771685725588000,1771685725588000,0.010896621,-0.011503781,0.0001777932,0.0,0.0,-0.001,53,0
1771685725592000,1771685725592000,0.010927803,-0.011428547,3.14489e-05,0.0,0.0,-0.001,53,0
1771685725596000,1771685725596000,0.010882229,-0.011502506,0.00010391697,0.0,0.0,-0.001,53,0
1771685725600000,1771685725600000,0.010756009,-0.011580495,0.000109354034,0.0,0.0,-0.001,53,0
1771685725604000,1771685725604000,0.010813006,-0.011479543,0.00025319494,0.0,0.0,-0.001,53,0
1771685725608000,1771685725608000,0.011056981,-0.011344135,6.704405e-05,0.0,0.0,-0.001,53,0
1771685725612000,1771685725612000,0.011262037,-0.011358415,3.4773722e-05,0.0,0.0,-0.001,53,0
1771685725616000,1771685725616000,0.011313761,-0.011487759,-5.808659e-05,0.0,0.0,-0.001,53,0
1771685725620000,1771685725620000,0.011327302,-0.011557281,-4.2388216e-05,0.0,0.0,-0.001,53,0
1771685725624000,1771685725624000,0.011370936,-0.011532887,6.679632e-05,0.0,0.0,-0.001,53,0
1771685725628000,1771685725628000,0.011371946,-0.011495722,0.00013314933,0.0,0.0,-0.001,53,0
1771685725632000,1771685725632000,0.01126213,-0.011445895,-1.6571954e-05,0.0,0.0,-0.001,53,0
1771685725636000,1771685725636000,0.011126484,-0.011409109,-6.6392124e-05,0.0,0.0,-0.001,53,0
1771685725640000,1771685725640000,0.011118516,-0.011440728,-0.00011763349,0.0,0.0,-0.001,53,0
1771685725644000,1771685725644000,0.011191457,-0.011532052,-0.0002540294,0.0,0.0,-0.001,53,0
1771685725648000,1771685725648000,0.011226037,-0.011589374,-0.00011187047,0.0,0.0,-0.001,53,0
1771685725652000,1771685725652000,0.011163119,-0.011556726,-0.000119967386,0.0,0.0,-0.001,53,0
1771685725656000,1771685725656000,0.011005957,-0.011498026,4.9663708e-05,0.0,0.0,-0.001,53,0
1771685725660000,1771685725660000,0.010878635,-0.011494711,8.671917e-05,0.0,0.0,-0.001,53,0
1771685725664000,1771685725664000,0.010883405,-0.01156392,-2.460368e-05,0.0,0.0,-0.001,53,0
