timestamp,pub_timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],publisher_id,pose_frame,velocity_frame,reset_counter,quality
1771685725404000,1771685725404000,1771685725404000,0.03138342,0.043551147,-0.009002686,0.99993,-0.0014068744,0.0014660989,0.01164881,-0.0037507573,-0.013141539,-0.04294327,0.0013200218,-0.0020343384,0.0031374502,0.007230884,0.007238709,0.012768252,9.1649235e-06,9.055681e-06,0.000320788,0.0032163966,0.0032272013,0.0024271945,160,1,1,15,0
1771685725412000,1771685725412000,1771685725412000,0.031317294,0.04349908,-0.009277344,0.99992985,-0.0013793607,0.0014784611,0.011664551,-0.0037198558,-0.0129999155,-0.042766225,0.0067795203,0.003025602,0.0038032297,0.0072795893,0.0072875596,0.012824873,9.187071e-06,9.077759e-06,0.00032089584,0.0032405157,0.003251426,0.002435364,160,1,1,15,0
1771685725420000,1771685725420000,1771685725420000,0.03125336,0.043446135,-0.009552002,0.9999294,-0.0013888021,0.0014637919,0.011705455,-0.0036025064,-0.013211308,-0.042521395,-0.0025414915,-0.0036323983,0.010061619,0.007328791,0.0073369085,0.012868392,9.209227e-06,9.099851e-06,0.00032100375,0.0032646516,0.0032756964,0.002442505,160,1,1,15,0
1771685725428000,1771685725428000,1771685725428000,0.031191763,0.043388292,-0.00982666,0.9999294,-0.0014019054,0.0014809724,0.011697355,-0.0033078827,-0.013692206,-0.04260724,-0.003340495,0.0043571955,-0.0021889447,0.0073784925,0.0073867594,0.012925585,9.231399e-06,9.121849e-06,0.0003211118,0.003288945,0.003300109,0.0024506764,160,1,1,15,0
1771685725436000,1771685725436000,1771685725436000,0.031132618,0.043327957,-0.010101318,0.99992967,-0.001403637,0.0014801718,0.011686641,-0.0034405151,-0.013719232,-0.04237278,-0.0005441993,-0.00017014924,-0.0028546778,0.0074286982,0.007437117,0.012983094,9.253626e-06,9.143841e-06,0.00032121988,0.0033133328,0.0033246144,0.002458849,160,1,1,15,0
1771685725444000,1771685725444000,1771685725444000,0.03107663,0.043279108,-0.010375977,0.99992967,-0.0014049772,0.0014900307,0.01167754,-0.0037598023,-0.013667959,-0.04243103,-0.00041102926,0.0024929985,-0.002455215,0.0071594296,0.0071669035,0.012684211,9.135859e-06,9.02775e-06,0.0003213088,0.0031817083,0.0031920976,0.0024150498,160,1,1,15,0
1771685725452000,1771685725452000,1771685725452000,0.031018311,0.043230087,-0.010650635,0.99992967,-0.001390955,0.0014771345,0.011680265,-0.0038180265,-0.013556471,-0.042509954,0.0033181317,-0.003232969,0.0004743716,0.00720706,0.0072148507,0.012740364,9.1534885e-06,9.043262e-06,0.00032052814,0.0032046833,0.0032155446,0.0024232175,160,1,1,15,0
1771685725460000,1771685725460000,1771685725460000,0.030960178,0.04318007,-0.010925293,0.99992955,-0.0014381296,0.0014615064,0.011694386,-0.003984887,-0.013602037,-0.042287026,-0.011994901,-0.0037651458,0.0034030904,0.0072555244,0.00726346,0.012796831,9.175623e-06,9.065379e-06,0.00032063582,0.0032287277,0.0032397208,0.0024313866,160,1,1,15,0
1771685725468000,1771685725468000,1771685725468000,0.030902373,0.043129314,-0.011199951,0.9999293,-0.0014447144,0.0014351665,0.011709555,-0.004033291,-0.0134601565,-0.0426108,-0.0018749018,-0.0065614646,0.003669405,0.007304483,0.007312566,0.012840254,9.1978145e-06,9.087433e-06,0.00032074348,0.0032528695,0.0032639776,0.0024385327,160,1,1,15,0
1771685725476000,1771685725476000,1771685725476000,0.030845633,0.043077573,-0.011444092,0.999929,-0.0014089626,0.0014327809,0.01174064,-0.0039363205,-0.013498154,-0.04282009,0.008777684,-0.00070255634,0.0076641357,0.0073539396,0.007362172,0.012897292,9.219989e-06,9.109597e-06,0.00032085105,0.003277142,0.0032883794,0.0024467036,160,1,1,15,0
