timestamp,timestamp_sample,pub_timestamp,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,publisher_id,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
1771685725404000,0,1771685725404000,47.397742199999996,8.5455945,488.009,488.009,1771685725404000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725456000,0,1771685725456000,47.397742099999995,8.5455945,488.016,488.016,1771685725456000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725508000,0,1771685725508000,47.397742199999996,8.5455945,488.032,488.032,1771685725508000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725560000,0,1771685725560000,47.3977423,8.545594399999999,488.031,488.031,1771685725560000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725612000,0,1771685725612000,47.397742199999996,8.5455945,488.01300000000003,488.01300000000003,1771685725612000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725664000,0,1771685725664000,47.397742199999996,8.5455946,488.007,488.007,1771685725664000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725716000,0,1771685725716000,47.397742199999996,8.545594399999999,488.009,488.009,1771685725716000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725768000,0,1771685725768000,47.397742199999996,8.5455946,488.01,488.01,1771685725768000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725820000,0,1771685725820000,47.397742099999995,8.5455946,488.002,488.002,1771685725820000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725872000,0,1771685725872000,47.397742099999995,8.5455945,487.998,487.998,1771685725872000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725924000,0,1771685725924000,47.397742099999995,8.545594399999999,488.00100000000003,488.00100000000003,1771685725924000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685725976000,0,1771685725976000,47.397742199999996,8.5455942,487.999,487.999,1771685725976000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726028000,0,1771685726028000,47.397742099999995,8.545594399999999,487.99600000000004,487.99600000000004,1771685726028000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726080000,0,1771685726080000,47.3977423,8.545594399999999,487.988,487.988,1771685726080000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726132000,0,1771685726132000,47.3977423,8.5455945,487.993,487.993,1771685726132000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726184000,0,1771685726184000,47.397742199999996,8.5455946,487.997,487.997,1771685726184000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726236000,0,1771685726236000,47.397742199999996,8.5455945,487.987,487.987,1771685726236000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726288000,0,1771685726288000,47.397742199999996,8.5455945,487.987,487.987,1771685726288000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726340000,0,1771685726340000,47.397742199999996,8.5455946,487.99600000000004,487.99600000000004,1771685726340000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
1771685726392000,0,1771685726392000,47.397742099999995,8.5455946,487.995,487.995,1771685726392000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,126,3,0,0,1,10,0,0,0
