timestamp,pub_timestamp,publisher_id,geofence_max_dist_triggered,geofence_max_alt_triggered,geofence_custom_fence_triggered,geofence_action
1771685725396000,1771685725396000,96,0,0,0,2
1771685725636000,1771685725636000,96,0,0,0,2
1771685725884000,1771685725884000,96,0,0,0,2
1771685726092000,1771685726092000,96,0,0,0,2
1771685726340000,1771685726340000,96,0,0,0,2
1771685726596000,1771685726596000,96,0,0,0,2
1771685726844000,1771685726844000,96,0,0,0,2
1771685727100000,1771685727100000,96,0,0,0,2
1771685727348000,1771685727348000,96,0,0,0,2
1771685727604000,1771685727604000,96,0,0,0,2
1771685727852000,1771685727852000,96,0,0,0,2
1771685728108000,1771685728108000,96,0,0,0,2
1771685728356000,1771685728356000,96,0,0,0,2
1771685728612000,1771685728612000,96,0,0,0,2
1771685728860000,1771685728860000,96,0,0,0,2
1771685729116000,1771685729116000,96,0,0,0,2
1771685729364000,1771685729364000,96,0,0,0,2
1771685729620000,1771685729620000,96,0,0,0,2
1771685729868000,1771685729868000,96,0,0,0,2
1771685730124000,1771685730124000,96,0,0,0,2
1771685730372000,1771685730372000,96,0,0,0,2
1771685730628000,1771685730628000,96,0,0,0,2
1771685730876000,1771685730876000,96,0,0,0,2
1771685731132000,1771685731132000,96,0,0,0,2
1771685731380000,1771685731380000,96,0,0,0,2
1771685731636000,1771685731636000,96,0,0,0,2
1771685731884000,1771685731884000,96,0,0,0,2
1771685732140000,1771685732140000,96,0,0,0,2
1771685732388000,1771685732388000,96,0,0,0,2
1771685732644000,1771685732644000,96,0,0,0,2
1771685732892000,1771685732892000,96,0,0,0,2
1771685733148000,1771685733148000,96,0,0,0,2
1771685733396000,1771685733396000,96,0,0,0,2
1771685733652000,1771685733652000,96,0,0,0,2
1771685733900000,1771685733900000,96,0,0,0,2
1771685734156000,1771685734156000,96,0,0,0,2
1771685734404000,1771685734404000,96,0,0,0,2
1771685734660000,1771685734660000,96,0,0,0,2
1771685734908000,1771685734908000,96,0,0,0,2
1771685735164000,1771685735164000,96,0,0,0,2
1771685735412000,1771685735412000,96,0,0,0,2
1771685735668000,1771685735668000,96,0,0,0,2
1771685735916000,1771685735916000,96,0,0,0,2
1771685736172000,1771685736172000,96,0,0,0,2
1771685736420000,1771685736420000,96,0,0,0,2
1771685736676000,1771685736676000,96,0,0,0,2
1771685736924000,1771685736924000,96,0,0,0,2
1771685737180000,1771685737180000,96,0,0,0,2
1771685737428000,1771685737428000,96,0,0,0,2
1771685737684000,1771685737684000,96,0,0,0,2
1771685737932000,1771685737932000,96,0,0,0,2
1771685738188000,1771685738188000,96,0,0,0,2
1771685738436000,1771685738436000,96,0,0,0,2
1771685738692000,1771685738692000,96,0,0,0,2
1771685738940000,1771685738940000,96,0,0,0,2
1771685739196000,1771685739196000,96,0,0,0,2
1771685739444000,1771685739444000,96,0,0,0,2
1771685739700000,1771685739700000,96,0,0,0,2
1771685739948000,1771685739948000,96,0,0,0,2
1771685740204000,1771685740204000,96,0,0,0,2
1771685740452000,1771685740452000,96,0,0,0,2
1771685740708000,1771685740708000,96,0,0,0,2
1771685740956000,1771685740956000,96,0,0,0,2
1771685741212000,1771685741212000,96,0,0,0,2
1771685741460000,1771685741460000,96,0,0,0,2
1771685741716000,1771685741716000,96,0,0,0,2
1771685741964000,1771685741964000,96,0,0,0,2
1771685742220000,1771685742220000,96,0,0,0,2
1771685742468000,1771685742468000,96,0,0,0,2
1771685742724000,1771685742724000,96,0,0,0,2
1771685742972000,1771685742972000,96,0,0,0,2
1771685743228000,1771685743228000,96,0,0,0,2
1771685743476000,1771685743476000,96,0,0,0,2
