timestamp,timestamp_sample,pub_timestamp,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,publisher_id,valid
1771685730924000,1771685730924000,1771685730924000,0.49619925,0.0056189806,0.17129204,8.898413,0.00036636947,5.0752497,163,0
1771685730932000,1771685730932000,1771685730932000,0.4931571,0.0039058623,0.1986044,7.301265,0.0006002569,5.144743,163,0
1771685730940000,1771685730940000,1771685730940000,0.49074164,0.0029917366,0.20704952,6.716722,0.0007091671,5.21053,163,0
1771685730948000,1771685730948000,1771685730948000,0.48954028,0.0024253442,0.1279765,6.427351,0.00028313004,5.2758503,163,0
1771685730956000,1771685730956000,1771685730956000,0.48978314,0.0020346045,-0.030811816,6.2890635,1.6772821e-05,5.3437467,163,0
1771685730964000,1771685730964000,1771685730964000,0.48992085,0.0017578225,-0.020584747,6.1851616,7.6119777e-06,5.4092374,163,0
1771685730972000,1771685730972000,1771685730972000,0.4901897,0.0015501007,-0.046197705,6.1341066,3.8658676e-05,5.473619,163,0
1771685730980000,1771685730980000,1771685730980000,0.4896446,0.0013894561,0.10627802,6.1064653,0.00020552019,5.531333,163,0
1771685730988000,1771685730988000,1771685730988000,0.48922282,0.0012607021,0.09177169,6.0962443,0.00015350149,5.587792,163,0
1771685730996000,1771685730996000,1771685730996000,0.48951635,0.0011518967,-0.06958836,6.1156063,8.798147e-05,5.647826,163,0
1771685731004000,1771685731004000,1771685731004000,0.4898708,0.0010621442,-0.092594646,6.1250787,0.00015553122,5.706952,163,0
1771685731012000,1771685731012000,1771685731012000,0.49001014,0.0009863988,-0.039694525,6.1451926,2.8489394e-05,5.762753,163,0
1771685731020000,1771685731020000,1771685731020000,0.48990926,0.0009218773,0.031181559,6.166089,1.7520373e-05,5.8147388,163,0
1771685731028000,1771685731028000,1771685731028000,0.48962164,0.0008661392,0.09584351,6.188936,0.00016491757,5.863219,163,0
1771685731036000,1771685731036000,1771685731036000,0.48986232,0.0008158208,-0.084658146,6.2248573,0.000127928,5.9160557,163,0
1771685731044000,1771685731044000,1771685731044000,0.49007577,0.00077182014,-0.08046371,6.25333,0.00011503929,5.9672904,163,0
1771685731052000,1771685731052000,1771685731052000,0.4901468,0.0007327579,-0.028488375,6.2854047,1.4346951e-05,6.015446,163,0
1771685731060000,1771685731060000,1771685731060000,0.48997915,0.0006980152,0.071471125,6.3148637,8.9878275e-05,6.059117,163,0
1771685731068000,1771685731068000,1771685731068000,0.48981172,0.00066684675,0.07553032,6.342328,9.994279e-05,6.1013737,163,0
1771685731076000,1771685731076000,1771685731076000,0.49007413,0.00063777843,-0.12292442,6.3794665,0.0002631779,6.1485763,163,0
1771685731084000,1771685731084000,1771685731084000,0.49027666,0.000611583,-0.10020302,6.411941,0.00017399213,6.1937175,163,0
1771685731092000,1771685731092000,1771685731092000,0.490345,0.000587688,-0.035484515,6.4455585,2.1705744e-05,6.235549,163,0
1771685731100000,1771685731100000,1771685731100000,0.49024147,0.00056591356,0.05645877,6.4754806,5.469509e-05,6.2733502,163,0
1771685731108000,1771685731108000,1771685731108000,0.4901422,0.0005459594,0.05666648,6.502643,5.4868113e-05,6.309977,163,0
1771685731116000,1771685731116000,1771685731116000,0.49025083,0.00052697904,-0.06375705,6.5372553,6.9090514e-05,6.3491015,163,0
1771685731124000,1771685731124000,1771685731124000,0.49031696,0.0005095316,-0.040577464,6.566519,2.7860704e-05,6.386336,163,0
1771685731132000,1771685731132000,1771685731132000,0.49038315,0.0004933274,-0.042223863,6.5961165,3.003206e-05,6.422469,163,0
1771685731140000,1771685731140000,1771685731140000,0.49034166,0.00047832986,0.027578354,6.62385,1.2758033e-05,6.4554133,163,0
1771685731148000,1771685731148000,1771685731148000,0.49026483,0.00046439553,0.053069554,6.6491213,4.706349e-05,6.4865465,163,0
1771685731156000,1771685731156000,1771685731156000,0.4903851,0.00045096438,-0.08480487,6.679748,0.000119629694,6.5206766,163,0
1771685731164000,1771685731164000,1771685731164000,0.49051848,0.00043846347,-0.09769842,6.7065983,0.00015813584,6.55409,163,0
1771685731172000,1771685731172000,1771685731172000,0.49061424,0.00042672054,-0.07252104,6.7344646,8.677256e-05,6.5856895,163,0
1771685731180000,1771685731180000,1771685731180000,0.4905294,0.00041573538,0.06655002,6.7597194,7.279895e-05,6.612293,163,0
1771685731188000,1771685731188000,1771685731188000,0.49041423,0.00040542256,0.093382776,6.780504,0.00014289896,6.637202,163,0
1771685731196000,1771685731196000,1771685731196000,0.4905033,0.0003953836,-0.073330484,6.805737,8.77913e-05,6.66586,163,0
1771685731204000,1771685731204000,1771685731204000,0.49060565,0.00038595241,-0.08708052,6.828762,0.00012338364,6.693914,163,0
