timestamp,pub_timestamp,current_seq,land_start_index,land_index,mission_id,geofence_id,safe_points_id,count,mission_dataman_id,fence_dataman_id,safepoint_dataman_id,publisher_id
1771685724404000,0,0,1,1,1908733938,0,485274205,2,6,3,1,0
1771685784556000,1771685784556000,1,1,1,1908733938,0,485274205,2,6,3,1,96
