timestamp,timestamp_sample,pub_timestamp,device_id,bias,bias_var,innov,innov_var,innov_test_ratio,publisher_id
1771685725364000,1771685725212000,0,6620172,0.12452694,0.103337854,-0.07104851,12.367069,4.5352444e-05,0
1771685725420000,1771685725264000,0,6620172,0.124072105,0.10340488,-0.053939782,12.3671665,2.6140006e-05,0
1771685725468000,1771685725316000,0,6620172,0.12348638,0.103337854,-0.069506675,12.367069,4.3405395e-05,0
1771685725524000,1771685725368000,0,6620172,0.12272713,0.10340488,-0.09003911,12.3671665,7.283661e-05,0
1771685725572000,1771685725420000,0,6620172,0.12195524,0.103337854,-0.0915992,12.367069,7.538313e-05,0
1771685725628000,1771685725472000,0,6620172,0.12045543,0.10340488,-0.17786345,12.3671665,0.000284224,0
1771685725676000,1771685725524000,0,6620172,0.11954837,0.103337854,-0.107638046,12.367069,0.00010409319,0
1771685725732000,1771685725576000,0,6620172,0.119028464,0.10340488,-0.061656527,12.3671665,3.4154302e-05,0
1771685725780000,1771685725628000,0,6620172,0.118064255,0.103337854,-0.11442031,12.367069,0.00011762427,0
1771685725836000,1771685725680000,0,6620172,0.11681496,0.10340488,-0.14815459,12.3671665,0.0001972048,0
1771685725884000,1771685725732000,0,6620172,0.116080284,0.103337854,-0.087182395,12.367069,6.828862e-05,0
1771685725940000,1771685725784000,0,6620172,0.114942424,0.10340488,-0.13494015,12.3671665,0.00016359486,0
1771685725988000,1771685725836000,0,6620172,0.114002615,0.103337854,-0.111524455,12.367069,0.00011174573,0
1771685726044000,1771685725888000,0,6620172,0.112701364,0.10340488,-0.15431634,12.3671665,0.0002139494,0
1771685726092000,1771685725940000,0,6620172,0.1117195,0.103337854,-0.11651606,12.367069,0.000121972604,0
1771685726148000,1771685725992000,0,6620172,0.110418715,0.10340488,-0.154261,12.3671665,0.00021379598,0
1771685726196000,1771685726044000,0,6620172,0.10900321,0.103337854,-0.16797486,12.367069,0.00025350077,0
1771685726252000,1771685726096000,0,6620172,0.10806321,0.10340488,-0.11147513,12.3671665,0.000111646026,0
1771685726300000,1771685726148000,0,6620172,0.106531516,0.103337854,-0.18176317,12.367069,0.0002968264,0
1771685726356000,1771685726200000,0,6620172,0.10555781,0.10340488,-0.115473166,12.3671665,0.00011979796,0
1771685726404000,1771685726252000,0,6620172,0.10426839,0.103337854,-0.15301263,12.367069,0.00021035135,0
1771685726460000,1771685726304000,0,6620172,0.103216745,0.10340488,-0.124715164,12.3671665,0.00013974163,0
1771685726508000,1771685726356000,0,6620172,0.1021659,0.103337854,-0.12470112,12.367069,0.00013971126,0
1771685726564000,1771685726408000,0,6620172,0.101149485,0.10340488,-0.12053748,12.3671665,0.00013053637,0
1771685726612000,1771685726460000,0,6620172,0.1000528,0.103337854,-0.13014118,12.367069,0.0001521669,0
1771685726668000,1771685726512000,0,6620172,0.098795064,0.10340488,-0.14915559,12.3671665,0.00019987862,0
1771685726716000,1771685726564000,0,6620172,0.09793501,0.103337854,-0.102060445,12.367069,9.3584866e-05,0
1771685726772000,1771685726616000,0,6620172,0.096992105,0.10340488,-0.11182051,12.3671665,0.00011233892,0
1771685726820000,1771685726668000,0,6620172,0.0958533,0.103337854,-0.13513908,12.367069,0.00016407885,0
1771685726876000,1771685726720000,0,6620172,0.09511013,0.10340488,-0.08813235,12.3671665,6.978434e-05,0
1771685726924000,1771685726772000,0,6620172,0.09420887,0.103337854,-0.10695095,12.367069,0.00010276851,0
1771685726980000,1771685726824000,0,6620172,0.09350427,0.10340488,-0.08355823,12.3671665,6.272863e-05,0
1771685727028000,1771685726876000,0,6620172,0.09260214,0.103337854,-0.10705408,12.367069,0.00010296678,0
1771685727084000,1771685726928000,0,6620172,0.09181666,0.10340488,-0.09315146,12.3671665,7.795906e-05,0
1771685727132000,1771685726980000,0,6620172,0.0910725,0.103337854,-0.088307135,12.367069,7.0061964e-05,0
1771685727188000,1771685727032000,0,6620172,0.08997027,0.10340488,-0.13071483,12.3671665,0.00015351013,0
1771685727236000,1771685727084000,0,6620172,0.08899299,0.103337854,-0.115971245,12.367069,0.000120834615,0
1771685727292000,1771685727136000,0,6620172,0.087741286,0.10340488,-0.14844123,12.3671665,0.00019796862,0
1771685727340000,1771685727188000,0,6620172,0.08665524,0.103337854,-0.12887898,12.367069,0.00014922957,0
1771685727396000,1771685727240000,0,6620172,0.08541527,0.10340488,-0.14704952,12.3671665,0.00019427392,0
1771685727444000,1771685727292000,0,6620172,0.08430381,0.103337854,-0.13189355,12.367069,0.00015629239,0
1771685727500000,1771685727344000,0,6620172,0.08323755,0.10340488,-0.12644859,12.3671665,0.00014365319,0
1771685727548000,1771685727396000,0,6620172,0.08245537,0.103337854,-0.09282007,12.367069,7.740598e-05,0
1771685727604000,1771685727448000,0,6620172,0.08155652,0.10340488,-0.10659477,12.3671665,0.000102084334,0
1771685727652000,1771685727500000,0,6620172,0.08014661,0.103337854,-0.16731092,12.367069,0.00025150075,0
1771685727708000,1771685727552000,0,6620172,0.07921757,0.10340488,-0.11017591,12.3671665,0.00010905876,0
1771685727756000,1771685727604000,0,6620172,0.07833142,0.103337854,-0.10515751,12.367069,9.935078e-05,0
1771685727812000,1771685727656000,0,6620172,0.077246815,0.10340488,-0.12862438,12.3671665,0.00014863937,0
1771685727860000,1771685727708000,0,6620172,0.075968884,0.103337854,-0.15164867,12.367069,0.0002066179,0
1771685727916000,1771685727760000,0,6620172,0.075131685,0.10340488,-0.09928431,12.3671665,8.8562236e-05,0
1771685727964000,1771685727812000,0,6620172,0.07457519,0.103337854,-0.066037446,12.367069,3.9180617e-05,0
1771685728020000,1771685727864000,0,6620172,0.07342267,0.10340488,-0.13667846,12.3671665,0.00016783689,0
1771685728068000,1771685727916000,0,6620172,0.07223689,0.103337854,-0.14071393,12.367069,0.00017789548,0
1771685728124000,1771685727968000,0,6620172,0.07136991,0.10340488,-0.1028155,12.3671665,9.497395e-05,0
1771685728172000,1771685728020000,0,6620172,0.070623696,0.103337854,-0.088551305,12.367069,7.044995e-05,0
1771685728228000,1771685728072000,0,6620172,0.069399245,0.10340488,-0.14520866,12.3671665,0.00018944028,0
1771685728276000,1771685728124000,0,6620172,0.06829829,0.103337854,-0.13064802,12.367069,0.00015335444,0
1771685728332000,1771685728176000,0,6620172,0.06739505,0.10340488,-0.10711665,12.3671665,0.000103086364,0
1771685728380000,1771685728228000,0,6620172,0.066573545,0.103337854,-0.09748538,12.367069,8.538266e-05,0
1771685728436000,1771685728280000,0,6620172,0.06583178,0.10340488,-0.08796637,12.3671665,6.952174e-05,0
1771685728484000,1771685728332000,0,6620172,0.06497356,0.103337854,-0.10184252,12.367069,9.318564e-05,0
1771685728540000,1771685728384000,0,6620172,0.06391873,0.10340488,-0.12509319,12.3671665,0.00014059007,0
1771685728588000,1771685728436000,0,6620172,0.06326617,0.103337854,-0.07743802,12.367069,5.3876476e-05,0
1771685728644000,1771685728488000,0,6620172,0.062177878,0.10340488,-0.12906207,12.3671665,0.00014965271,0
1771685728692000,1771685728540000,0,6620172,0.061017163,0.103337854,-0.1377394,12.367069,0.00017045396,0
1771685728748000,1771685728592000,0,6620172,0.060057458,0.10340488,-0.11381257,12.3671665,0.00011637717,0
1771685728796000,1771685728644000,0,6620172,0.05871119,0.103337854,-0.15975839,12.367069,0.00022930739,0
1771685728852000,1771685728696000,0,6620172,0.058007933,0.10340488,-0.08339991,12.3671665,6.249113e-05,0
1771685728900000,1771685728748000,0,6620172,0.056955393,0.103337854,-0.124902464,12.367069,0.00014016278,0
1771685728956000,1771685728800000,0,6620172,0.055868845,0.10340488,-0.12885481,12.3671665,0.00014917244,0
1771685729004000,1771685728852000,0,6620172,0.054948,0.103337854,-0.10927461,12.367069,0.00010728259,0
1771685729060000,1771685728904000,0,6620172,0.053596593,0.10340488,-0.16026416,12.3671665,0.00023075979,0
1771685729108000,1771685728956000,0,6620172,0.05257454,0.103337854,-0.12128458,12.367069,0.00013216057,0
1771685729164000,1771685729008000,0,6620172,0.05167702,0.10340488,-0.10643807,12.3671665,0.00010178442,0
1771685729212000,1771685729060000,0,6620172,0.050548214,0.103337854,-0.13395241,12.367069,0.00016120993,0
1771685729268000,1771685729112000,0,6620172,0.04985898,0.10340488,-0.081737176,12.3671665,6.0024224e-05,0
1771685729316000,1771685729164000,0,6620172,0.048779186,0.103337854,-0.12813658,12.367069,0.00014751525,0
1771685729372000,1771685729216000,0,6620172,0.04813832,0.10340488,-0.07600087,12.3671665,5.1894865e-05,0
1771685729420000,1771685729268000,0,6620172,0.047459807,0.103337854,-0.08051747,12.367069,5.8246653e-05,0
1771685729476000,1771685729320000,0,6620172,0.046732794,0.10340488,-0.086217135,12.3671665,6.678431e-05,0
1771685729524000,1771685729372000,0,6620172,0.04571509,0.103337854,-0.12076844,12.367069,0.00013103812,0
1771685729580000,1771685729424000,0,6620172,0.04478637,0.10340488,-0.1101377,12.3671665,0.00010898314,0
1771685729628000,1771685729476000,0,6620172,0.04390208,0.103337854,-0.10493652,12.367069,9.893365e-05,0
1771685729684000,1771685729528000,0,6620172,0.043110885,0.10340488,-0.09382884,12.3671665,7.9097e-05,0
1771685729732000,1771685729580000,0,6620172,0.04193417,0.103337854,-0.13963798,12.367069,0.00017518537,0
1771685729788000,1771685729632000,0,6620172,0.041559722,0.10340488,-0.044406094,12.3671665,1.7716276e-05,0
1771685729836000,1771685729684000,0,6620172,0.041033342,0.103337854,-0.062464263,12.367069,3.505532e-05,0
1771685729892000,1771685729736000,0,6620172,0.04034894,0.10340488,-0.08116396,12.3671665,5.9185284e-05,0
1771685729940000,1771685729788000,0,6620172,0.039750468,0.103337854,-0.071019106,12.367069,4.5314908e-05,0
1771685729996000,1771685729840000,0,6620172,0.039066333,0.10340488,-0.08113231,12.3671665,5.9139133e-05,0
1771685730044000,1771685729892000,0,6620172,0.038548622,0.103337854,-0.061435718,12.367069,3.3910375e-05,0
1771685730100000,1771685729944000,0,6620172,0.038338337,0.10340488,-0.024937782,12.3671665,5.5873124e-06,0
1771685730148000,1771685729996000,0,6620172,0.03797926,0.103337854,-0.042610798,12.367069,1.6312857e-05,0
1771685730204000,1771685730048000,0,6620172,0.03745391,0.10340488,-0.06230177,12.3671665,3.48729e-05,0
1771685730252000,1771685730100000,0,6620172,0.036828656,0.103337854,-0.07419707,12.367069,4.9461152e-05,0
1771685730308000,1771685730152000,0,6620172,0.036273893,0.10340488,-0.06578983,12.3671665,3.8887036e-05,0
1771685730356000,1771685730204000,0,6620172,0.036019906,0.103337854,-0.03013986,12.367069,8.16156e-06,0
1771685730412000,1771685730256000,0,6620172,0.035954207,0.10340488,-0.0077911466,12.3671665,5.453685e-07,0
1771685730460000,1771685730308000,0,6620172,0.035682857,0.103337854,-0.032200545,12.367069,9.315735e-06,0
1771685730516000,1771685730360000,0,6620172,0.03509195,0.10340488,-0.07007617,12.3671665,4.4119235e-05,0
1771685730564000,1771685730412000,0,6620172,0.034665335,0.103337854,-0.0506254,12.367069,2.3026485e-05,0
1771685730620000,1771685730464000,0,6620172,0.033809975,0.10340488,-0.10143779,12.3671665,9.244573e-05,0
1771685730668000,1771685730516000,0,6620172,0.033410877,0.103337854,-0.04735978,12.367069,2.0151623e-05,0
1771685730724000,1771685730568000,0,6620172,0.033063266,0.10340488,-0.041223377,12.3671665,1.526773e-05,0
1771685730772000,1771685730620000,0,6620172,0.0327417,0.103337854,-0.038159702,12.367069,1.3082799e-05,0
1771685730828000,1771685730672000,0,6620172,0.032632876,0.10340488,-0.012905274,12.3671665,1.4963105e-06,0
1771685730876000,1771685730724000,0,6620172,0.03188495,0.103337854,-0.0887547,12.367069,7.0773945e-05,0
1771685730932000,1771685730776000,0,6620172,0.03167321,0.10340488,-0.025110047,12.3671665,5.664771e-06,0
1771685730980000,1771685730828000,0,6620172,0.031822145,0.103337854,0.017673712,12.367069,2.8063785e-06,0
1771685731036000,1771685730880000,0,6620172,0.031520355,0.10340488,-0.03578943,12.3671665,1.1507921e-05,0
1771685731084000,1771685730932000,0,6620172,0.031912316,0.103337854,0.04651309,12.367069,1.9437532e-05,0
1771685731140000,1771685730984000,0,6620172,0.0317881,0.10340488,-0.014730919,12.3671665,1.9496065e-06,0
1771685731188000,1771685731036000,0,6620172,0.031866115,0.103337854,0.009258043,12.367069,7.700681e-07,0
1771685731244000,1771685731088000,0,6620172,0.032330554,0.10340488,0.055078465,12.3671665,2.7255299e-05,0
1771685731292000,1771685731140000,0,6620172,0.03235231,0.103337854,0.0025815554,12.367069,5.9876115e-08,0
1771685731348000,1771685731192000,0,6620172,0.032242395,0.10340488,-0.013034683,12.3671665,1.5264698e-06,0
1771685731396000,1771685731244000,0,6620172,0.032324813,0.103337854,0.00978031,12.367069,8.594012e-07,0
1771685731452000,1771685731296000,0,6620172,0.031832475,0.10340488,-0.058386825,12.3671665,3.0627885e-05,0
1771685731500000,1771685731348000,0,6620172,0.03224418,0.103337854,0.048856,12.367069,2.1445027e-05,0
1771685731556000,1771685731400000,0,6620172,0.032352626,0.10340488,0.012860801,12.3671665,1.4860154e-06,0
1771685731604000,1771685731452000,0,6620172,0.03217,0.103337854,-0.021671474,12.367069,4.2195643e-06,0
1771685731660000,1771685731504000,0,6620172,0.0321993,0.10340488,0.0034745298,12.3671665,1.08462444e-07,0
1771685731708000,1771685731556000,0,6620172,0.03240552,0.103337854,0.024471842,12.367069,5.380517e-06,0
1771685731764000,1771685731608000,0,6620172,0.03285409,0.10340488,0.053196285,12.3671665,2.5424353e-05,0
1771685731812000,1771685731660000,0,6620172,0.03295836,0.103337854,0.012372959,12.367069,1.375428e-06,0
1771685731868000,1771685731712000,0,6620172,0.032945756,0.10340488,-0.0014947355,12.3671665,2.0073172e-08,0
