timestamp,pub_timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,publisher_id,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
1771685724788000,0,4e+06,1.0,26488.049,0.0,350938,0,118.5259,1848,213,0,0,0,0.11525974,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685725740000,0,4e+06,1.0,25714.145,0.0,351371,0,254.98009,1858,213,0,0,0,0.114639394,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685726736000,0,4e+06,1.0,27611.555,0.0,351812,0,281.87253,1860,213,0,0,0,0.11451613,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685727736000,0,4e+06,1.0,26535.857,0.0,352252,0,46.81275,1863,213,0,0,0,0.11433172,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685728732000,0,4e+06,1.0,26736.057,0.0,352690,0,64.741035,1865,213,0,0,0,0.114209116,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685729732000,0,4e+06,1.0,26455.18,0.0,353126,0,46.81275,1866,213,0,0,0,0.11414791,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685729736000,0,4e+06,1.0,26455.18,0.0,353128,0,46.81275,1867,213,0,0,0,0.11408677,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685730736000,0,4e+06,1.0,26635.459,0.0,353568,0,46.81275,1869,213,0,0,0,0.113964684,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685731728000,0,4e+06,1.0,26627.49,0.0,353999,0,46.81275,1871,213,0,0,0,0.11384287,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685732728000,0,4e+06,1.0,26725.1,0.0,354439,0,46.81275,1874,213,0,0,0,0.11366062,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685733728000,0,4e+06,1.0,26736.057,0.0,354877,0,64.741035,1876,213,0,0,0,0.11353944,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685734728000,0,4e+06,1.0,26719.125,0.0,355316,0,46.81275,1878,213,0,0,0,0.11341853,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685735716000,0,4e+06,1.0,26411.355,0.0,355751,0,46.81275,1880,213,0,0,0,0.11329787,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685736672000,0,4e+06,1.0,26794.822,0.0,356169,0,46.81275,1882,213,0,0,0,0.11317747,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685737656000,0,4e+06,1.0,26508.965,0.0,356600,0,46.81275,1885,213,0,0,0,0.112997346,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685738656000,0,4e+06,1.0,26648.406,0.0,357039,0,64.741035,1887,213,0,0,0,0.112877585,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685739656000,0,4e+06,1.0,26468.129,0.0,357477,0,46.81275,1889,213,0,0,0,0.11275807,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685740656000,0,4e+06,1.0,26678.287,0.0,357916,0,46.81275,1891,213,0,0,0,0.112638816,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685741656000,0,4e+06,1.0,26853.586,0.0,358352,0,46.81275,1893,213,0,0,0,0.11251981,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685742636000,0,4e+06,1.0,26675.299,0.0,358786,0,46.81275,1896,213,0,0,0,0.11234177,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685743636000,0,4e+06,1.0,26440.24,0.0,359222,0,64.741035,1897,213,0,0,0,0.11228255,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685743640000,0,4e+06,1.0,26440.24,0.0,359224,0,64.741035,1898,213,0,0,0,0.112223394,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
