timestamp,pub_timestamp,imbalanced_prop_metric,motor_failure_mask,publisher_id,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1771685725408000,1771685725408000,-0.00179038,0,93,0,0,0,0,0,0,0,0
1771685725420000,1771685725420000,-0.0016493655,0,93,0,0,0,0,0,0,0,0
1771685725432000,1771685725432000,-0.0016493655,0,93,0,0,0,0,0,0,0,0
1771685725936000,1771685725936000,-0.0014412239,0,93,0,0,0,0,0,0,0,0
1771685726440000,1771685726440000,-0.0017015988,0,93,0,0,0,0,0,0,0,0
1771685726944000,1771685726944000,-0.0019694918,0,93,0,0,0,0,0,0,0,0
1771685727448000,1771685727448000,-0.0024207216,0,93,0,0,0,0,0,0,0,0
1771685727952000,1771685727952000,-0.0021741579,0,93,0,0,0,0,0,0,0,0
1771685728456000,1771685728456000,-0.0020923025,0,93,0,0,0,0,0,0,0,0
1771685728960000,1771685728960000,-0.0023561984,0,93,0,0,0,0,0,0,0,0
1771685729464000,1771685729464000,-0.004978399,0,93,0,0,0,0,0,0,0,0
1771685729968000,1771685729968000,-0.0089656785,0,93,0,0,0,0,0,0,0,0
1771685730472000,1771685730472000,-0.00841727,0,93,0,0,0,0,0,0,0,0
1771685730976000,1771685730976000,-0.010112619,0,93,0,0,0,0,0,0,0,0
1771685731480000,1771685731480000,-0.010657195,0,93,0,0,0,0,0,0,0,0
1771685731984000,1771685731984000,-0.0095107285,0,93,0,0,0,0,0,0,0,0
1771685732488000,1771685732488000,-0.009506439,0,93,0,0,0,0,0,0,0,0
1771685732992000,1771685732992000,-0.009869288,0,93,0,0,0,0,0,0,0,0
1771685733496000,1771685733496000,-0.009906632,0,93,0,0,0,0,0,0,0,0
1771685734000000,1771685734000000,-0.0100555355,0,93,0,0,0,0,0,0,0,0
1771685734504000,1771685734504000,-0.010011812,0,93,0,0,0,0,0,0,0,0
1771685735008000,1771685735008000,-0.010029709,0,93,0,0,0,0,0,0,0,0
1771685735512000,1771685735512000,-0.010677742,0,93,0,0,0,0,0,0,0,0
1771685736016000,1771685736016000,-0.011294746,0,93,0,0,0,0,0,0,0,0
1771685736520000,1771685736520000,-0.01131939,0,93,0,0,0,0,0,0,0,0
1771685737024000,1771685737024000,-0.011303634,0,93,0,0,0,0,0,0,0,0
1771685737528000,1771685737528000,-0.018616196,0,93,0,0,0,0,0,0,0,0
