timestamp,pub_timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,publisher_id,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1771685724404000,1771685724404000,1908733938,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685725432000,1771685725432000,1908733938,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685763436000,1771685763436000,1908733938,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685784556000,1771685784556000,1908733938,0,105,0,1,2,0,0,96,1,0,0,0,0,0
1771685803116000,1771685803116000,1908733938,0,105,1,1,2,0,0,96,1,0,0,0,0,0
