timestamp,pub_timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],publisher_id,quat_reset_counter
1771685725408000,1771685725408000,1771685725408000,0.9999301,-0.0013939182,0.0014717309,0.011651358,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725412000,1771685725412000,1771685725412000,0.99992985,-0.0013793607,0.0014784611,0.011664551,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725416000,1771685725416000,1771685725416000,0.99992967,-0.0013753158,0.0014739009,0.011691112,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725420000,1771685725420000,1771685725420000,0.9999294,-0.0013888021,0.0014637919,0.011705455,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725424000,1771685725424000,1771685725424000,0.9999294,-0.0014008833,0.0014669911,0.011701687,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725428000,1771685725428000,1771685725428000,0.9999294,-0.0014019054,0.0014809724,0.011697355,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725432000,1771685725432000,1771685725432000,0.9999295,-0.0014012037,0.0014832544,0.011692524,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725436000,1771685725436000,1771685725436000,0.99992967,-0.001403637,0.0014801718,0.011686641,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725440000,1771685725440000,1771685725440000,0.99992967,-0.0014078028,0.0014877211,0.011680228,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725444000,1771685725444000,1771685725444000,0.99992967,-0.0014049772,0.0014900307,0.01167754,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725448000,1771685725448000,1771685725448000,0.9999297,-0.0013923316,0.0014801881,0.011680231,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725452000,1771685725452000,1771685725452000,0.99992967,-0.001390955,0.0014771345,0.011680265,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725456000,1771685725456000,1771685725456000,0.9999296,-0.0014114366,0.0014765421,0.011683316,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725460000,1771685725460000,1771685725460000,0.99992955,-0.0014381296,0.0014615064,0.011694386,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725464000,1771685725464000,1771685725464000,0.99992937,-0.0014515088,0.0014455561,0.011702787,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725468000,1771685725468000,1771685725468000,0.9999293,-0.0014447144,0.0014351665,0.011709555,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725472000,1771685725472000,1771685725472000,0.99992925,-0.0014267641,0.0014275822,0.011724842,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725476000,1771685725476000,1771685725476000,0.999929,-0.0014089626,0.0014327809,0.01174064,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725480000,1771685725480000,1771685725480000,0.99992883,-0.0013923327,0.0014459515,0.011753226,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725484000,1771685725484000,1771685725484000,0.9999288,-0.0013777309,0.0014505781,0.011767427,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725488000,1771685725488000,1771685725488000,0.9999287,-0.0013689455,0.0014497973,0.011772581,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725492000,1771685725492000,1771685725492000,0.99992883,-0.0013602404,0.0014537873,0.011761219,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725496000,1771685725496000,1771685725496000,0.999929,-0.0013488146,0.0014519466,0.011747191,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725500000,1771685725500000,1771685725500000,0.9999291,-0.0013463954,0.0014473515,0.011744363,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725504000,1771685725504000,1771685725504000,0.999929,-0.0013578314,0.0014505828,0.011745826,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725508000,1771685725508000,1771685725508000,0.99992883,-0.001371993,0.0014591085,0.011747285,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725512000,1771685725512000,1771685725512000,0.99992883,-0.0013781277,0.0014650805,0.011759383,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725516000,1771685725516000,1771685725516000,0.9999286,-0.0013778148,0.0014668724,0.011775735,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725520000,1771685725520000,1771685725520000,0.99992853,-0.0013779949,0.0014654322,0.0117805395,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725524000,1771685725524000,1771685725524000,0.99992853,-0.0013866015,0.0014553651,0.01178164,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725528000,1771685725528000,1771685725528000,0.9999284,-0.0013941716,0.0014479844,0.011790188,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725532000,1771685725532000,1771685725532000,0.9999283,-0.0013944033,0.0014508122,0.011799776,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725536000,1771685725536000,1771685725536000,0.9999283,-0.0013983212,0.001448258,0.011800318,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725540000,1771685725540000,1771685725540000,0.9999284,-0.0013924789,0.001430902,0.01179927,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
1771685725544000,1771685725544000,1771685725544000,0.99992824,-0.0013695974,0.00141429,0.011805114,-0.99999636,6.002666e-11,2.9103834e-11,-0.0026828407,160,6
