timestamp,pub_timestamp,defer_failsafes_timeout_s,publisher_id,disable_auto_disarm,defer_failsafes,source_type,source_id
1771685725372000,1771685725372000,0,93,0,0,0,0
1771685725384000,1771685725384000,0,93,0,0,0,0
1771685725396000,1771685725396000,0,93,0,0,0,0
1771685725408000,1771685725408000,0,93,0,0,0,0
1771685725420000,1771685725420000,0,93,0,0,0,0
1771685725432000,1771685725432000,0,93,0,0,0,0
1771685725444000,1771685725444000,0,93,0,0,0,0
1771685725456000,1771685725456000,0,93,0,0,0,0
1771685725468000,1771685725468000,0,93,0,0,0,0
1771685725480000,1771685725480000,0,93,0,0,0,0
1771685725492000,1771685725492000,0,93,0,0,0,0
1771685725504000,1771685725504000,0,93,0,0,0,0
1771685725516000,1771685725516000,0,93,0,0,0,0
1771685725528000,1771685725528000,0,93,0,0,0,0
1771685725540000,1771685725540000,0,93,0,0,0,0
1771685725552000,1771685725552000,0,93,0,0,0,0
1771685725564000,1771685725564000,0,93,0,0,0,0
1771685725576000,1771685725576000,0,93,0,0,0,0
1771685725588000,1771685725588000,0,93,0,0,0,0
1771685725600000,1771685725600000,0,93,0,0,0,0
1771685725612000,1771685725612000,0,93,0,0,0,0
1771685725624000,1771685725624000,0,93,0,0,0,0
1771685725636000,1771685725636000,0,93,0,0,0,0
1771685725648000,1771685725648000,0,93,0,0,0,0
1771685725660000,1771685725660000,0,93,0,0,0,0
1771685725672000,1771685725672000,0,93,0,0,0,0
1771685725684000,1771685725684000,0,93,0,0,0,0
1771685725696000,1771685725696000,0,93,0,0,0,0
1771685725708000,1771685725708000,0,93,0,0,0,0
1771685725720000,1771685725720000,0,93,0,0,0,0
1771685725732000,1771685725732000,0,93,0,0,0,0
1771685725744000,1771685725744000,0,93,0,0,0,0
1771685725756000,1771685725756000,0,93,0,0,0,0
1771685725768000,1771685725768000,0,93,0,0,0,0
1771685725780000,1771685725780000,0,93,0,0,0,0
1771685725792000,1771685725792000,0,93,0,0,0,0
1771685725804000,1771685725804000,0,93,0,0,0,0
1771685725816000,1771685725816000,0,93,0,0,0,0
1771685725828000,1771685725828000,0,93,0,0,0,0
1771685725840000,1771685725840000,0,93,0,0,0,0
1771685725852000,1771685725852000,0,93,0,0,0,0
1771685725864000,1771685725864000,0,93,0,0,0,0
1771685725876000,1771685725876000,0,93,0,0,0,0
1771685725888000,1771685725888000,0,93,0,0,0,0
1771685725900000,1771685725900000,0,93,0,0,0,0
1771685725912000,1771685725912000,0,93,0,0,0,0
1771685725924000,1771685725924000,0,93,0,0,0,0
1771685725936000,1771685725936000,0,93,0,0,0,0
1771685725948000,1771685725948000,0,93,0,0,0,0
1771685725960000,1771685725960000,0,93,0,0,0,0
1771685725972000,1771685725972000,0,93,0,0,0,0
1771685725984000,1771685725984000,0,93,0,0,0,0
1771685725996000,1771685725996000,0,93,0,0,0,0
1771685726008000,1771685726008000,0,93,0,0,0,0
1771685726020000,1771685726020000,0,93,0,0,0,0
1771685726032000,1771685726032000,0,93,0,0,0,0
1771685726044000,1771685726044000,0,93,0,0,0,0
1771685726056000,1771685726056000,0,93,0,0,0,0
1771685726068000,1771685726068000,0,93,0,0,0,0
1771685726080000,1771685726080000,0,93,0,0,0,0
1771685726092000,1771685726092000,0,93,0,0,0,0
1771685726104000,1771685726104000,0,93,0,0,0,0
1771685726116000,1771685726116000,0,93,0,0,0,0
1771685726128000,1771685726128000,0,93,0,0,0,0
1771685726140000,1771685726140000,0,93,0,0,0,0
1771685726152000,1771685726152000,0,93,0,0,0,0
1771685726164000,1771685726164000,0,93,0,0,0,0
1771685726176000,1771685726176000,0,93,0,0,0,0
1771685726188000,1771685726188000,0,93,0,0,0,0
1771685726200000,1771685726200000,0,93,0,0,0,0
1771685726212000,1771685726212000,0,93,0,0,0,0
1771685726224000,1771685726224000,0,93,0,0,0,0
1771685726236000,1771685726236000,0,93,0,0,0,0
1771685726248000,1771685726248000,0,93,0,0,0,0
1771685726260000,1771685726260000,0,93,0,0,0,0
1771685726272000,1771685726272000,0,93,0,0,0,0
1771685726284000,1771685726284000,0,93,0,0,0,0
1771685726296000,1771685726296000,0,93,0,0,0,0
1771685726308000,1771685726308000,0,93,0,0,0,0
1771685726320000,1771685726320000,0,93,0,0,0,0
1771685726332000,1771685726332000,0,93,0,0,0,0
1771685726344000,1771685726344000,0,93,0,0,0,0
1771685726356000,1771685726356000,0,93,0,0,0,0
1771685726368000,1771685726368000,0,93,0,0,0,0
1771685726380000,1771685726380000,0,93,0,0,0,0
1771685726392000,1771685726392000,0,93,0,0,0,0
1771685726404000,1771685726404000,0,93,0,0,0,0
1771685726416000,1771685726416000,0,93,0,0,0,0
1771685726428000,1771685726428000,0,93,0,0,0,0
1771685726440000,1771685726440000,0,93,0,0,0,0
1771685726452000,1771685726452000,0,93,0,0,0,0
1771685726464000,1771685726464000,0,93,0,0,0,0
1771685726476000,1771685726476000,0,93,0,0,0,0
1771685726488000,1771685726488000,0,93,0,0,0,0
1771685726500000,1771685726500000,0,93,0,0,0,0
1771685726512000,1771685726512000,0,93,0,0,0,0
1771685726524000,1771685726524000,0,93,0,0,0,0
1771685726536000,1771685726536000,0,93,0,0,0,0
1771685726548000,1771685726548000,0,93,0,0,0,0
1771685726560000,1771685726560000,0,93,0,0,0,0
1771685726572000,1771685726572000,0,93,0,0,0,0
1771685726584000,1771685726584000,0,93,0,0,0,0
1771685726596000,1771685726596000,0,93,0,0,0,0
1771685726608000,1771685726608000,0,93,0,0,0,0
1771685726620000,1771685726620000,0,93,0,0,0,0
1771685726632000,1771685726632000,0,93,0,0,0,0
1771685726644000,1771685726644000,0,93,0,0,0,0
1771685726656000,1771685726656000,0,93,0,0,0,0
1771685726668000,1771685726668000,0,93,0,0,0,0
1771685726680000,1771685726680000,0,93,0,0,0,0
1771685726692000,1771685726692000,0,93,0,0,0,0
1771685726704000,1771685726704000,0,93,0,0,0,0
1771685726716000,1771685726716000,0,93,0,0,0,0
1771685726728000,1771685726728000,0,93,0,0,0,0
1771685726740000,1771685726740000,0,93,0,0,0,0
1771685726752000,1771685726752000,0,93,0,0,0,0
1771685726764000,1771685726764000,0,93,0,0,0,0
1771685726776000,1771685726776000,0,93,0,0,0,0
1771685726788000,1771685726788000,0,93,0,0,0,0
1771685726800000,1771685726800000,0,93,0,0,0,0
1771685726812000,1771685726812000,0,93,0,0,0,0
1771685726824000,1771685726824000,0,93,0,0,0,0
1771685726836000,1771685726836000,0,93,0,0,0,0
1771685726848000,1771685726848000,0,93,0,0,0,0
1771685726860000,1771685726860000,0,93,0,0,0,0
1771685726872000,1771685726872000,0,93,0,0,0,0
1771685726884000,1771685726884000,0,93,0,0,0,0
1771685726896000,1771685726896000,0,93,0,0,0,0
1771685726908000,1771685726908000,0,93,0,0,0,0
1771685726920000,1771685726920000,0,93,0,0,0,0
1771685726932000,1771685726932000,0,93,0,0,0,0
1771685726944000,1771685726944000,0,93,0,0,0,0
1771685726956000,1771685726956000,0,93,0,0,0,0
1771685726968000,1771685726968000,0,93,0,0,0,0
1771685726980000,1771685726980000,0,93,0,0,0,0
1771685726992000,1771685726992000,0,93,0,0,0,0
1771685727004000,1771685727004000,0,93,0,0,0,0
1771685727016000,1771685727016000,0,93,0,0,0,0
1771685727028000,1771685727028000,0,93,0,0,0,0
1771685727040000,1771685727040000,0,93,0,0,0,0
1771685727052000,1771685727052000,0,93,0,0,0,0
1771685727064000,1771685727064000,0,93,0,0,0,0
1771685727076000,1771685727076000,0,93,0,0,0,0
1771685727088000,1771685727088000,0,93,0,0,0,0
1771685727100000,1771685727100000,0,93,0,0,0,0
1771685727112000,1771685727112000,0,93,0,0,0,0
1771685727124000,1771685727124000,0,93,0,0,0,0
1771685727136000,1771685727136000,0,93,0,0,0,0
1771685727148000,1771685727148000,0,93,0,0,0,0
1771685727160000,1771685727160000,0,93,0,0,0,0
1771685727172000,1771685727172000,0,93,0,0,0,0
1771685727184000,1771685727184000,0,93,0,0,0,0
1771685727196000,1771685727196000,0,93,0,0,0,0
1771685727208000,1771685727208000,0,93,0,0,0,0
1771685727220000,1771685727220000,0,93,0,0,0,0
1771685727232000,1771685727232000,0,93,0,0,0,0
1771685727244000,1771685727244000,0,93,0,0,0,0
1771685727256000,1771685727256000,0,93,0,0,0,0
1771685727268000,1771685727268000,0,93,0,0,0,0
1771685727280000,1771685727280000,0,93,0,0,0,0
1771685727292000,1771685727292000,0,93,0,0,0,0
1771685727304000,1771685727304000,0,93,0,0,0,0
1771685727316000,1771685727316000,0,93,0,0,0,0
1771685727328000,1771685727328000,0,93,0,0,0,0
1771685727340000,1771685727340000,0,93,0,0,0,0
1771685727352000,1771685727352000,0,93,0,0,0,0
1771685727364000,1771685727364000,0,93,0,0,0,0
1771685727376000,1771685727376000,0,93,0,0,0,0
1771685727388000,1771685727388000,0,93,0,0,0,0
1771685727400000,1771685727400000,0,93,0,0,0,0
1771685727412000,1771685727412000,0,93,0,0,0,0
1771685727424000,1771685727424000,0,93,0,0,0,0
1771685727436000,1771685727436000,0,93,0,0,0,0
1771685727448000,1771685727448000,0,93,0,0,0,0
1771685727460000,1771685727460000,0,93,0,0,0,0
1771685727472000,1771685727472000,0,93,0,0,0,0
1771685727484000,1771685727484000,0,93,0,0,0,0
1771685727496000,1771685727496000,0,93,0,0,0,0
1771685727508000,1771685727508000,0,93,0,0,0,0
1771685727520000,1771685727520000,0,93,0,0,0,0
1771685727532000,1771685727532000,0,93,0,0,0,0
1771685727544000,1771685727544000,0,93,0,0,0,0
1771685727556000,1771685727556000,0,93,0,0,0,0
1771685727568000,1771685727568000,0,93,0,0,0,0
1771685727580000,1771685727580000,0,93,0,0,0,0
1771685727592000,1771685727592000,0,93,0,0,0,0
1771685727604000,1771685727604000,0,93,0,0,0,0
1771685727616000,1771685727616000,0,93,0,0,0,0
1771685727628000,1771685727628000,0,93,0,0,0,0
1771685727640000,1771685727640000,0,93,0,0,0,0
1771685727652000,1771685727652000,0,93,0,0,0,0
1771685727664000,1771685727664000,0,93,0,0,0,0
1771685727676000,1771685727676000,0,93,0,0,0,0
1771685727688000,1771685727688000,0,93,0,0,0,0
1771685727700000,1771685727700000,0,93,0,0,0,0
1771685727712000,1771685727712000,0,93,0,0,0,0
1771685727724000,1771685727724000,0,93,0,0,0,0
1771685727736000,1771685727736000,0,93,0,0,0,0
1771685727748000,1771685727748000,0,93,0,0,0,0
1771685727760000,1771685727760000,0,93,0,0,0,0
1771685727772000,1771685727772000,0,93,0,0,0,0
1771685727784000,1771685727784000,0,93,0,0,0,0
1771685727796000,1771685727796000,0,93,0,0,0,0
1771685727808000,1771685727808000,0,93,0,0,0,0
1771685727820000,1771685727820000,0,93,0,0,0,0
1771685727832000,1771685727832000,0,93,0,0,0,0
1771685727844000,1771685727844000,0,93,0,0,0,0
1771685727856000,1771685727856000,0,93,0,0,0,0
1771685727868000,1771685727868000,0,93,0,0,0,0
1771685727880000,1771685727880000,0,93,0,0,0,0
1771685727892000,1771685727892000,0,93,0,0,0,0
1771685727904000,1771685727904000,0,93,0,0,0,0
1771685727916000,1771685727916000,0,93,0,0,0,0
1771685727928000,1771685727928000,0,93,0,0,0,0
1771685727940000,1771685727940000,0,93,0,0,0,0
1771685727952000,1771685727952000,0,93,0,0,0,0
1771685727964000,1771685727964000,0,93,0,0,0,0
1771685727976000,1771685727976000,0,93,0,0,0,0
1771685727988000,1771685727988000,0,93,0,0,0,0
1771685728000000,1771685728000000,0,93,0,0,0,0
1771685728012000,1771685728012000,0,93,0,0,0,0
1771685728024000,1771685728024000,0,93,0,0,0,0
1771685728036000,1771685728036000,0,93,0,0,0,0
1771685728048000,1771685728048000,0,93,0,0,0,0
1771685728060000,1771685728060000,0,93,0,0,0,0
1771685728072000,1771685728072000,0,93,0,0,0,0
1771685728084000,1771685728084000,0,93,0,0,0,0
1771685728096000,1771685728096000,0,93,0,0,0,0
1771685728108000,1771685728108000,0,93,0,0,0,0
1771685728120000,1771685728120000,0,93,0,0,0,0
