timestamp,pub_timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],publisher_id
1771685725404000,1771685725404000,0.0,0.99993217,0.0,0.0,0.011646773,0.0,0.0,-0.001,52
1771685725412000,1771685725412000,0.0,0.999932,0.0,0.0,0.011662536,0.0,0.0,-0.001,52
1771685725420000,1771685725420000,0.0,0.9999315,0.0,0.0,0.0117034465,0.0,0.0,-0.001,52
1771685725428000,1771685725428000,0.0,0.9999316,0.0,0.0,0.011695307,0.0,0.0,-0.001,52
1771685725436000,1771685725436000,0.0,0.9999317,0.0,0.0,0.01168459,0.0,0.0,-0.001,52
1771685725444000,1771685725444000,0.0,0.9999318,0.0,0.0,0.011675473,0.0,0.0,-0.001,52
1771685725452000,1771685725452000,0.0,0.9999318,0.0,0.0,0.011678237,0.0,0.0,-0.001,52
1771685725460000,1771685725460000,0.0,0.99993163,0.0,0.0,0.011692309,0.0,0.0,-0.001,52
1771685725468000,1771685725468000,0.0,0.99993145,0.0,0.0,0.011707505,0.0,0.0,-0.001,52
1771685725476000,1771685725476000,0.0,0.9999311,0.0,0.0,0.011738645,0.0,0.0,-0.001,52
1771685725484000,1771685725484000,0.0,0.9999308,0.0,0.0,0.011765454,0.0,0.0,-0.001,52
1771685725492000,1771685725492000,0.0,0.99993086,0.0,0.0,0.011759267,0.0,0.0,-0.001,52
1771685725500000,1771685725500000,0.0,0.99993104,0.0,0.0,0.011742442,0.0,0.0,-0.001,52
1771685725508000,1771685725508000,0.0,0.999931,0.0,0.0,0.011745307,0.0,0.0,-0.001,52
1771685725516000,1771685725516000,0.0,0.9999307,0.0,0.0,0.01177374,0.0,0.0,-0.001,52
1771685725524000,1771685725524000,0.0,0.9999306,0.0,0.0,0.011779647,0.0,0.0,-0.001,52
1771685725532000,1771685725532000,0.0,0.9999304,0.0,0.0,0.011797778,0.0,0.0,-0.001,52
1771685725540000,1771685725540000,0.0,0.9999304,0.0,0.0,0.011797303,0.0,0.0,-0.001,52
1771685725548000,1771685725548000,0.0,0.9999303,0.0,0.0,0.011801078,0.0,0.0,-0.001,52
1771685725556000,1771685725556000,0.0,0.9999308,0.0,0.0,0.011762246,0.0,0.0,-0.001,52
1771685725564000,1771685725564000,0.0,0.9999309,0.0,0.0,0.011755109,0.0,0.0,-0.001,52
1771685725572000,1771685725572000,0.0,0.9999308,0.0,0.0,0.011762391,0.0,0.0,-0.001,52
1771685725580000,1771685725580000,0.0,0.9999313,0.0,0.0,0.011723802,0.0,0.0,-0.001,52
1771685725588000,1771685725588000,0.0,0.99993163,0.0,0.0,0.011690093,0.0,0.0,-0.001,52
1771685725596000,1771685725596000,0.0,0.9999319,0.0,0.0,0.01166958,0.0,0.0,-0.001,52
1771685725604000,1771685725604000,0.0,0.99993247,0.0,0.0,0.011622433,0.0,0.0,-0.001,52
1771685725612000,1771685725612000,0.0,0.9999325,0.0,0.0,0.011614227,0.0,0.0,-0.001,52
1771685725620000,1771685725620000,0.0,0.99993247,0.0,0.0,0.011619748,0.0,0.0,-0.001,52
1771685725628000,1771685725628000,0.0,0.99993277,0.0,0.0,0.011593931,0.0,0.0,-0.001,52
1771685725636000,1771685725636000,0.0,0.99993265,0.0,0.0,0.011603804,0.0,0.0,-0.001,52
1771685725644000,1771685725644000,0.0,0.99993217,0.0,0.0,0.011647146,0.0,0.0,-0.001,52
1771685725652000,1771685725652000,0.0,0.99993193,0.0,0.0,0.011666552,0.0,0.0,-0.001,52
1771685725660000,1771685725660000,0.0,0.9999321,0.0,0.0,0.011649113,0.0,0.0,-0.001,52
1771685725668000,1771685725668000,0.0,0.999932,0.0,0.0,0.01166248,0.0,0.0,-0.001,52
1771685725676000,1771685725676000,0.0,0.999932,0.0,0.0,0.0116615575,0.0,0.0,-0.001,52
1771685725684000,1771685725684000,0.0,0.99993235,0.0,0.0,0.011632483,0.0,0.0,-0.001,52
1771685725692000,1771685725692000,0.0,0.9999324,0.0,0.0,0.011626863,0.0,0.0,-0.001,52
1771685725700000,1771685725700000,0.0,0.99993217,0.0,0.0,0.011646251,0.0,0.0,-0.001,52
1771685725708000,1771685725708000,0.0,0.999932,0.0,0.0,0.011660696,0.0,0.0,-0.001,52
1771685725716000,1771685725716000,0.0,0.99993175,0.0,0.0,0.011681005,0.0,0.0,-0.001,52
1771685725724000,1771685725724000,0.0,0.99993145,0.0,0.0,0.011705818,0.0,0.0,-0.001,52
1771685725732000,1771685725732000,0.0,0.99993116,0.0,0.0,0.011731431,0.0,0.0,-0.001,52
1771685725740000,1771685725740000,0.0,0.9999316,0.0,0.0,0.011698474,0.0,0.0,-0.001,52
1771685725748000,1771685725748000,0.0,0.99993134,0.0,0.0,0.011715146,0.0,0.0,-0.001,52
1771685725756000,1771685725756000,0.0,0.9999316,0.0,0.0,0.011698311,0.0,0.0,-0.001,52
1771685725764000,1771685725764000,0.0,0.99993193,0.0,0.0,0.0116641335,0.0,0.0,-0.001,52
1771685725772000,1771685725772000,0.0,0.9999326,0.0,0.0,0.011610848,0.0,0.0,-0.001,52
1771685725780000,1771685725780000,0.0,0.99993247,0.0,0.0,0.011620455,0.0,0.0,-0.001,52
1771685725788000,1771685725788000,0.0,0.9999322,0.0,0.0,0.011641322,0.0,0.0,-0.001,52
1771685725796000,1771685725796000,0.0,0.9999326,0.0,0.0,0.011610594,0.0,0.0,-0.001,52
1771685725804000,1771685725804000,0.0,0.99993306,0.0,0.0,0.011570736,0.0,0.0,-0.001,52
1771685725812000,1771685725812000,0.0,0.9999331,0.0,0.0,0.011561995,0.0,0.0,-0.001,52
1771685725820000,1771685725820000,0.0,0.99993277,0.0,0.0,0.011595496,0.0,0.0,-0.001,52
1771685725828000,1771685725828000,0.0,0.99993277,0.0,0.0,0.011595374,0.0,0.0,-0.001,52
1771685725836000,1771685725836000,0.0,0.999933,0.0,0.0,0.01157623,0.0,0.0,-0.001,52
1771685725844000,1771685725844000,0.0,0.9999329,0.0,0.0,0.011583349,0.0,0.0,-0.001,52
1771685725852000,1771685725852000,0.0,0.9999329,0.0,0.0,0.011586266,0.0,0.0,-0.001,52
