timestamp,ping_time,pub_timestamp,ping_sequence,dropped_packets,rtt_ms,system_id,component_id,publisher_id
1771685722564000,1771685722564000,0,79,0,0.0,255,190,0
1771685732564000,1771685732564000,0,80,0,0.0,255,190,0
1771685742564000,1771685742564000,0,81,0,0.0,255,190,0
1771685752564000,1771685752564000,0,82,0,0.0,255,190,0
1771685762564000,1771685762564000,0,83,0,0.0,255,190,0
1771685772564000,1771685772564000,0,84,0,0.0,255,190,0
1771685782564000,1771685782564000,0,85,0,0.0,255,190,0
1771685792564000,1771685792564000,0,86,0,0.0,255,190,0
1771685802564000,1771685802564000,0,87,0,0.0,255,190,0
1771685812572000,1771685812564000,0,88,0,8.0,255,190,0
1771685822564000,1771685822564000,0,89,0,0.0,255,190,0
1771685832564000,1771685832564000,0,90,0,0.0,255,190,0
1771685842564000,1771685842564000,0,91,0,0.0,255,190,0
1771685852568000,1771685852564000,0,92,0,4.0,255,190,0
1771685862564000,1771685862564000,0,93,0,0.0,255,190,0
1771685872564000,1771685872564000,0,94,0,0.0,255,190,0
1771685882564000,1771685882564000,0,95,0,0.0,255,190,0
