timestamp,pub_timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,publisher_id,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1771685725408000,1771685725408000,0.00037995982,-0.0025215868,-0.00017704054,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725416000,1771685725416000,0.0009084216,-0.00079089566,-0.00029491496,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725424000,1771685725424000,0.0048182504,-9.107136e-05,-0.0003863964,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725432000,1771685725432000,0.0015595912,-0.0017539868,-0.00029890143,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725440000,1771685725440000,0.00188329,-0.0007556281,-0.00020281028,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725448000,1771685725448000,-5.820766e-11,0.0,-4.3655746e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725456000,1771685725456000,0.004056169,-7.0990063e-06,-0.0001623319,0.0,0.0,0.0,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725464000,1771685725464000,0.003752748,1.1641532e-10,-4.3655746e-11,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725472000,1771685725472000,-0.0014448006,-5.820766e-11,-2.910383e-11,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725480000,1771685725480000,-0.001678811,-0.0031228703,-0.0004118925,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725488000,1771685725488000,0.0009213644,-0.0006995539,-0.0004804337,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685725496000,1771685725496000,0.0009998415,0.0,-0.00035106073,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
