timestamp,timestamp_sample,pub_timestamp,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],publisher_id,estimator_instance,innovation_rejected,fused
1771685725404000,1771685725252000,0,1771685725252000,0,0.0014560812,0.0013505664,-0.99999803,1.0,1.0,1.0,0.0016015118,0.0016092978,7.0929527e-06,0.0005977478,0.0012409805,-2.031922e-06,1.0000091,1.0000092,1.0,4.103707e-05,4.1437048e-05,8.0495965e-10,3.8830298e-05,8.28219e-05,-1.2130276e-09,0,0,0,1
1771685725412000,1771685725260000,0,1771685725260000,0,0.0014971783,-0.0010228304,-0.9999983,1.0,1.0,1.0,0.0015453578,0.003971317,7.1525574e-06,0.0006126708,0.0012839779,-1.8872844e-06,1.0000091,1.0000092,1.0,3.8209742e-05,0.00025233938,8.1854523e-10,3.8820526e-05,8.549146e-05,-1.1810343e-09,0,0,0,1
1771685725420000,1771685725268000,0,1771685725268000,0,0.006703382,0.0005578657,-0.9999774,1.0,1.0,1.0,-0.0036632025,0.0023750656,-1.3709068e-05,0.0005453342,0.0013011603,-2.0734542e-06,1.0000091,1.0000092,1.0,0.00021470289,9.025416e-05,3.0070169e-09,3.482803e-05,8.556646e-05,-1.2097899e-09,0,0,0,1
1771685725428000,1771685725276000,0,1771685725276000,0,0.003639252,0.004597875,-0.99998283,1.0,1.0,1.0,-0.00060153473,-0.0017464343,-8.46386e-06,0.0005272733,0.0012531667,-2.1740905e-06,1.0000091,1.0000092,1.0,5.789452e-06,4.8800073e-05,1.1461907e-09,3.4188386e-05,8.345045e-05,-1.2087884e-09,0,0,0,1
1771685725436000,1771685725284000,0,1771685725284000,0,0.003320159,0.0029566006,-0.9999901,1.0,1.0,1.0,-0.00032435847,-0.00020578061,-1.6093254e-06,0.00051386177,0.0012301912,-2.1651965e-06,1.0000092,1.0000093,1.0,1.6833192e-06,6.7752427e-07,4.1438852e-11,3.3623477e-05,8.21256e-05,-1.190405e-09,0,0,0,1
1771685725444000,1771685725292000,0,1771685725292000,0,0.0045395102,-0.00124333,-0.9999889,1.0,1.0,1.0,-0.0014962915,0.0038935547,-2.9802322e-06,0.00048220583,0.0012721339,-2.1780318e-06,1.0000091,1.0000092,1.0,3.5821886e-05,0.00024255406,1.4210855e-10,3.252985e-05,8.4652034e-05,-1.1738964e-09,0,0,0,1
1771685725452000,1771685725300000,0,1771685725300000,0,0.00084895344,0.0043691625,-0.9999901,1.0,1.0,1.0,0.002225798,-0.0016770102,-1.6093254e-06,0.00050966395,0.0012256907,-2.1690757e-06,1.0000091,1.0000092,1.0,7.9266116e-05,4.4997396e-05,4.1438852e-11,3.3265853e-05,8.261031e-05,-1.1560625e-09,0,0,0,1
1771685725460000,1771685725308000,0,1771685725308000,0,0.006116264,-0.0013131313,-0.9999804,1.0,1.0,1.0,-0.003053448,0.0040237955,-1.1205673e-05,0.00045355194,0.0012697553,-2.3113844e-06,1.0000091,1.0000092,1.0,0.00014917535,0.0002590525,2.0090738e-09,3.0392763e-05,8.538893e-05,-1.1694957e-09,0,0,0,1
1771685725468000,1771685725316000,0,1771685725316000,0,0.0029417847,0.0018830496,-0.9999938,1.0,1.0,1.0,6.550667e-05,0.00079596427,1.847744e-06,0.00044744098,0.001262294,-2.2458862e-06,1.0000091,1.0000092,1.0,6.865735e-08,1.0136853e-05,5.4626526e-11,2.9915218e-05,8.420386e-05,-1.1502183e-09,0,0,0,1
1771685725476000,1771685725324000,0,1771685725324000,0,0.005208352,0.0025888395,-0.99998313,1.0,1.0,1.0,-0.0022170565,0.000118052354,-8.6426735e-06,0.0004054804,0.0012442744,-2.346623e-06,1.0000091,1.0000092,1.0,7.864472e-05,2.229797e-07,1.1951329e-09,2.8205613e-05,8.288132e-05,-1.1509256e-09,0,0,0,1
