timestamp,pub_timestamp,publisher_id,led_mask,color,mode,num_blinks,priority
1771685723848000,1771685723848000,93,255,1,5,0,0
1771685724412000,1771685724412000,93,255,2,5,0,0
1771685725120000,1771685725120000,93,255,2,6,0,0
1771685725396000,1771685725396000,93,255,2,6,0,0
1771685725408000,1771685725408000,93,255,2,1,0,0
1771685725420000,1771685725420000,93,255,2,1,0,0
1771685784568000,1771685784568000,93,255,2,1,0,0
1771685784568000,1771685784568000,93,255,2,1,0,0
1771685784568000,1771685784568000,93,255,2,1,0,0
1771685803132000,1771685803132000,93,255,2,1,0,0
1771685803156000,1771685803156000,93,255,2,1,0,0
1771685803156000,1771685803156000,93,255,2,1,0,0
1771685803156000,1771685803156000,93,255,2,1,0,0
1771685803156000,1771685803156000,93,255,2,1,0,0
1771685803156000,1771685803156000,93,255,2,1,0,0
1771685803156000,1771685803156000,93,255,2,1,0,0
1771685881132000,1771685881132000,93,255,2,1,0,0
1771685883124000,1771685883124000,93,255,8,5,0,0
1771685883832000,1771685883832000,93,255,2,6,0,0
