timestamp,pub_timestamp,tilt_limit,publisher_id,takeoff_state
1771685725412000,1771685725412000,0.20943952,52,2
1771685726412000,1771685726412000,0.20943952,52,4
1771685729420000,1771685729420000,0.21103951,52,5
1771685729428000,1771685729428000,0.21263951,52,5
1771685729436000,1771685729436000,0.21423951,52,5
1771685729444000,1771685729444000,0.2158395,52,5
1771685729452000,1771685729452000,0.2174395,52,5
1771685729460000,1771685729460000,0.2190395,52,5
1771685729468000,1771685729468000,0.2206395,52,5
1771685729476000,1771685729476000,0.2222395,52,5
1771685729484000,1771685729484000,0.22383949,52,5
1771685729492000,1771685729492000,0.22543949,52,5
1771685729500000,1771685729500000,0.22703949,52,5
1771685729508000,1771685729508000,0.22863948,52,5
1771685729516000,1771685729516000,0.23023948,52,5
1771685729524000,1771685729524000,0.23183948,52,5
1771685729532000,1771685729532000,0.23343948,52,5
1771685729540000,1771685729540000,0.23503947,52,5
1771685729548000,1771685729548000,0.23663947,52,5
1771685729556000,1771685729556000,0.23823947,52,5
1771685729564000,1771685729564000,0.23983946,52,5
1771685729572000,1771685729572000,0.24143946,52,5
1771685729580000,1771685729580000,0.24303946,52,5
1771685729588000,1771685729588000,0.24463946,52,5
1771685729596000,1771685729596000,0.24623945,52,5
1771685729604000,1771685729604000,0.24783945,52,5
1771685729612000,1771685729612000,0.24943945,52,5
1771685729620000,1771685729620000,0.25103945,52,5
1771685729628000,1771685729628000,0.25263944,52,5
1771685729636000,1771685729636000,0.25423944,52,5
1771685729644000,1771685729644000,0.25583944,52,5
1771685729652000,1771685729652000,0.25743943,52,5
1771685729660000,1771685729660000,0.25903943,52,5
1771685729668000,1771685729668000,0.26063943,52,5
1771685729676000,1771685729676000,0.26223943,52,5
1771685729684000,1771685729684000,0.26383942,52,5
1771685729692000,1771685729692000,0.26543942,52,5
1771685729700000,1771685729700000,0.26703942,52,5
1771685729708000,1771685729708000,0.26863942,52,5
1771685729716000,1771685729716000,0.2702394,52,5
1771685729724000,1771685729724000,0.2718394,52,5
1771685729732000,1771685729732000,0.2734394,52,5
1771685729740000,1771685729740000,0.2750394,52,5
1771685729748000,1771685729748000,0.2766394,52,5
1771685729756000,1771685729756000,0.2782394,52,5
1771685729764000,1771685729764000,0.2798394,52,5
1771685729772000,1771685729772000,0.2814394,52,5
1771685729780000,1771685729780000,0.2830394,52,5
1771685729788000,1771685729788000,0.2846394,52,5
1771685729796000,1771685729796000,0.2862394,52,5
1771685729804000,1771685729804000,0.28783938,52,5
1771685729812000,1771685729812000,0.28943938,52,5
1771685729820000,1771685729820000,0.29103938,52,5
1771685729828000,1771685729828000,0.29263937,52,5
1771685729836000,1771685729836000,0.29423937,52,5
1771685729844000,1771685729844000,0.29583937,52,5
1771685729852000,1771685729852000,0.29743937,52,5
1771685729860000,1771685729860000,0.29903936,52,5
1771685729868000,1771685729868000,0.30063936,52,5
1771685729876000,1771685729876000,0.30223936,52,5
1771685729884000,1771685729884000,0.30383936,52,5
1771685729892000,1771685729892000,0.30543935,52,5
1771685729900000,1771685729900000,0.30703935,52,5
1771685729908000,1771685729908000,0.30863935,52,5
1771685729916000,1771685729916000,0.31023934,52,5
1771685729924000,1771685729924000,0.31183934,52,5
1771685729932000,1771685729932000,0.31343934,52,5
1771685729940000,1771685729940000,0.31503934,52,5
1771685729948000,1771685729948000,0.31663933,52,5
1771685729956000,1771685729956000,0.31823933,52,5
1771685729964000,1771685729964000,0.31983933,52,5
1771685729972000,1771685729972000,0.32143933,52,5
1771685729980000,1771685729980000,0.32303932,52,5
1771685729988000,1771685729988000,0.32463932,52,5
1771685729996000,1771685729996000,0.32623932,52,5
1771685730004000,1771685730004000,0.32783931,52,5
1771685730012000,1771685730012000,0.3294393,52,5
1771685730020000,1771685730020000,0.3310393,52,5
1771685730028000,1771685730028000,0.3326393,52,5
1771685730036000,1771685730036000,0.3342393,52,5
1771685730044000,1771685730044000,0.3358393,52,5
1771685730052000,1771685730052000,0.3374393,52,5
1771685730060000,1771685730060000,0.3390393,52,5
1771685730068000,1771685730068000,0.3406393,52,5
1771685730076000,1771685730076000,0.3422393,52,5
1771685730084000,1771685730084000,0.3438393,52,5
1771685730092000,1771685730092000,0.34543929,52,5
1771685730100000,1771685730100000,0.34703928,52,5
1771685730108000,1771685730108000,0.34863928,52,5
