timestamp,pub_timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],publisher_id,gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1771685725260000,1771685725260000,1771685725108000,1310988,1.295721e-05,-9.68401e-05,-7.3885334e-05,0.15,1.4706305e-07,1.4694756e-07,3.1145123e-07,1310988,-0.01003982,0.00702364,0.009776556,0.4,4.9077276e-05,5.497645e-05,8.579818e-06,197388,0.00037183103,-0.0005774481,-0.00024389161,0.5,1.245804e-06,1.5828592e-06,5.0121544e-05,160,1,1,1,1,1,1
1771685726260000,1771685726260000,1771685726108000,1310988,-1.027675e-06,-9.407162e-05,-6.10532e-05,0.15,1.4695588e-07,1.4684275e-07,3.102095e-07,1310988,-0.010032313,0.0070172744,0.009734031,0.4,4.914711e-05,5.504395e-05,8.580548e-06,197388,0.00037154803,-0.0005807295,-0.00024686646,0.5,1.2435828e-06,1.5824465e-06,5.0119448e-05,160,1,1,1,1,1,1
1771685727260000,1771685727260000,1771685727108000,1310988,-1.3061925e-05,-9.067903e-05,-5.6603636e-05,0.15,1.4686219e-07,1.4674524e-07,3.085809e-07,1310988,-0.010028186,0.0070127184,0.009663822,0.4,4.9216873e-05,5.511117e-05,8.581298e-06,197388,0.00037432357,-0.00058233656,-0.00024324008,0.5,1.2412467e-06,1.5820216e-06,5.0117327e-05,160,1,1,1,1,1,1
1771685728260000,1771685728260000,1771685728108000,1310988,-2.1738579e-05,-9.068541e-05,-5.038025e-05,0.15,1.4694325e-07,1.4691078e-07,3.0868478e-07,1310988,-0.010021838,0.007012838,0.009580597,0.4,4.928671e-05,5.5182354e-05,8.578363e-06,197388,0.00037779065,-0.0005840036,-0.00024167835,0.5,1.238953e-06,1.5816906e-06,5.0115315e-05,160,1,0,1,0,1,0
1771685729260000,1771685729260000,1771685729108000,1310988,-1.854604e-05,-8.8665896e-05,-4.1456395e-05,0.15,1.4746362e-07,1.4749914e-07,3.0920086e-07,1310988,-0.0100197885,0.007012887,0.009505443,0.4,4.93565e-05,5.525415e-05,8.579098e-06,197388,0.0003767283,-0.00058607495,-0.00023963652,0.5,1.2367058e-06,1.581384e-06,5.0113435e-05,160,1,0,1,0,1,0
1771685730260000,1771685730260000,1771685730108000,1310988,-5.3373274e-06,-9.127019e-05,-3.6537847e-05,0.15,1.4764362e-07,1.4771781e-07,3.1016253e-07,1310988,-0.010006207,0.007010448,0.009288859,0.4,4.9426148e-05,5.532528e-05,8.579778e-06,197388,0.00037937038,-0.0005873234,-0.00024274443,0.5,1.2346331e-06,1.5811079e-06,5.0111616e-05,160,1,0,1,0,1,0
1771685731260000,1771685731260000,1771685731108000,1310988,3.0411615e-05,-8.68971e-05,-2.6395559e-05,0.15,1.4756489e-07,1.4765187e-07,3.106074e-07,1310988,-0.00999558,0.006990798,0.009106209,0.4,4.949479e-05,5.5394485e-05,8.580521e-06,197388,0.00038265626,-0.0005892602,-0.00024122013,0.5,1.2324234e-06,1.5808199e-06,5.0109684e-05,160,1,0,1,0,1,0
1771685731500000,1771685731500000,1771685731348000,1310988,4.0173774e-05,-8.6971726e-05,-2.4928444e-05,0.15,1.4741853e-07,1.4749996e-07,3.1149546e-07,1310988,-0.009995375,0.00698624,0.009087218,0.4,4.9510374e-05,5.5411252e-05,8.579061e-06,197388,0.00019881276,0.00090320816,0.00011143006,0.5,0.0012507753,0.0018190729,0.0012625842,160,1,0,1,0,1,0
1771685731572000,1771685731572000,1771685731420000,1310988,4.257024e-05,-8.676005e-05,-2.4565252e-05,0.15,1.4758356e-07,1.4766181e-07,3.1206173e-07,1310988,-0.009994657,0.0069853216,0.00908294,0.4,4.9515114e-05,5.541636e-05,8.580486e-06,197388,0.0013606339,0.0007489118,0.0007611784,0.5,0.0008347373,0.0017116356,0.0008556256,160,1,0,1,0,1,0
1771685731708000,1771685731708000,1771685731556000,1310988,4.8098973e-05,-8.648435e-05,-2.3752587e-05,0.15,1.4745245e-07,1.475266e-07,3.1312246e-07,1310988,-0.009993743,0.006983314,0.009070606,0.4,4.9524493e-05,5.5425975e-05,8.579037e-06,197388,0.0010802925,0.001437327,-1.7730675e-06,0.5,0.0005020113,0.0016439148,0.000532005,160,1,0,1,0,1,0
