timestamp,pub_timestamp,publisher_id,nav_state,failure
1771685725408000,1771685725408000,96,4,0
1771685725432000,1771685725432000,96,3,0
1771685725936000,1771685725936000,96,3,0
1771685726440000,1771685726440000,96,3,0
1771685726944000,1771685726944000,96,3,0
1771685727448000,1771685727448000,96,3,0
1771685727952000,1771685727952000,96,3,0
1771685728456000,1771685728456000,96,3,0
1771685728960000,1771685728960000,96,3,0
1771685729464000,1771685729464000,96,3,0
1771685729968000,1771685729968000,96,3,0
1771685730472000,1771685730472000,96,3,0
1771685730976000,1771685730976000,96,3,0
1771685731480000,1771685731480000,96,3,0
1771685731984000,1771685731984000,96,3,0
1771685732488000,1771685732488000,96,3,0
1771685732992000,1771685732992000,96,3,0
1771685733496000,1771685733496000,96,3,0
1771685734000000,1771685734000000,96,3,0
1771685734504000,1771685734504000,96,3,0
1771685735008000,1771685735008000,96,3,0
1771685735512000,1771685735512000,96,3,0
1771685736016000,1771685736016000,96,3,0
1771685736520000,1771685736520000,96,3,0
1771685737024000,1771685737024000,96,3,0
1771685737528000,1771685737528000,96,3,0
1771685738032000,1771685738032000,96,3,0
1771685738536000,1771685738536000,96,3,0
1771685739040000,1771685739040000,96,3,0
1771685739544000,1771685739544000,96,3,0
1771685740048000,1771685740048000,96,3,0
1771685740552000,1771685740552000,96,3,0
1771685741056000,1771685741056000,96,3,0
1771685741560000,1771685741560000,96,3,0
1771685742064000,1771685742064000,96,3,0
1771685742568000,1771685742568000,96,3,0
1771685743072000,1771685743072000,96,3,0
1771685743576000,1771685743576000,96,3,0
1771685744080000,1771685744080000,96,3,0
1771685744584000,1771685744584000,96,3,0
1771685745088000,1771685745088000,96,3,0
1771685745592000,1771685745592000,96,3,0
1771685746096000,1771685746096000,96,3,0
1771685746600000,1771685746600000,96,3,0
1771685747104000,1771685747104000,96,3,0
1771685747608000,1771685747608000,96,3,0
1771685748112000,1771685748112000,96,3,0
1771685748616000,1771685748616000,96,3,0
1771685749120000,1771685749120000,96,3,0
1771685749624000,1771685749624000,96,3,0
1771685750128000,1771685750128000,96,3,0
1771685750632000,1771685750632000,96,3,0
1771685751136000,1771685751136000,96,3,0
1771685751640000,1771685751640000,96,3,0
1771685752144000,1771685752144000,96,3,0
1771685752648000,1771685752648000,96,3,0
1771685753152000,1771685753152000,96,3,0
1771685753656000,1771685753656000,96,3,0
1771685754160000,1771685754160000,96,3,0
1771685754664000,1771685754664000,96,3,0
1771685755168000,1771685755168000,96,3,0
1771685755672000,1771685755672000,96,3,0
1771685756176000,1771685756176000,96,3,0
1771685756680000,1771685756680000,96,3,0
1771685757184000,1771685757184000,96,3,0
1771685757688000,1771685757688000,96,3,0
1771685758192000,1771685758192000,96,3,0
1771685758696000,1771685758696000,96,3,0
