timestamp,timestamp_sample,pub_timestamp,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],publisher_id,estimator_instance,innovation_rejected,fused
1771685725396000,1771685725238000,0,1771685725244000,47.397742099999995,8.5455945,0,0.25,0.25,0.010145711,0.0009901369,0.0076114545,0.0017747944,0.25750512,0.25751394,1.5989655e-05,1.5228241e-07,1.5577965e-05,3.3085466e-06,0,0,0,1
1771685725444000,1771685725290000,0,1771685725292000,47.397742199999996,8.5455945,0,0.25,0.25,-0.0013420596,0.00080022786,0.0067680073,0.0016829874,0.2574794,0.25748798,2.798086e-07,9.947876e-08,1.4084117e-05,3.006243e-06,0,0,0,1
1771685725500000,1771685725342000,0,1771685725348000,47.397742099999995,8.5455945,0,0.25,0.25,0.009753061,0.0005458956,0.007049208,0.0015758701,0.25750533,0.25751403,1.477596e-05,4.628905e-08,1.414929e-05,2.7274068e-06,0,0,0,1
1771685725548000,1771685725394000,0,1771685725396000,47.397742199999996,8.5455945,0,0.25,0.25,-0.0017252631,0.00042091112,0.006222627,0.0014670696,0.25747922,0.25748786,4.624113e-07,2.7522255e-08,1.2772825e-05,2.4730698e-06,0,0,0,1
1771685725604000,1771685725446000,0,1771685725452000,47.3977423,8.545594399999999,0,0.25,0.25,-0.012974262,0.007783155,0.004414224,0.0020620632,0.2575051,0.25751385,2.6148062e-05,9.409591e-06,9.106365e-06,3.1265104e-06,0,0,0,1
1771685725652000,1771685725498000,0,1771685725500000,47.397742199999996,8.5455945,0,0.25,0.25,-0.0014532672,-0.00011831506,0.0038614892,0.0018566652,0.25747895,0.25748768,3.2810223e-07,2.174621e-09,8.21761e-06,2.831779e-06,0,0,0,1
1771685725708000,1771685725550000,0,1771685725556000,47.397742199999996,8.5455946,0,0.25,0.25,-0.0014890911,-0.007877566,0.003357449,0.0009396724,0.2575053,0.25751394,3.4444218e-07,9.639252e-06,7.41104e-06,1.6569717e-06,0,0,0,1
1771685725756000,1771685725602000,0,1771685725604000,47.397742199999996,8.545594399999999,0,0.25,0.25,-0.0014315997,0.007363628,0.0029063066,0.0015448277,0.25747916,0.25748777,3.1839127e-07,8.423393e-06,6.682905e-06,2.2943882e-06,0,0,0,1
1771685725812000,1771685725654000,0,1771685725660000,47.397742199999996,8.5455946,0,0.25,0.25,-0.0014788415,-0.008087021,0.002493213,0.00063747953,0.25750503,0.25751376,3.3971722e-07,1.0158667e-05,6.021354e-06,1.1212743e-06,0,0,0,1
1771685725860000,1771685725706000,0,1771685725708000,47.397742099999995,8.5455946,0,0.25,0.25,0.009652943,-0.007886468,0.0031676805,-0.00016550109,0.25747892,0.2574876,1.4475642e-05,9.66204e-06,6.8177724e-06,1.05454774e-07,0,0,0,1
1771685725916000,1771685725758000,0,1771685725764000,47.397742099999995,8.5455945,0,0.25,0.25,0.009261228,-0.00025230777,0.0037417104,-0.00017367853,0.25750524,0.25751385,1.3323278e-05,9.888279e-09,7.43061e-06,9.4589126e-08,0,0,0,1
1771685725964000,1771685725810000,0,1771685725812000,47.397742099999995,8.545594399999999,0,0.25,0.25,0.008928647,0.0072627086,0.004230335,0.0005268508,0.25747907,0.25748762,1.238481e-05,8.1940925e-06,7.89731e-06,8.5758586e-07,0,0,0,1
1771685726020000,1771685725862000,0,1771685725868000,47.397742199999996,8.5455942,0,0.25,0.25,-0.002728261,0.021991113,0.0035748149,0.0025488466,0.257505,0.25751367,1.1562352e-06,7.511975e-05,7.0444394e-06,7.853298e-06,0,0,0,1
1771685726068000,1771685725914000,0,1771685725916000,47.397742099999995,8.545594399999999,0,0.25,0.25,0.008483564,0.006165262,0.004037233,0.0028895235,0.25747886,0.2574875,1.1180855e-05,5.904823e-06,7.434102e-06,7.669745e-06,0,0,0,1
1771685726124000,1771685725966000,0,1771685725972000,47.3977423,8.545594399999999,0,0.25,0.25,-0.014174892,0.005798906,0.0023215981,0.0031635957,0.2575052,0.25751376,3.1211413e-05,5.223381e-06,3.7935822e-06,7.4392906e-06,0,0,0,1
1771685726172000,1771685726018000,0,1771685726020000,47.3977423,8.5455945,0,0.25,0.25,-0.013647682,-0.0019782262,0.0008172456,0.002679221,0.25747904,0.25748754,2.8935827e-05,6.0793303e-07,7.10377e-07,6.6812186e-06,0,0,0,1
1771685726228000,1771685726070000,0,1771685726076000,47.397742199999996,8.5455946,0,0.25,0.25,-0.0022109658,-0.0096578775,0.00053197925,0.0015170305,0.25750497,0.25751358,7.593437e-07,1.4488493e-05,5.71925e-07,4.68697e-06,0,0,0,1
1771685726276000,1771685726122000,0,1771685726124000,47.397742199999996,8.5455945,0,0.25,0.25,-0.0021339522,-0.001918428,0.0002808408,0.0011934004,0.25747883,0.25748745,7.0743715e-07,5.717352e-07,4.5140536e-07,4.1915846e-06,0,0,0,1
