timestamp,timestamp_sample,pub_timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],publisher_id,n_states
1771685725404000,1771685725252000,1771685725404000,0.99993074,-0.0014975256,0.0015115736,0.011570669,-0.0027941915,-0.011569858,-0.032619596,0.0,0.0,-487.96594,1.1555691e-05,-9.616212e-05,-7.479838e-05,-0.010038647,0.007022888,0.009773692,0.21514167,0.009404654,0.42994073,0.0003731017,-0.00057730783,-0.00024437864,0.0,0.0,-487.86594,9.1700595e-06,9.053812e-06,0.00032078475,0.0032163966,0.0032272013,0.0024271945,0.007230884,0.007238709,0.012768252,1.4691473e-07,1.4680107e-07,3.1115007e-07,4.9087328e-05,5.4986172e-05,8.578998e-06,1.423835e-06,3.1849984e-06,5.0292278e-05,1.2454828e-06,1.5827931e-06,5.0121238e-05,1.0,1.0,0.010000001,160,25
1771685725412000,1771685725260000,1771685725412000,0.99993056,-0.0014917867,0.001504075,0.011595152,-0.002908735,-0.011885755,-0.033013217,0.0,0.0,-487.96622,1.1555691e-05,-9.616212e-05,-7.479838e-05,-0.010038647,0.007022888,0.009773692,0.21514167,0.009404654,0.42994073,0.0003731017,-0.00057730783,-0.00024437864,0.0,0.0,-487.8662,9.192199e-06,9.07591e-06,0.00032089255,0.0032405157,0.003251426,0.002435364,0.0072795893,0.0072875596,0.012824873,1.4697873e-07,1.4686508e-07,3.1121408e-07,4.9087903e-05,5.4986747e-05,8.579574e-06,1.423899e-06,3.1850623e-06,5.0292343e-05,1.2454835e-06,1.5827937e-06,5.0121238e-05,1.0,1.0,0.010000001,160,25
1771685725420000,1771685725268000,1771685725420000,0.9999304,-0.001484012,0.001502971,0.011605774,-0.0026173373,-0.012065238,-0.032928426,0.0,0.0,-487.96643,1.1555705e-05,-9.616212e-05,-7.479838e-05,-0.01003864,0.00702289,0.009773563,0.21514167,0.009404654,0.42994073,0.00037310141,-0.0005773079,-0.0002443785,0.0,0.0,-487.86642,9.214361e-06,9.09803e-06,0.00032100047,0.0032646516,0.0032756964,0.002442505,0.007328791,0.0073369085,0.012868392,1.4704274e-07,1.4692908e-07,3.112781e-07,4.9088478e-05,5.4987322e-05,8.580078e-06,1.423963e-06,3.1851262e-06,5.029241e-05,1.2454842e-06,1.5827944e-06,5.0121238e-05,1.0,1.0,0.010000001,160,25
1771685725428000,1771685725276000,1771685725428000,0.9999305,-0.0014432436,0.0015022237,0.011598239,-0.002573239,-0.011926928,-0.033079684,0.0,0.0,-487.9667,1.1555705e-05,-9.616212e-05,-7.479838e-05,-0.01003864,0.00702289,0.009773563,0.21514167,0.009404654,0.42994073,0.00037310141,-0.0005773079,-0.0002443785,0.0,0.0,-487.8667,9.236539e-06,9.120166e-06,0.00032110835,0.003288945,0.003300109,0.0024506764,0.0073784925,0.0073867594,0.012925585,1.4710675e-07,1.4699309e-07,3.113421e-07,4.9089052e-05,5.4987897e-05,8.580654e-06,1.424027e-06,3.18519e-06,5.0292474e-05,1.2454849e-06,1.5827951e-06,5.0121238e-05,1.0,1.0,0.010000001,160,25
1771685725436000,1771685725284000,1771685725436000,0.9999308,-0.0013926711,0.0014818709,0.011583261,-0.0025481433,-0.011910213,-0.033139504,0.0,0.0,-487.96698,1.1555705e-05,-9.616212e-05,-7.479838e-05,-0.01003864,0.00702289,0.009773563,0.21514167,0.009404654,0.42994073,0.00037310141,-0.0005773079,-0.0002443785,0.0,0.0,-487.86697,9.258736e-06,9.142322e-06,0.00032121627,0.0033133328,0.0033246144,0.002458849,0.0074286982,0.007437117,0.012983094,1.4717075e-07,1.470571e-07,3.114061e-07,4.9089627e-05,5.498847e-05,8.58123e-06,1.424091e-06,3.185254e-06,5.029254e-05,1.2454856e-06,1.5827958e-06,5.0121238e-05,1.0,1.0,0.010000001,160,25
1771685725444000,1771685725292000,1771685725444000,0.9999308,-0.001342654,0.0015061587,0.011584981,-0.002321527,-0.011785018,-0.03285929,0.0,0.0,-487.96762,1.0822644e-05,-9.5981566e-05,-7.490743e-05,-0.010038569,0.0070229224,0.009772387,0.21514165,0.009404653,0.42994076,0.00037308212,-0.0005772861,-0.00024439092,0.0,0.0,-487.8676,9.140712e-06,9.0264e-06,0.00032130527,0.0031817083,0.0031920976,0.0024150498,0.0071594296,0.0071669035,0.012684211,1.4684494e-07,1.4673614e-07,3.1146004e-07,4.909019e-05,5.4989046e-05,8.578135e-06,1.4241472e-06,3.1853176e-06,5.0292605e-05,1.245482e-06,1.582796e-06,5.0121238e-05,1.0,1.0,0.010000001,160,25
1771685725452000,1771685725300000,1771685725452000,0.99993104,-0.001363765,0.0015217116,0.011562704,-0.0025861973,-0.011633083,-0.03292837,0.0,0.0,-487.9679,1.0685877e-05,-9.639421e-05,-7.405542e-05,-0.010039603,0.007022477,0.009772391,0.21514057,0.009405009,0.4299419,0.00037227705,-0.00057748565,-0.00024356236,0.0,0.0,-487.8679,9.158746e-06,9.041863e-06,0.00032052427,0.0032046833,0.0032155446,0.0024232175,0.00720706,0.0072148507,0.012740364,1.4689462e-07,1.467793e-07,3.110288e-07,4.9090635e-05,5.4989316e-05,8.578711e-06,1.4239098e-06,3.1849413e-06,5.0292416e-05,1.2453231e-06,1.582769e-06,5.012109e-05,1.0,1.0,0.010000001,160,25
1771685725460000,1771685725308000,1771685725460000,0.99993074,-0.0013729708,0.0015156197,0.011575485,-0.0023384292,-0.011944363,-0.033232138,0.0,0.0,-487.96817,1.0685877e-05,-9.639421e-05,-7.405542e-05,-0.010039603,0.007022477,0.009772391,0.21514057,0.009405009,0.4299419,0.00037227705,-0.00057748565,-0.00024356236,0.0,0.0,-487.86816,9.180877e-06,9.063951e-06,0.00032063198,0.0032287277,0.0032397208,0.0024313866,0.0072555244,0.00726346,0.012796831,1.4695863e-07,1.468433e-07,3.110928e-07,4.909121e-05,5.498989e-05,8.579286e-06,1.4239738e-06,3.1850052e-06,5.029248e-05,1.2453238e-06,1.5827696e-06,5.012109e-05,1.0,1.0,0.010000001,160,25
1771685725468000,1771685725316000,1771685725468000,0.9999305,-0.001356868,0.0014880032,0.011604237,-0.0023421163,-0.012007128,-0.03344398,0.0,0.0,-487.96838,1.0685894e-05,-9.639421e-05,-7.405542e-05,-0.010039595,0.0070224795,0.009772224,0.21514057,0.009405009,0.4299419,0.00037227667,-0.0005774858,-0.00024356217,0.0,0.0,-487.86838,9.203022e-06,9.086055e-06,0.0003207396,0.0032528695,0.0032639776,0.0024385327,0.007304483,0.007312566,0.012840254,1.4702263e-07,1.4690731e-07,3.111568e-07,4.9091785e-05,5.4990465e-05,8.579791e-06,1.4240378e-06,3.185069e-06,5.0292547e-05,1.2453245e-06,1.5827703e-06,5.012109e-05,1.0,1.0,0.010000001,160,25
1771685725476000,1771685725324000,1771685725476000,0.99993,-0.0013707876,0.0014797756,0.011654313,-0.0021672933,-0.012012382,-0.03376271,0.0,0.0,-487.96866,1.0685894e-05,-9.639421e-05,-7.405542e-05,-0.010039595,0.0070224795,0.009772224,0.21514057,0.009405009,0.4299419,0.00037227667,-0.0005774858,-0.00024356217,0.0,0.0,-487.86865,9.225188e-06,9.108178e-06,0.0003208473,0.003277142,0.0032883794,0.0024467036,0.0073539396,0.007362172,0.012897292,1.4708664e-07,1.4697132e-07,3.1122082e-07,4.909236e-05,5.499104e-05,8.580367e-06,1.4241018e-06,3.185133e-06,5.0292612e-05,1.2453252e-06,1.582771e-06,5.012109e-05,1.0,1.0,0.010000001,160,25
