timestamp,pub_timestamp,control_power[0],control_power[1],control_power[2],publisher_id
1771685725268000,1771685725268000,5.284471e-06,6.314547e-06,1.3812151e-07,39
1771685725768000,1771685725768000,7.864856e-06,6.9830908e-06,6.8659716e-08,39
1771685726268000,1771685726268000,6.3934467e-06,4.583125e-06,2.9383234e-08,39
1771685726768000,1771685726768000,1.17022755e-05,6.622713e-06,6.269871e-08,39
1771685727268000,1771685727268000,1.1164903e-05,5.4052553e-06,2.4791436e-07,39
1771685727768000,1771685727768000,1.1275284e-05,6.438822e-06,2.4287252e-07,39
1771685728268000,1771685728268000,7.898153e-06,7.87445e-06,3.9640163e-08,39
1771685728768000,1771685728768000,3.691967e-06,9.708701e-06,1.8645011e-07,39
1771685729268000,1771685729268000,5.337981e-06,1.7944072e-05,2.248228e-07,39
1771685729768000,1771685729768000,5.5865926e-06,8.615209e-06,7.4422026e-08,39
1771685730268000,1771685730268000,5.8888386e-06,1.6840175e-05,3.060918e-08,39
1771685730768000,1771685730768000,4.7286685e-06,6.1425735e-06,1.2992845e-07,39
1771685731268000,1771685731268000,4.8402876e-06,9.278469e-06,4.8954604e-08,39
1771685731768000,1771685731768000,4.00325e-06,5.686873e-06,2.884769e-07,39
1771685732268000,1771685732268000,4.5500606e-06,6.7522624e-06,9.89445e-08,39
1771685732768000,1771685732768000,1.01653895e-05,1.0722743e-05,7.562514e-08,39
1771685733268000,1771685733268000,6.3682164e-06,7.6123847e-06,4.835396e-08,39
1771685733768000,1771685733768000,4.0376403e-06,1.4607628e-05,9.529918e-08,39
1771685734268000,1771685734268000,4.746512e-06,4.554943e-06,2.9365165e-07,39
1771685734768000,1771685734768000,5.737574e-06,8.297085e-06,2.5561675e-07,39
1771685735268000,1771685735268000,5.245955e-06,2.394796e-05,1.3719372e-07,39
1771685735768000,1771685735768000,5.0271874e-06,1.5468218e-05,3.9432388e-07,39
1771685736268000,1771685736268000,5.072789e-06,1.0847323e-05,3.32851e-07,39
1771685736768000,1771685736768000,3.6960341e-06,1.03391585e-05,2.9742958e-07,39
1771685737268000,1771685737268000,5.074076e-06,7.3379597e-06,2.103825e-07,39
