timestamp,pub_timestamp,duration,silence,frequency,publisher_id,tune_id,tune_override,volume
1771685325376000,1771685325376000,0,0,0,93,3,0,20
1771685326180000,1771685326180000,0,0,0,93,0,0,20
1771685326408000,1771685326408000,0,0,0,93,6,0,20
1771685329420000,1771685329420000,0,0,0,93,0,0,20
1771685329420000,1771685329420000,0,0,0,73,0,0,20
1771685519476000,1771685519476000,0,0,0,93,4,0,20
1771685519980000,1771685519980000,0,0,0,93,0,0,20
