timestamp,pub_timestamp,command,result_param2,target_component,publisher_id,result,result_param1,target_system,from_external
1771685326400000,0,511,0,190,0,0,0,245,0
1771685326400000,0,176,0,190,0,0,0,245,0
1771685326408000,1771685326408000,176,0,190,93,0,0,245,0
1771685326408000,1771685326408000,400,0,190,93,0,0,245,0
1771685326412000,0,176,0,190,0,0,0,245,0
1771685326420000,1771685326420000,176,0,190,93,0,0,245,0
1771685437536000,0,176,0,190,0,0,0,245,0
1771685437540000,1771685437540000,176,0,190,93,0,0,245,0
