timestamp,pub_timestamp,imbalanced_prop_metric,motor_failure_mask,publisher_id,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1771685326408000,1771685326408000,-0.0024592727,0,93,0,0,0,0,0,0,0,0
1771685326420000,1771685326420000,-0.0024101709,0,93,0,0,0,0,0,0,0,0
1771685326432000,1771685326432000,-0.0024101709,0,93,0,0,0,0,0,0,0,0
1771685326936000,1771685326936000,-0.0027588604,0,93,0,0,0,0,0,0,0,0
1771685327440000,1771685327440000,-0.002520352,0,93,0,0,0,0,0,0,0,0
1771685327944000,1771685327944000,-0.0023446183,0,93,0,0,0,0,0,0,0,0
1771685328448000,1771685328448000,-0.002081671,0,93,0,0,0,0,0,0,0,0
1771685328952000,1771685328952000,-0.00201494,0,93,0,0,0,0,0,0,0,0
1771685329456000,1771685329456000,-0.001990535,0,93,0,0,0,0,0,0,0,0
1771685329960000,1771685329960000,-0.0017024376,0,93,0,0,0,0,0,0,0,0
1771685330464000,1771685330464000,-0.0040780157,0,93,0,0,0,0,0,0,0,0
1771685330968000,1771685330968000,-0.008460567,0,93,0,0,0,0,0,0,0,0
1771685331472000,1771685331472000,-0.008831913,0,93,0,0,0,0,0,0,0,0
1771685331976000,1771685331976000,-0.010367356,0,93,0,0,0,0,0,0,0,0
1771685332480000,1771685332480000,-0.011474115,0,93,0,0,0,0,0,0,0,0
1771685332984000,1771685332984000,-0.010841428,0,93,0,0,0,0,0,0,0,0
1771685333488000,1771685333488000,-0.010323303,0,93,0,0,0,0,0,0,0,0
1771685333992000,1771685333992000,-0.010630045,0,93,0,0,0,0,0,0,0,0
1771685334496000,1771685334496000,-0.011039305,0,93,0,0,0,0,0,0,0,0
1771685335000000,1771685335000000,-0.010808076,0,93,0,0,0,0,0,0,0,0
1771685335504000,1771685335504000,-0.011341043,0,93,0,0,0,0,0,0,0,0
1771685336008000,1771685336008000,-0.011849139,0,93,0,0,0,0,0,0,0,0
1771685336512000,1771685336512000,-0.0122666545,0,93,0,0,0,0,0,0,0,0
1771685337016000,1771685337016000,-0.012142687,0,93,0,0,0,0,0,0,0,0
1771685337520000,1771685337520000,-0.0113395415,0,93,0,0,0,0,0,0,0,0
1771685338024000,1771685338024000,-0.010935236,0,93,0,0,0,0,0,0,0,0
1771685338528000,1771685338528000,-0.01742488,0,93,0,0,0,0,0,0,0,0
1771685339032000,1771685339032000,-0.026188267,0,93,0,0,0,0,0,0,0,0
1771685339536000,1771685339536000,-0.029861407,0,93,0,0,0,0,0,0,0,0
1771685340040000,1771685340040000,-0.027440237,0,93,0,0,0,0,0,0,0,0
1771685340544000,1771685340544000,-0.026133465,0,93,0,0,0,0,0,0,0,0
1771685341048000,1771685341048000,-0.024930015,0,93,0,0,0,0,0,0,0,0
1771685341552000,1771685341552000,-0.024224112,0,93,0,0,0,0,0,0,0,0
1771685342056000,1771685342056000,-0.024039948,0,93,0,0,0,0,0,0,0,0
1771685342560000,1771685342560000,-0.024131164,0,93,0,0,0,0,0,0,0,0
1771685343064000,1771685343064000,-0.022926956,0,93,0,0,0,0,0,0,0,0
1771685343568000,1771685343568000,-0.020753851,0,93,0,0,0,0,0,0,0,0
1771685344072000,1771685344072000,-0.019801129,0,93,0,0,0,0,0,0,0,0
1771685344576000,1771685344576000,-0.018182766,0,93,0,0,0,0,0,0,0,0
1771685345080000,1771685345080000,-0.016758934,0,93,0,0,0,0,0,0,0,0
1771685345584000,1771685345584000,-0.0160712,0,93,0,0,0,0,0,0,0,0
1771685346088000,1771685346088000,-0.016055841,0,93,0,0,0,0,0,0,0,0
1771685346592000,1771685346592000,-0.01697436,0,93,0,0,0,0,0,0,0,0
1771685347096000,1771685347096000,-0.01755905,0,93,0,0,0,0,0,0,0,0
1771685347600000,1771685347600000,-0.021478618,0,93,0,0,0,0,0,0,0,0
1771685348104000,1771685348104000,-0.020229679,0,93,0,0,0,0,0,0,0,0
1771685348608000,1771685348608000,-0.019292993,0,93,0,0,0,0,0,0,0,0
1771685349112000,1771685349112000,-0.018236324,0,93,0,0,0,0,0,0,0,0
1771685349616000,1771685349616000,-0.017283017,0,93,0,0,0,0,0,0,0,0
1771685350120000,1771685350120000,-0.015759839,0,93,0,0,0,0,0,0,0,0
1771685350624000,1771685350624000,-0.014278558,0,93,0,0,0,0,0,0,0,0
1771685351128000,1771685351128000,-0.013280588,0,93,0,0,0,0,0,0,0,0
1771685351632000,1771685351632000,-0.012362491,0,93,0,0,0,0,0,0,0,0
1771685352136000,1771685352136000,-0.01385835,0,93,0,0,0,0,0,0,0,0
1771685352640000,1771685352640000,-0.015339958,0,93,0,0,0,0,0,0,0,0
1771685353144000,1771685353144000,-0.0140213575,0,93,0,0,0,0,0,0,0,0
1771685353648000,1771685353648000,-0.013138565,0,93,0,0,0,0,0,0,0,0
1771685354152000,1771685354152000,-0.011883762,0,93,0,0,0,0,0,0,0,0
1771685354656000,1771685354656000,-0.012004578,0,93,0,0,0,0,0,0,0,0
1771685355160000,1771685355160000,-0.011316625,0,93,0,0,0,0,0,0,0,0
1771685355664000,1771685355664000,-0.01119406,0,93,0,0,0,0,0,0,0,0
1771685356168000,1771685356168000,-0.010146077,0,93,0,0,0,0,0,0,0,0
1771685356672000,1771685356672000,-0.009234245,0,93,0,0,0,0,0,0,0,0
1771685357176000,1771685357176000,-0.008261804,0,93,0,0,0,0,0,0,0,0
1771685357680000,1771685357680000,-0.0077061024,0,93,0,0,0,0,0,0,0,0
1771685358184000,1771685358184000,-0.007236001,0,93,0,0,0,0,0,0,0,0
1771685358688000,1771685358688000,-0.0061453907,0,93,0,0,0,0,0,0,0,0
1771685359192000,1771685359192000,-0.0059215184,0,93,0,0,0,0,0,0,0,0
1771685359696000,1771685359696000,-0.00554837,0,93,0,0,0,0,0,0,0,0
1771685360200000,1771685360200000,-0.0051893885,0,93,0,0,0,0,0,0,0,0
1771685360704000,1771685360704000,-0.0051772157,0,93,0,0,0,0,0,0,0,0
1771685361208000,1771685361208000,-0.0051049665,0,93,0,0,0,0,0,0,0,0
1771685361712000,1771685361712000,-0.0041824235,0,93,0,0,0,0,0,0,0,0
1771685362216000,1771685362216000,-0.003456824,0,93,0,0,0,0,0,0,0,0
1771685362720000,1771685362720000,-0.0027935065,0,93,0,0,0,0,0,0,0,0
1771685363224000,1771685363224000,-0.0022979535,0,93,0,0,0,0,0,0,0,0
1771685363728000,1771685363728000,-0.0022693917,0,93,0,0,0,0,0,0,0,0
1771685364232000,1771685364232000,-0.002308084,0,93,0,0,0,0,0,0,0,0
1771685364736000,1771685364736000,-0.0022701316,0,93,0,0,0,0,0,0,0,0
1771685365240000,1771685365240000,-0.001959826,0,93,0,0,0,0,0,0,0,0
1771685365744000,1771685365744000,-0.0015202079,0,93,0,0,0,0,0,0,0,0
1771685366248000,1771685366248000,-0.0011345323,0,93,0,0,0,0,0,0,0,0
1771685366752000,1771685366752000,-0.00079886557,0,93,0,0,0,0,0,0,0,0
1771685367256000,1771685367256000,-0.001314263,0,93,0,0,0,0,0,0,0,0
1771685367760000,1771685367760000,-0.0017024054,0,93,0,0,0,0,0,0,0,0
1771685368264000,1771685368264000,-0.0014098823,0,93,0,0,0,0,0,0,0,0
1771685368768000,1771685368768000,-0.0015265493,0,93,0,0,0,0,0,0,0,0
1771685369272000,1771685369272000,-0.0016833743,0,93,0,0,0,0,0,0,0,0
1771685369776000,1771685369776000,-0.0009770298,0,93,0,0,0,0,0,0,0,0
1771685370280000,1771685370280000,-0.000720643,0,93,0,0,0,0,0,0,0,0
1771685370784000,1771685370784000,-0.0006741317,0,93,0,0,0,0,0,0,0,0
1771685371288000,1771685371288000,-0.00084322604,0,93,0,0,0,0,0,0,0,0
1771685371792000,1771685371792000,-0.00075891626,0,93,0,0,0,0,0,0,0,0
1771685372296000,1771685372296000,-0.0004120413,0,93,0,0,0,0,0,0,0,0
1771685372800000,1771685372800000,-0.0005764412,0,93,0,0,0,0,0,0,0,0
1771685373304000,1771685373304000,-0.0011815523,0,93,0,0,0,0,0,0,0,0
1771685373808000,1771685373808000,-0.0013982161,0,93,0,0,0,0,0,0,0,0
1771685374312000,1771685374312000,-0.0016436225,0,93,0,0,0,0,0,0,0,0
1771685374816000,1771685374816000,-0.0017365875,0,93,0,0,0,0,0,0,0,0
1771685375320000,1771685375320000,-0.0015824772,0,93,0,0,0,0,0,0,0,0
1771685375824000,1771685375824000,-0.0015256014,0,93,0,0,0,0,0,0,0,0
1771685376328000,1771685376328000,-0.0013317869,0,93,0,0,0,0,0,0,0,0
1771685376832000,1771685376832000,-0.0012194434,0,93,0,0,0,0,0,0,0,0
1771685377336000,1771685377336000,-0.0010237264,0,93,0,0,0,0,0,0,0,0
1771685377840000,1771685377840000,-0.0013735616,0,93,0,0,0,0,0,0,0,0
1771685378344000,1771685378344000,-0.00081409264,0,93,0,0,0,0,0,0,0,0
1771685378848000,1771685378848000,-0.0005031778,0,93,0,0,0,0,0,0,0,0
1771685379352000,1771685379352000,-0.00032040974,0,93,0,0,0,0,0,0,0,0
1771685379856000,1771685379856000,0.00012470347,0,93,0,0,0,0,0,0,0,0
1771685380360000,1771685380360000,0.00043450238,0,93,0,0,0,0,0,0,0,0
1771685380864000,1771685380864000,0.0007719671,0,93,0,0,0,0,0,0,0,0
1771685381368000,1771685381368000,0.00046783825,0,93,0,0,0,0,0,0,0,0
1771685381872000,1771685381872000,0.00019649533,0,93,0,0,0,0,0,0,0,0
1771685382376000,1771685382376000,-0.00014663421,0,93,0,0,0,0,0,0,0,0
1771685382880000,1771685382880000,-0.0003689182,0,93,0,0,0,0,0,0,0,0
1771685383384000,1771685383384000,-0.000648052,0,93,0,0,0,0,0,0,0,0
1771685383888000,1771685383888000,-0.0008138609,0,93,0,0,0,0,0,0,0,0
1771685384392000,1771685384392000,-0.0010545413,0,93,0,0,0,0,0,0,0,0
1771685384896000,1771685384896000,-0.0010148851,0,93,0,0,0,0,0,0,0,0
1771685385400000,1771685385400000,-0.00045598202,0,93,0,0,0,0,0,0,0,0
1771685385904000,1771685385904000,-0.0005168499,0,93,0,0,0,0,0,0,0,0
1771685386408000,1771685386408000,-0.00089442875,0,93,0,0,0,0,0,0,0,0
1771685386912000,1771685386912000,-0.00062884204,0,93,0,0,0,0,0,0,0,0
1771685387416000,1771685387416000,-0.0008093599,0,93,0,0,0,0,0,0,0,0
1771685387920000,1771685387920000,-0.0011186778,0,93,0,0,0,0,0,0,0,0
1771685388424000,1771685388424000,-0.0006904356,0,93,0,0,0,0,0,0,0,0
1771685388928000,1771685388928000,-0.0005667862,0,93,0,0,0,0,0,0,0,0
1771685389432000,1771685389432000,-0.00013110727,0,93,0,0,0,0,0,0,0,0
1771685389936000,1771685389936000,0.00018102706,0,93,0,0,0,0,0,0,0,0
