timestamp,pub_timestamp,tilt_limit,publisher_id,takeoff_state
1771685326412000,1771685326412000,0.20943952,52,2
1771685327412000,1771685327412000,0.20943952,52,4
1771685330420000,1771685330420000,0.21103951,52,5
1771685330428000,1771685330428000,0.21263951,52,5
1771685330436000,1771685330436000,0.21423951,52,5
1771685330444000,1771685330444000,0.2158395,52,5
1771685330452000,1771685330452000,0.2174395,52,5
1771685330460000,1771685330460000,0.2190395,52,5
1771685330468000,1771685330468000,0.2206395,52,5
1771685330476000,1771685330476000,0.2222395,52,5
1771685330484000,1771685330484000,0.22383949,52,5
1771685330492000,1771685330492000,0.22543949,52,5
1771685330500000,1771685330500000,0.22703949,52,5
1771685330508000,1771685330508000,0.22863948,52,5
1771685330516000,1771685330516000,0.23023948,52,5
1771685330524000,1771685330524000,0.23183948,52,5
1771685330532000,1771685330532000,0.23343948,52,5
1771685330540000,1771685330540000,0.23503947,52,5
1771685330548000,1771685330548000,0.23663947,52,5
1771685330556000,1771685330556000,0.23823947,52,5
1771685330564000,1771685330564000,0.23983946,52,5
1771685330572000,1771685330572000,0.24143946,52,5
1771685330580000,1771685330580000,0.24303946,52,5
1771685330588000,1771685330588000,0.24463946,52,5
1771685330596000,1771685330596000,0.24623945,52,5
1771685330604000,1771685330604000,0.24783945,52,5
1771685330612000,1771685330612000,0.24943945,52,5
1771685330620000,1771685330620000,0.25103945,52,5
1771685330628000,1771685330628000,0.25263944,52,5
1771685330636000,1771685330636000,0.25423944,52,5
1771685330644000,1771685330644000,0.25583944,52,5
1771685330652000,1771685330652000,0.25743943,52,5
1771685330660000,1771685330660000,0.25903943,52,5
1771685330668000,1771685330668000,0.26063943,52,5
1771685330676000,1771685330676000,0.26223943,52,5
1771685330684000,1771685330684000,0.26383942,52,5
1771685330692000,1771685330692000,0.26543942,52,5
1771685330700000,1771685330700000,0.26703942,52,5
1771685330708000,1771685330708000,0.26863942,52,5
1771685330716000,1771685330716000,0.2702394,52,5
1771685330724000,1771685330724000,0.2718394,52,5
1771685330732000,1771685330732000,0.2734394,52,5
1771685330740000,1771685330740000,0.2750394,52,5
1771685330748000,1771685330748000,0.2766394,52,5
1771685330756000,1771685330756000,0.2782394,52,5
1771685330764000,1771685330764000,0.2798394,52,5
1771685330772000,1771685330772000,0.2814394,52,5
1771685330780000,1771685330780000,0.2830394,52,5
1771685330788000,1771685330788000,0.2846394,52,5
1771685330796000,1771685330796000,0.2862394,52,5
1771685330804000,1771685330804000,0.28783938,52,5
1771685330812000,1771685330812000,0.28943938,52,5
1771685330820000,1771685330820000,0.29103938,52,5
1771685330828000,1771685330828000,0.29263937,52,5
1771685330836000,1771685330836000,0.29423937,52,5
1771685330844000,1771685330844000,0.29583937,52,5
1771685330852000,1771685330852000,0.29743937,52,5
1771685330860000,1771685330860000,0.29903936,52,5
1771685330868000,1771685330868000,0.30063936,52,5
1771685330876000,1771685330876000,0.30223936,52,5
1771685330884000,1771685330884000,0.30383936,52,5
1771685330892000,1771685330892000,0.30543935,52,5
1771685330900000,1771685330900000,0.30703935,52,5
1771685330908000,1771685330908000,0.30863935,52,5
1771685330916000,1771685330916000,0.31023934,52,5
1771685330924000,1771685330924000,0.31183934,52,5
1771685330932000,1771685330932000,0.31343934,52,5
1771685330940000,1771685330940000,0.31503934,52,5
1771685330948000,1771685330948000,0.31663933,52,5
1771685330956000,1771685330956000,0.31823933,52,5
1771685330964000,1771685330964000,0.31983933,52,5
1771685330972000,1771685330972000,0.32143933,52,5
1771685330980000,1771685330980000,0.32303932,52,5
1771685330988000,1771685330988000,0.32463932,52,5
1771685330996000,1771685330996000,0.32623932,52,5
1771685331004000,1771685331004000,0.32783931,52,5
1771685331012000,1771685331012000,0.3294393,52,5
1771685331020000,1771685331020000,0.3310393,52,5
1771685331028000,1771685331028000,0.3326393,52,5
1771685331036000,1771685331036000,0.3342393,52,5
1771685331044000,1771685331044000,0.3358393,52,5
1771685331052000,1771685331052000,0.3374393,52,5
1771685331060000,1771685331060000,0.3390393,52,5
1771685331068000,1771685331068000,0.3406393,52,5
1771685331076000,1771685331076000,0.3422393,52,5
1771685331084000,1771685331084000,0.3438393,52,5
1771685331092000,1771685331092000,0.34543929,52,5
1771685331100000,1771685331100000,0.34703928,52,5
1771685331108000,1771685331108000,0.34863928,52,5
1771685331116000,1771685331116000,0.35023928,52,5
1771685331124000,1771685331124000,0.35183927,52,5
1771685331132000,1771685331132000,0.35343927,52,5
1771685331140000,1771685331140000,0.35503927,52,5
1771685331148000,1771685331148000,0.35663927,52,5
1771685331156000,1771685331156000,0.35823926,52,5
1771685331164000,1771685331164000,0.35983926,52,5
1771685331172000,1771685331172000,0.36143926,52,5
1771685331180000,1771685331180000,0.36303926,52,5
1771685331188000,1771685331188000,0.36463925,52,5
1771685331196000,1771685331196000,0.36623925,52,5
1771685331204000,1771685331204000,0.36783925,52,5
1771685331212000,1771685331212000,0.36943924,52,5
1771685331220000,1771685331220000,0.37103924,52,5
1771685331228000,1771685331228000,0.37263924,52,5
1771685331236000,1771685331236000,0.37423924,52,5
1771685331244000,1771685331244000,0.37583923,52,5
1771685331252000,1771685331252000,0.37743923,52,5
1771685331260000,1771685331260000,0.37903923,52,5
1771685331268000,1771685331268000,0.38063923,52,5
1771685331276000,1771685331276000,0.38223922,52,5
1771685331284000,1771685331284000,0.38383922,52,5
1771685331292000,1771685331292000,0.38543922,52,5
1771685331300000,1771685331300000,0.3870392,52,5
1771685331308000,1771685331308000,0.3886392,52,5
1771685331316000,1771685331316000,0.3902392,52,5
1771685331324000,1771685331324000,0.3918392,52,5
1771685331332000,1771685331332000,0.3934392,52,5
1771685331340000,1771685331340000,0.3950392,52,5
1771685331348000,1771685331348000,0.3966392,52,5
1771685331356000,1771685331356000,0.3982392,52,5
1771685331364000,1771685331364000,0.3998392,52,5
1771685331372000,1771685331372000,0.4014392,52,5
1771685331380000,1771685331380000,0.4030392,52,5
1771685331388000,1771685331388000,0.40463918,52,5
1771685331396000,1771685331396000,0.40623918,52,5
1771685331404000,1771685331404000,0.40783918,52,5
1771685331412000,1771685331412000,0.40943918,52,5
1771685331420000,1771685331420000,0.41103917,52,5
1771685331428000,1771685331428000,0.41263917,52,5
1771685331436000,1771685331436000,0.41423917,52,5
1771685331444000,1771685331444000,0.41583917,52,5
1771685331452000,1771685331452000,0.41743916,52,5
1771685331460000,1771685331460000,0.41903916,52,5
1771685331468000,1771685331468000,0.42063916,52,5
1771685331476000,1771685331476000,0.42223915,52,5
1771685331484000,1771685331484000,0.42383915,52,5
1771685331492000,1771685331492000,0.42543915,52,5
1771685331500000,1771685331500000,0.42703915,52,5
1771685331508000,1771685331508000,0.42863914,52,5
1771685331516000,1771685331516000,0.43023914,52,5
1771685331524000,1771685331524000,0.43183914,52,5
1771685331532000,1771685331532000,0.43343914,52,5
1771685331540000,1771685331540000,0.43503913,52,5
1771685331548000,1771685331548000,0.43663913,52,5
1771685331556000,1771685331556000,0.43823913,52,5
1771685331564000,1771685331564000,0.43983912,52,5
1771685331572000,1771685331572000,0.44143912,52,5
1771685331580000,1771685331580000,0.44303912,52,5
1771685331588000,1771685331588000,0.44463912,52,5
1771685331596000,1771685331596000,0.4462391,52,5
1771685331604000,1771685331604000,0.4478391,52,5
1771685331612000,1771685331612000,0.4494391,52,5
1771685331620000,1771685331620000,0.4510391,52,5
1771685331628000,1771685331628000,0.4526391,52,5
1771685331636000,1771685331636000,0.4542391,52,5
1771685331644000,1771685331644000,0.4558391,52,5
1771685331652000,1771685331652000,0.4574391,52,5
1771685331660000,1771685331660000,0.4590391,52,5
1771685331668000,1771685331668000,0.4606391,52,5
1771685331676000,1771685331676000,0.4622391,52,5
1771685331684000,1771685331684000,0.46383908,52,5
1771685331692000,1771685331692000,0.46543908,52,5
1771685331700000,1771685331700000,0.46703908,52,5
1771685331708000,1771685331708000,0.46863908,52,5
1771685331716000,1771685331716000,0.47023907,52,5
1771685331724000,1771685331724000,0.47183907,52,5
1771685331732000,1771685331732000,0.47343907,52,5
1771685331740000,1771685331740000,0.47503906,52,5
1771685331748000,1771685331748000,0.47663906,52,5
1771685331756000,1771685331756000,0.47823906,52,5
1771685331764000,1771685331764000,0.47983906,52,5
1771685331772000,1771685331772000,0.48143905,52,5
1771685331780000,1771685331780000,0.48303905,52,5
1771685331788000,1771685331788000,0.48463905,52,5
1771685331796000,1771685331796000,0.48623905,52,5
1771685331804000,1771685331804000,0.48783904,52,5
1771685331812000,1771685331812000,0.48943904,52,5
1771685331820000,1771685331820000,0.49103904,52,5
1771685331828000,1771685331828000,0.49263903,52,5
1771685331836000,1771685331836000,0.49423903,52,5
1771685331844000,1771685331844000,0.49583903,52,5
1771685331852000,1771685331852000,0.49743903,52,5
1771685331860000,1771685331860000,0.49903902,52,5
1771685331868000,1771685331868000,0.500639,52,5
1771685331876000,1771685331876000,0.50223905,52,5
1771685331884000,1771685331884000,0.5038391,52,5
1771685331892000,1771685331892000,0.5054391,52,5
1771685331900000,1771685331900000,0.5070391,52,5
1771685331908000,1771685331908000,0.50863916,52,5
1771685331916000,1771685331916000,0.5102392,52,5
1771685331924000,1771685331924000,0.5118392,52,5
1771685331932000,1771685331932000,0.51343924,52,5
1771685331940000,1771685331940000,0.51503927,52,5
1771685331948000,1771685331948000,0.5166393,52,5
1771685331956000,1771685331956000,0.5182393,52,5
1771685331964000,1771685331964000,0.51983935,52,5
1771685331972000,1771685331972000,0.5214394,52,5
1771685331980000,1771685331980000,0.5230394,52,5
1771685331988000,1771685331988000,0.5246394,52,5
1771685331996000,1771685331996000,0.52623945,52,5
1771685332004000,1771685332004000,0.5278395,52,5
1771685332012000,1771685332012000,0.5294395,52,5
1771685332020000,1771685332020000,0.53103954,52,5
1771685332028000,1771685332028000,0.53263956,52,5
1771685332036000,1771685332036000,0.5342396,52,5
1771685332044000,1771685332044000,0.5358396,52,5
1771685332052000,1771685332052000,0.53743964,52,5
1771685332060000,1771685332060000,0.5390397,52,5
1771685332068000,1771685332068000,0.5406397,52,5
1771685332076000,1771685332076000,0.5422397,52,5
1771685332084000,1771685332084000,0.54383975,52,5
1771685332092000,1771685332092000,0.5454398,52,5
1771685332100000,1771685332100000,0.5470398,52,5
1771685332108000,1771685332108000,0.54863983,52,5
1771685332116000,1771685332116000,0.55023986,52,5
1771685332124000,1771685332124000,0.5518399,52,5
1771685332132000,1771685332132000,0.5534399,52,5
1771685332140000,1771685332140000,0.55503994,52,5
1771685332148000,1771685332148000,0.55663997,52,5
1771685332156000,1771685332156000,0.55824,52,5
1771685332164000,1771685332164000,0.55984,52,5
1771685332172000,1771685332172000,0.56144005,52,5
1771685332180000,1771685332180000,0.5630401,52,5
