timestamp,timestamp_sample,pub_timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate,publisher_id
1771685326412000,1771685326260000,1771685326412000,0.00028110138,0.014564086,-0.023382291,-0.013928785,0.006788962,0.07199097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047912598,0.0,0.0,0.0,0.0,0.0012152591,0.0012152591,0.00054879766,-0.0013421774,0.003260936,-0.001012707,-1.0669231e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326420000,1771685326268000,1771685326420000,0.00028110138,0.014564086,-0.023382291,-0.013928785,0.006788962,0.07199097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.0012152591,0.0012152591,0.00054879766,-0.0013421774,-0.0031117755,-0.0014756075,3.33786e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326428000,1771685326276000,1771685326428000,0.00028110138,0.014564086,-0.023382291,-0.013928785,0.006788962,0.07199097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,-0.0029307418,-0.00079048274,3.1590462e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326436000,1771685326284000,1771685326436000,0.00028110138,0.014564086,-0.023382291,-0.013928785,0.006788962,0.07199097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,-0.0039298763,-0.0011177631,2.1457672e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326444000,1771685326292000,1771685326444000,0.00028110138,0.014564086,-0.023382291,-0.013928785,0.006788962,0.07199097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,0.0020385927,-0.0008533029,-4.7683716e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326452000,1771685326300000,1771685326452000,0.0002694295,0.014586488,-0.024887718,-0.013618916,0.006879512,0.07662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,0.0017314253,0.00039088866,-5.90086e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326460000,1771685326308000,1771685326460000,0.0002694295,0.014586488,-0.024887718,-0.013618916,0.006879512,0.07662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,0.004938583,0.0010671895,-2.527237e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326468000,1771685326316000,1771685326468000,0.0002694295,0.014586488,-0.024887718,-0.013618916,0.006879512,0.07662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07791138,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,0.0029701125,0.0032790222,-2.270937e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326476000,1771685326324000,1771685326476000,0.0002694295,0.014586488,-0.024887718,-0.013618916,0.006879512,0.07662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079833984,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,0.0018419232,0.0022146471,-1.2636185e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326484000,1771685326332000,1771685326484000,0.0002694295,0.014586488,-0.024887718,-0.013618916,0.006879512,0.07662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079833984,0.0,0.0,0.0,0.0,0.00466276,0.00466276,0.002380549,-0.007761568,-0.0051310975,-0.0034241742,-1.5497208e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326492000,1771685326340000,1771685326492000,0.0002694295,0.014586488,-0.024887718,-0.013618916,0.006879512,0.07662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079833984,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,0.0024845188,-0.003314949,-6.6161156e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326500000,1771685326348000,1771685326500000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079833984,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,0.0061001354,0.000986218,-3.3676624e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326508000,1771685326356000,1771685326508000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079833984,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,0.0035092344,0.00077481684,-1.5497208e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326516000,1771685326364000,1771685326516000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079833984,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,-0.0031465818,-0.0015938343,3.7550926e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326524000,1771685326372000,1771685326524000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,-0.004917491,-0.003479959,-5.364418e-07,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326532000,1771685326380000,1771685326532000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,-0.00026606838,-0.005867568,-4.1127205e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326540000,1771685326388000,1771685326540000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,0.001243927,0.001418978,-7.5101852e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326548000,1771685326396000,1771685326548000,-0.0006218751,0.013931279,-0.025925726,-0.013250274,-0.008250446,0.072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,-0.00034851406,0.006294948,-3.3080578e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326556000,1771685326404000,1771685326556000,-0.00028246976,0.013758314,-0.026303865,-0.012865394,-0.007716544,0.07559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.00048806984,4.4006156e-05,0.00048806984,-5.7578087e-05,0.0019253392,-0.00042282115,-4.9471855e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326564000,1771685326412000,1771685326564000,-0.00028246976,0.013758314,-0.026303865,-0.012865394,-0.007716544,0.07559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.002713324,0.002713324,-0.0042849183,-0.00016272068,-0.0025607166,-0.005000994,-2.3841858e-07,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326572000,1771685326420000,1771685326572000,-0.00028246976,0.013758314,-0.026303865,-0.012865394,-0.007716544,0.07559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10031128,0.0,0.0,0.0,0.0,0.002713324,0.002713324,-0.0042849183,-0.00016272068,0.0010791484,-0.0075900373,-1.6331673e-05,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326580000,1771685326428000,1771685326580000,-0.00028246976,0.013758314,-0.026303865,-0.012865394,-0.007716544,0.07559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13494873,0.0,0.0,0.0,0.0,0.002713324,0.002713324,-0.0042849183,-0.00016272068,0.0023584159,-0.0033576211,-6.6161156e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326588000,1771685326436000,1771685326588000,-0.00028246976,0.013758314,-0.026303865,-0.012865394,-0.007716544,0.07559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13494873,0.0,0.0,0.0,0.0,0.002713324,0.002713324,-0.0042849183,-0.00016272068,-0.001639834,-0.0019021541,3.7550926e-06,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326596000,1771685326444000,1771685326596000,-0.00028246976,0.013758314,-0.026303865,-0.012865394,-0.007716544,0.07559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13494873,0.0,0.0,0.0,0.0,0.002713324,0.002713324,-0.0042849183,-0.00016272068,0.00055969646,-0.0014120612,2.9802322e-07,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326604000,1771685326452000,1771685326604000,-0.00020656551,0.014985513,-0.026808448,-0.012519917,-0.007238221,0.07223511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13494873,0.0,0.0,0.0,0.0,0.002713324,0.002713324,-0.0042849183,-0.00016272068,0.00083697797,-0.00067175215,-9.536743e-07,0.0,0.0,0.0,0.0,0.0,0.0,160
