timestamp,pub_timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro,publisher_id
1771685326316000,1771685326316000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03624839,0.007884561,9.503696e-11,-0.04865018,-0.0013405817,-9.808757,0.00012783159,-0.00025566347,-0.0061572283,0.0011892982,0.00053743215,0.0011408693,6.4973254e-05,3.437747e-05,5.745055e-05,0.0,0.0,126
1771685326416000,1771685326416000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038699463,0.008022962,7.7838985e-11,-0.037349544,0.004309734,-9.813354,0.0002556634,0.00038349515,0.0018535601,0.0016991202,0.0019737883,0.0018300371,5.782976e-05,2.7743683e-05,3.988592e-05,0.0,0.0,126
1771685326516000,1771685326516000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038555153,0.00792128,5.8265386e-11,-0.036487635,0.0003832432,-9.79171,-0.001704423,-0.0005965482,0.0017044231,0.00093782647,0.00054440636,0.0017202841,5.1845644e-05,1.5539981e-05,4.631355e-05,0.0,0.0,126
1771685326616000,1771685326616000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039324496,0.0077315476,4.538103e-11,-0.018674772,0.0038308941,-9.799659,0.001619202,0.0013209279,0.0016831177,0.0007905662,0.0011120471,0.0016742571,7.105383e-05,2.0381745e-05,3.8764374e-05,0.0,0.0,126
1771685326716000,1771685326716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039123353,0.007910829,8.190822e-11,-0.033039983,0.0028732128,-9.805405,0.0005752427,0.0014487596,-0.0024501083,0.00075044075,0.0016136148,0.001435502,4.037766e-05,5.6278885e-05,5.6101104e-05,0.0,0.0,126
1771685326816000,1771685326816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04026154,0.007679409,6.182697e-11,-0.035625722,0.018196104,-9.81843,0.00057524286,0.0057098176,0.0011504857,0.0009813148,0.0008803706,0.0016804658,2.3639534e-05,5.762644e-05,4.7086152e-05,0.0,0.0,126
1771685326916000,1771685326916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040506233,0.007833238,7.593417e-11,-0.051235918,0.033710532,-9.799372,0.0006178535,0.001406149,-0.0021731395,0.0016246014,0.000983512,0.00078268384,6.637756e-05,7.489319e-05,2.7658576e-05,0.0,0.0,126
1771685327016000,1771685327016000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0417575,0.00764324,5.8015835e-11,-0.030933086,0.015993439,-9.804352,0.0015339808,0.0037284254,-0.0008948221,0.0018251904,0.0033083023,0.0016114761,2.2277787e-05,5.5179087e-05,4.732351e-05,0.0,0.0,126
1771685327116000,1771685327116000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040673584,0.007883481,1.0218145e-10,-0.05803545,0.01493999,-9.796882,0.002364887,-0.0039201733,-0.00068176934,0.00076442736,0.000516032,0.0012792145,4.6740992e-05,3.6003054e-05,6.601915e-05,0.0,0.0,126
1771685327216000,1771685327216000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040121622,0.008175506,8.0706206e-11,-0.029975405,0.018004568,-9.823122,-0.0002982741,-0.0010439593,0.00040480043,0.00053458515,0.001250155,0.0013128365,3.8064583e-05,5.0934974e-05,7.199476e-05,0.0,0.0,126
