timestamp,pub_timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],publisher_id,reset_integral
1771685326412000,1771685326412000,-0.008905708,0.007996102,0.000109347515,0.0,0.0,-0.001,53,0
1771685326416000,1771685326416000,-0.008714303,0.008074986,4.8705377e-05,0.0,0.0,-0.001,53,0
1771685326420000,1771685326420000,-0.00851415,0.008102981,3.5005156e-05,0.0,0.0,-0.001,53,0
1771685326424000,1771685326424000,-0.008318309,0.008062839,-6.465148e-05,0.0,0.0,-0.001,53,0
1771685326428000,1771685326428000,-0.008195019,0.008014055,-6.3667074e-05,0.0,0.0,-0.001,53,0
1771685326432000,1771685326432000,-0.008093091,0.007968704,5.3131953e-05,0.0,0.0,-0.001,53,0
1771685326436000,1771685326436000,-0.008037958,0.007970299,6.4283144e-05,0.0,0.0,-0.001,53,0
1771685326440000,1771685326440000,-0.00810221,0.008035823,-3.63742e-05,0.0,0.0,-0.001,53,0
1771685326444000,1771685326444000,-0.008145186,0.008092799,-3.7306454e-05,0.0,0.0,-0.001,53,0
1771685326448000,1771685326448000,-0.008124452,0.008081478,3.4930184e-05,0.0,0.0,-0.001,53,0
1771685326452000,1771685326452000,-0.008022881,0.008044471,0.00012040092,0.0,0.0,-0.001,53,0
1771685326456000,1771685326456000,-0.0078565115,0.007986308,3.522681e-05,0.0,0.0,-0.001,53,0
1771685326460000,1771685326460000,-0.007817583,0.007966881,-6.415276e-05,0.0,0.0,-0.001,53,0
1771685326464000,1771685326464000,-0.007787379,0.008041083,-6.317813e-05,0.0,0.0,-0.001,53,0
1771685326468000,1771685326468000,-0.0076467637,0.008110659,2.829684e-05,0.0,0.0,-0.001,53,0
1771685326472000,1771685326472000,-0.0075829895,0.008188709,4.999619e-05,0.0,0.0,-0.001,53,0
1771685326476000,1771685326476000,-0.007685156,0.008271242,9.8538585e-06,0.0,0.0,-0.001,53,0
1771685326480000,1771685326480000,-0.007813065,0.008315332,-3.0995812e-05,0.0,0.0,-0.001,53,0
1771685326484000,1771685326484000,-0.007779154,0.008363593,-1.1574943e-05,0.0,0.0,-0.001,53,0
1771685326488000,1771685326488000,-0.0076516303,0.008450157,1.3670884e-05,0.0,0.0,-0.001,53,0
1771685326492000,1771685326492000,-0.0075794314,0.008528261,3.1520613e-06,0.0,0.0,-0.001,53,0
1771685326496000,1771685326496000,-0.007634983,0.008542549,-9.144563e-05,0.0,0.0,-0.001,53,0
1771685326500000,1771685326500000,-0.0077968864,0.008518645,-0.00024595205,0.0,0.0,-0.001,53,0
1771685326504000,1771685326504000,-0.007860092,0.008448121,-0.00013338728,0.0,0.0,-0.001,53,0
1771685326508000,1771685326508000,-0.007829813,0.00836032,-0.00021616882,0.0,0.0,-0.001,53,0
1771685326512000,1771685326512000,-0.007820931,0.008349233,-6.476557e-05,0.0,0.0,-0.001,53,0
1771685326516000,1771685326516000,-0.007773902,0.00838483,-9.093061e-05,0.0,0.0,-0.001,53,0
1771685326520000,1771685326520000,-0.0077780387,0.008348059,-6.192317e-05,0.0,0.0,-0.001,53,0
1771685326524000,1771685326524000,-0.007922792,0.0082729375,-0.00013916008,0.0,0.0,-0.001,53,0
1771685326528000,1771685326528000,-0.008178374,0.0082404995,-9.80692e-05,0.0,0.0,-0.001,53,0
1771685326532000,1771685326532000,-0.008489289,0.008182568,-0.00025012274,0.0,0.0,-0.001,53,0
