timestamp,pub_timestamp,defer_failsafes_timeout_s,publisher_id,disable_auto_disarm,defer_failsafes,source_type,source_id
1771685326384000,1771685326384000,0,93,0,0,0,0
1771685326396000,1771685326396000,0,93,0,0,0,0
1771685326408000,1771685326408000,0,93,0,0,0,0
1771685326408000,1771685326408000,0,93,0,0,0,0
1771685326420000,1771685326420000,0,93,0,0,0,0
1771685326432000,1771685326432000,0,93,0,0,0,0
1771685326444000,1771685326444000,0,93,0,0,0,0
1771685326456000,1771685326456000,0,93,0,0,0,0
1771685326468000,1771685326468000,0,93,0,0,0,0
1771685326480000,1771685326480000,0,93,0,0,0,0
1771685326492000,1771685326492000,0,93,0,0,0,0
1771685326504000,1771685326504000,0,93,0,0,0,0
1771685326516000,1771685326516000,0,93,0,0,0,0
1771685326528000,1771685326528000,0,93,0,0,0,0
1771685326540000,1771685326540000,0,93,0,0,0,0
1771685326552000,1771685326552000,0,93,0,0,0,0
1771685326564000,1771685326564000,0,93,0,0,0,0
1771685326576000,1771685326576000,0,93,0,0,0,0
1771685326588000,1771685326588000,0,93,0,0,0,0
1771685326600000,1771685326600000,0,93,0,0,0,0
1771685326612000,1771685326612000,0,93,0,0,0,0
1771685326624000,1771685326624000,0,93,0,0,0,0
1771685326636000,1771685326636000,0,93,0,0,0,0
1771685326648000,1771685326648000,0,93,0,0,0,0
1771685326660000,1771685326660000,0,93,0,0,0,0
1771685326672000,1771685326672000,0,93,0,0,0,0
1771685326684000,1771685326684000,0,93,0,0,0,0
1771685326696000,1771685326696000,0,93,0,0,0,0
1771685326708000,1771685326708000,0,93,0,0,0,0
1771685326720000,1771685326720000,0,93,0,0,0,0
1771685326732000,1771685326732000,0,93,0,0,0,0
1771685326744000,1771685326744000,0,93,0,0,0,0
1771685326756000,1771685326756000,0,93,0,0,0,0
1771685326768000,1771685326768000,0,93,0,0,0,0
1771685326780000,1771685326780000,0,93,0,0,0,0
1771685326792000,1771685326792000,0,93,0,0,0,0
1771685326804000,1771685326804000,0,93,0,0,0,0
1771685326816000,1771685326816000,0,93,0,0,0,0
1771685326828000,1771685326828000,0,93,0,0,0,0
1771685326840000,1771685326840000,0,93,0,0,0,0
1771685326852000,1771685326852000,0,93,0,0,0,0
1771685326864000,1771685326864000,0,93,0,0,0,0
1771685326876000,1771685326876000,0,93,0,0,0,0
1771685326888000,1771685326888000,0,93,0,0,0,0
1771685326900000,1771685326900000,0,93,0,0,0,0
1771685326912000,1771685326912000,0,93,0,0,0,0
1771685326924000,1771685326924000,0,93,0,0,0,0
1771685326936000,1771685326936000,0,93,0,0,0,0
1771685326948000,1771685326948000,0,93,0,0,0,0
1771685326960000,1771685326960000,0,93,0,0,0,0
1771685326972000,1771685326972000,0,93,0,0,0,0
1771685326984000,1771685326984000,0,93,0,0,0,0
1771685326996000,1771685326996000,0,93,0,0,0,0
1771685327008000,1771685327008000,0,93,0,0,0,0
