timestamp,pub_timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,publisher_id,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1771685325372000,1771685325372000,4192182045,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685326432000,1771685326432000,4192182045,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685351684000,1771685351684000,4192182045,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685401524000,1771685401524000,4192182045,0,105,0,1,2,0,0,96,1,0,0,0,0,0
1771685437516000,1771685437516000,4192182045,0,105,1,1,2,0,0,96,1,0,0,0,0,0
