timestamp,pub_timestamp,publisher_id,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
1771685326408000,1771685326408000,93,1,0,1,0,0,0,0
1771685326420000,1771685326420000,93,1,0,1,0,0,0,0
1771685326432000,1771685326432000,93,1,0,1,0,0,0,0
1771685326936000,1771685326936000,93,1,0,1,0,0,0,0
1771685327440000,1771685327440000,93,1,0,1,0,0,0,0
1771685327944000,1771685327944000,93,1,0,1,0,0,0,0
1771685328448000,1771685328448000,93,1,0,1,0,0,0,0
1771685328952000,1771685328952000,93,1,0,1,0,0,0,0
1771685329456000,1771685329456000,93,1,0,1,0,0,0,0
1771685329960000,1771685329960000,93,1,0,1,0,0,0,0
1771685330464000,1771685330464000,93,1,0,1,0,0,0,0
1771685330968000,1771685330968000,93,1,0,1,0,0,0,0
1771685331472000,1771685331472000,93,1,0,1,0,0,0,0
1771685331976000,1771685331976000,93,1,0,1,0,0,0,0
1771685332480000,1771685332480000,93,1,0,1,0,0,0,0
1771685332984000,1771685332984000,93,1,0,1,0,0,0,0
1771685333488000,1771685333488000,93,1,0,1,0,0,0,0
1771685333992000,1771685333992000,93,1,0,1,0,0,0,0
1771685334496000,1771685334496000,93,1,0,1,0,0,0,0
1771685335000000,1771685335000000,93,1,0,1,0,0,0,0
1771685335504000,1771685335504000,93,1,0,1,0,0,0,0
1771685336008000,1771685336008000,93,1,0,1,0,0,0,0
1771685336512000,1771685336512000,93,1,0,1,0,0,0,0
1771685337016000,1771685337016000,93,1,0,1,0,0,0,0
1771685337520000,1771685337520000,93,1,0,1,0,0,0,0
1771685338024000,1771685338024000,93,1,0,1,0,0,0,0
1771685338528000,1771685338528000,93,1,0,1,0,0,0,0
1771685339032000,1771685339032000,93,1,0,1,0,0,0,0
1771685339536000,1771685339536000,93,1,0,1,0,0,0,0
1771685340040000,1771685340040000,93,1,0,1,0,0,0,0
1771685340544000,1771685340544000,93,1,0,1,0,0,0,0
1771685341048000,1771685341048000,93,1,0,1,0,0,0,0
1771685341552000,1771685341552000,93,1,0,1,0,0,0,0
1771685342056000,1771685342056000,93,1,0,1,0,0,0,0
1771685342560000,1771685342560000,93,1,0,1,0,0,0,0
1771685343064000,1771685343064000,93,1,0,1,0,0,0,0
1771685343568000,1771685343568000,93,1,0,1,0,0,0,0
1771685344072000,1771685344072000,93,1,0,1,0,0,0,0
1771685344576000,1771685344576000,93,1,0,1,0,0,0,0
1771685345080000,1771685345080000,93,1,0,1,0,0,0,0
