timestamp,timestamp_sample,pub_timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],publisher_id,n_states
1771685326412000,1771685326260000,1771685326412000,-0.999997,-0.0009719514,0.0010296132,0.0019676976,-6.8486064e-05,0.014323035,-0.023589097,0.0,0.0,-487.929,9.267437e-05,5.7850706e-05,-1.5588073e-05,-0.018019594,0.010850938,0.0093190335,0.21505779,0.009986425,0.42989516,0.00075871614,-0.00046379195,-0.00035770904,0.0,0.0,-487.82898,9.62908e-06,9.432081e-06,0.00033722262,0.0032300937,0.0032416852,0.002431502,0.007255918,0.007263566,0.012797028,1.4722099e-07,1.4710174e-07,3.1172877e-07,8.3879364e-05,9.707608e-05,8.601555e-06,1.4320786e-06,3.7835866e-06,8.820215e-05,1.3137443e-06,1.8080198e-06,8.78805e-05,1.0,1.0,0.010000001,160,25
1771685326420000,1771685326268000,1771685326420000,-0.99999696,-0.0009969522,0.0010357404,0.001981248,0.00017571713,0.014437647,-0.023449292,0.0,0.0,-487.92908,9.267435e-05,5.7850695e-05,-1.5588077e-05,-0.018019581,0.010850939,0.009318846,0.21505779,0.009986425,0.42989516,0.00075871556,-0.00046379198,-0.0003577087,0.0,0.0,-487.82907,9.651247e-06,9.454208e-06,0.00033733045,0.0032541815,0.0032659129,0.0024386486,0.0073048887,0.007312686,0.012840452,1.47285e-07,1.4716575e-07,3.1179277e-07,8.387994e-05,9.7076656e-05,8.60206e-06,1.4321427e-06,3.7836505e-06,8.8202214e-05,1.313745e-06,1.8080204e-06,8.78805e-05,1.0,1.0,0.010000001,160,25
1771685326428000,1771685326276000,1771685326428000,-0.99999696,-0.0010144068,0.0010519753,0.0019734695,0.00025708287,0.014460438,-0.023801386,0.0,0.0,-487.92926,9.287216e-05,5.7144738e-05,-1.6543723e-05,-0.018022867,0.010850836,0.00931887,0.21505605,0.0099867815,0.42989776,0.00075754884,-0.00046333118,-0.00035621514,0.0,0.0,-487.82925,9.669416e-06,9.469575e-06,0.00033654377,0.0032775232,0.003289803,0.0024468203,0.0073539764,0.0073621143,0.012897492,1.4733479e-07,1.4720855e-07,3.1135815e-07,8.388012e-05,9.707609e-05,8.602636e-06,1.4318763e-06,3.7830937e-06,8.820198e-05,1.3135729e-06,1.807987e-06,8.7880406e-05,1.0,1.0,0.010000001,160,25
1771685326436000,1771685326284000,1771685326436000,-0.99999684,-0.0010176345,0.0010484233,0.0020312383,0.0005668768,0.014547178,-0.024090946,0.0,0.0,-487.92944,9.287216e-05,5.7144738e-05,-1.6543723e-05,-0.018022867,0.010850836,0.00931887,0.21505605,0.0099867815,0.42989776,0.00075754884,-0.00046333118,-0.00035621514,0.0,0.0,-487.82944,9.691617e-06,9.491736e-06,0.0003366514,0.0033019094,0.0033143428,0.002454993,0.007403938,0.0074122343,0.012954849,1.473988e-07,1.4727256e-07,3.1142216e-07,8.3880695e-05,9.707666e-05,8.603211e-06,1.4319403e-06,3.7831576e-06,8.820205e-05,1.3135735e-06,1.8079877e-06,8.7880406e-05,1.0,1.0,0.010000001,160,25
1771685326444000,1771685326292000,1771685326444000,-0.9999967,-0.0010544208,0.0010242063,0.0020511337,0.00040605836,0.014615244,-0.024654463,0.0,0.0,-487.92963,9.287216e-05,5.7144738e-05,-1.6543723e-05,-0.018022867,0.010850836,0.00931887,0.21505605,0.0099867815,0.42989776,0.00075754884,-0.00046333118,-0.00035621514,0.0,0.0,-487.82962,9.713837e-06,9.513914e-06,0.00033675903,0.0033264675,0.003339017,0.002463167,0.0074544065,0.007462864,0.013012523,1.474628e-07,1.4733656e-07,3.1148616e-07,8.388127e-05,9.707724e-05,8.603787e-06,1.4320043e-06,3.7832215e-06,8.820211e-05,1.3135742e-06,1.8079884e-06,8.7880406e-05,1.0,1.0,0.010000001,160,25
1771685326452000,1771685326300000,1771685326452000,-0.9999968,-0.0010605275,0.0010234157,0.002049812,0.00042346018,0.013978269,-0.025066126,0.0,0.0,-487.93112,9.3855946e-05,5.730153e-05,-1.6376016e-05,-0.018023096,0.010850791,0.009320307,0.215056,0.009986749,0.42989776,0.00075754605,-0.00046337838,-0.0003561788,0.0,0.0,-487.83112,9.594483e-06,9.396953e-06,0.00033684276,0.0031936802,0.003205226,0.0024191402,0.00718287,0.0071903467,0.012712136,1.4713207e-07,1.4701125e-07,3.1153854e-07,8.388182e-05,9.707781e-05,8.6006585e-06,1.4320599e-06,3.7832842e-06,8.820218e-05,1.3135707e-06,1.807988e-06,8.7880406e-05,1.0,1.0,0.010000001,160,25
1771685326460000,1771685326308000,1771685326460000,-0.99999666,-0.0010396965,0.0010512592,0.0020873991,3.5626246e-05,0.013896135,-0.02507019,0.0,0.0,-487.93134,9.3855946e-05,5.730153e-05,-1.6376016e-05,-0.018023096,0.010850791,0.009320307,0.215056,0.009986749,0.42989776,0.00075754605,-0.00046337838,-0.0003561788,0.0,0.0,-487.83133,9.616621e-06,9.419051e-06,0.00033695044,0.003217619,0.0032292563,0.002427309,0.0072310935,0.0072387173,0.012768446,1.4719608e-07,1.4707526e-07,3.1160255e-07,8.38824e-05,9.707839e-05,8.601234e-06,1.4321239e-06,3.7833481e-06,8.820224e-05,1.3135714e-06,1.8079887e-06,8.7880406e-05,1.0,1.0,0.010000001,160,25
1771685326468000,1771685326316000,1771685326468000,-0.9999967,-0.0010126466,0.0010391229,0.0021255128,-0.00021050166,0.01365457,-0.025035966,0.0,0.0,-487.93155,9.37624e-05,5.7021673e-05,-2.0694286e-05,-0.018023247,0.010851606,0.009320307,0.21505588,0.009987576,0.42989826,0.0007576681,-0.00046264654,-0.00035667868,0.0,0.0,-487.83154,9.637712e-06,9.440132e-06,0.00033690687,0.0032415232,0.003253262,0.002435479,0.0072797625,0.0072875335,0.012825069,1.4716373e-07,1.470431e-07,3.112354e-07,8.388297e-05,9.707895e-05,8.60181e-06,1.4321876e-06,3.7833963e-06,8.82023e-05,1.3135717e-06,1.807977e-06,8.78804e-05,1.0,1.0,0.010000001,160,25
1771685326476000,1771685326324000,1771685326476000,-0.99999666,-0.0010456529,0.0010255814,0.0021187754,-0.00035582934,0.0134813385,-0.025050193,0.0,0.0,-487.93167,9.376238e-05,5.702166e-05,-2.069429e-05,-0.018023234,0.010851607,0.009320115,0.21505588,0.009987576,0.42989826,0.00075766747,-0.00046264657,-0.00035667833,0.0,0.0,-487.83167,9.659886e-06,9.4622665e-06,0.00033701462,0.0032656903,0.0032775428,0.0024426205,0.007328972,0.0073368945,0.012868589,1.4722774e-07,1.471071e-07,3.112994e-07,8.388355e-05,9.707952e-05,8.602314e-06,1.4322516e-06,3.7834602e-06,8.820237e-05,1.3135724e-06,1.8079777e-06,8.78804e-05,1.0,1.0,0.010000001,160,25
1771685326484000,1771685326332000,1771685326484000,-0.9999967,-0.0010493448,0.0010162473,0.002102485,5.2162683e-05,0.013751121,-0.025889851,0.0,0.0,-487.9319,9.376238e-05,5.702166e-05,-2.069429e-05,-0.018023234,0.010851607,0.009320115,0.21505588,0.009987576,0.42989826,0.00075766747,-0.00046264657,-0.00035667833,0.0,0.0,-487.83188,9.682077e-06,9.484417e-06,0.00033712236,0.0032901438,0.0033021518,0.0024507928,0.007378682,0.007386758,0.012925784,1.4729174e-07,1.4717111e-07,3.113634e-07,8.388412e-05,9.70801e-05,8.6028895e-06,1.4323156e-06,3.783524e-06,8.820243e-05,1.3135731e-06,1.8079784e-06,8.78804e-05,1.0,1.0,0.010000001,160,25
1771685326492000,1771685326340000,1771685326492000,-0.9999968,-0.0010611989,0.0010079637,0.0020577346,-0.00014375553,0.014005452,-0.02610826,0.0,0.0,-487.9321,9.379926e-05,5.7015342e-05,-2.0917232e-05,-0.018023167,0.010851043,0.009320115,0.21505582,0.009988042,0.4298983,0.00075764564,-0.00046260157,-0.00035666325,0.0,0.0,-487.8321,9.700241e-06,9.499762e-06,0.0003363373,0.0033136061,0.0033261352,0.002458966,0.0074285017,0.0074369297,0.012983296,1.4734147e-07,1.472138e-07,3.1093046e-07,8.3884304e-05,9.707953e-05,8.603465e-06,1.4320493e-06,3.7829673e-06,8.82022e-05,1.3134012e-06,1.8079453e-06,8.7880304e-05,1.0,1.0,0.010000001,160,25
