timestamp,timestamp_sample,pub_timestamp,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,publisher_id,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1771685326412000,1771685326260000,1771685326412000,17764060236391,0.00017595678,0.009839567,0.025318064,0,0.12049682,0.113123946,0.028666897,0.0071512456,0.0042903344,0.016633024,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.504597,63.1572,0.481442,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326420000,1771685326268000,1771685326420000,17764060236391,0.00017188479,0.00985389,0.025569286,0,0.120903164,0.11331572,0.028666897,0.0071512456,0.0042903344,0.016686656,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.504597,63.1572,0.481442,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326428000,1771685326276000,1771685326428000,17764060236391,0.00014469639,0.00987369,0.025729017,0,0.12130989,0.11356713,0.020074056,0.0071512456,0.0042903344,0.016686656,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326436000,1771685326284000,1771685326436000,17764060236391,0.00014090816,0.009864913,0.025876682,0,0.1217217,0.11381937,0.020074056,0.0071512456,0.0042903344,0.016686656,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326444000,1771685326292000,1771685326444000,17764060236391,0.00013721237,0.009856347,0.026021212,0,0.12213628,0.11407244,0.020074056,0.0071512456,0.0042903344,0.016686656,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326452000,1771685326300000,1771685326452000,17764060236391,0.00015298757,0.009812653,0.024947397,0,0.11988835,0.11274811,0.020074056,0.0075767837,0.0044030743,0.016300922,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326460000,1771685326308000,1771685326460000,17764060236391,0.00014864464,0.00979923,0.0250879,0,0.120290525,0.11299755,0.020074056,0.0075767837,0.0044030743,0.016300922,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326468000,1771685326316000,1771685326468000,17764060236391,0.00013735383,0.009783581,0.025220696,0,0.120695055,0.11324782,0.020074056,0.0075767837,0.0044030743,0.016300922,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326476000,1771685326324000,1771685326476000,17764060236391,0.00013583705,0.009793577,0.02543879,0,0.12110271,0.113439806,0.020074056,0.0075767837,0.0044030743,0.016354494,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
1771685326484000,1771685326332000,1771685326484000,17764060236391,0.00013453046,0.009780774,0.025561942,0,0.12151313,0.11369162,0.020074056,0.0075767837,0.0044030743,0.016354494,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.21539,63.1572,0.48563874,0.48238713,0,959,160,2,1,3,3,4,0,0,0,0,0,0,0,0
