timestamp,pub_timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,publisher_id,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1771685326412000,1771685326412000,1771685326412000,1310988,1310988,-4.9002214e-05,-3.195825e-06,-2.556625e-05,-4.7884027e-06,0.00022984407,-0.039303217,4000,4000,126,0,0,0,1
1771685326416000,1771685326416000,1771685326416000,1310988,1310988,-4.580641e-05,-1.9174737e-05,-1.8109433e-05,-9.576807e-05,0.0002873049,-0.039240967,4000,4000,126,0,0,0,1
1771685326420000,1771685326420000,1771685326420000,1310988,1310988,-4.7936923e-05,-6.3914904e-06,6.391535e-06,-0.00029209265,0.00023463246,-0.039308008,4000,4000,126,0,0,0,1
1771685326424000,1771685326424000,1771685326424000,1310988,1310988,-4.6871657e-05,1.06527095e-05,2.2370488e-05,-0.00030166944,0.00016280639,-0.03931758,4000,4000,126,0,0,0,1
1771685326428000,1771685326428000,1771685326428000,1310988,1310988,-2.8762162e-05,1.2783125e-05,1.0652403e-06,-0.00018674774,3.351951e-05,-0.03924575,4000,4000,126,0,0,0,1
1771685326432000,1771685326432000,1771685326432000,1310988,1310988,-2.3435841e-05,1.1717859e-05,-2.0240028e-05,-9.097967e-05,1.4365896e-05,-0.039274484,4000,4000,126,0,0,0,1
1771685326436000,1771685326436000,1771685326436000,1310988,1310988,-1.17179125e-05,1.3578671e-11,-3.195782e-06,-8.140285e-05,7.182674e-05,-0.039308008,4000,4000,126,0,0,0,1
1771685326440000,1771685326440000,1771685326440000,1310988,1310988,1.8109495e-05,-1.597896e-05,1.1717925e-05,-0.00015322892,3.830791e-05,-0.039082948,4000,4000,126,0,0,0,1
1771685326444000,1771685326444000,1771685326444000,1310988,1310988,1.2783186e-05,-1.3848427e-05,1.0652604e-06,-0.00019153614,9.577485e-06,-0.038857896,4000,4000,126,0,0,0,1
1771685326448000,1771685326448000,1771685326448000,1310988,1310988,-3.195778e-06,3.1958084e-06,-1.3848438e-05,-0.00015801731,4.789085e-06,-0.03904464,4000,4000,126,0,0,0,1
1771685326452000,1771685326452000,1771685326452000,1310988,1310988,-2.3435818e-05,9.5874e-06,-2.9827403e-05,-0.00021068976,-1.4364524e-05,-0.039336737,4000,4000,126,0,0,0,1
1771685326456000,1771685326456000,1771685326456000,1310988,1310988,-3.941476e-05,1.4913774e-05,-1.3848435e-05,-0.00024899698,2.3942706e-05,-0.039336737,4000,4000,126,0,0,0,1
1771685326460000,1771685326460000,1771685326460000,1310988,1310988,-7.4567997e-06,5.32645e-06,3.621899e-05,-0.0001292869,3.8307913e-05,-0.039226603,4000,4000,126,0,0,0,1
1771685326464000,1771685326464000,1771685326464000,1310988,1310988,-5.3262584e-06,-1.8109502e-05,2.1305303e-05,-5.267244e-05,-1.915293e-05,-0.039169133,4000,4000,126,0,0,0,1
1771685326468000,1771685326468000,1771685326468000,1310988,1310988,-3.3023123e-05,-1.7044305e-05,-3.1957978e-05,-6.7037654e-05,-2.8729737e-05,-0.039082948,4000,4000,126,0,0,0,1
1771685326472000,1771685326472000,1771685326472000,1310988,1310988,-1.3848462e-05,-1.9174779e-05,-2.0239991e-05,-8.619126e-05,-1.9152933e-05,-0.039020702,4000,4000,126,0,0,0,1
1771685326476000,1771685326476000,1771685326476000,1310988,1310988,2.769682e-05,-2.0240055e-05,1.3848506e-05,-8.1402846e-05,-6.224856e-05,-0.039102107,4000,4000,126,0,0,0,1
1771685326480000,1771685326480000,1771685326480000,1310988,1310988,3.408846e-05,-1.0652625e-05,8.522149e-06,-9.097967e-05,-0.00014365141,-0.039236177,4000,4000,126,0,0,0,1
1771685326484000,1771685326484000,1771685326484000,1310988,1310988,-6.3915722e-06,-1.1717892e-05,-7.4568907e-06,-0.00015801731,-0.0001244978,-0.039255336,4000,4000,126,0,0,0,1
1771685326488000,1771685326488000,1771685326488000,1310988,1310988,-2.9827412e-05,-2.1305275e-05,-7.4568698e-06,-0.00024899698,4.7890903e-06,-0.039303217,4000,4000,126,0,0,0,1
1771685326492000,1771685326492000,1771685326492000,1310988,1310988,-1.5978985e-05,-1.9174742e-05,3.1958127e-06,-0.0003878607,3.8307913e-05,-0.039284058,4000,4000,126,0,0,0,1
1771685326496000,1771685326496000,1771685326496000,1310988,1310988,1.597892e-05,-3.1957502e-06,2.9827434e-05,-0.00034476508,-4.7877215e-06,-0.039082948,4000,4000,126,0,0,0,1
1771685326500000,1771685326500000,1771685326500000,1310988,1310988,4.261055e-05,6.39162e-06,5.4328502e-05,-9.097967e-05,5.7461526e-05,-0.03904943,4000,4000,126,0,0,0,1
1771685326504000,1771685326504000,1771685326504000,1310988,1310988,1.810944e-05,1.8109422e-05,4.4741166e-05,-1.436521e-05,0.00012449917,-0.039126046,4000,4000,126,0,0,0,1
1771685326508000,1771685326508000,1771685326508000,1310988,1310988,-5.3263625e-06,2.2370492e-05,2.8762182e-05,-2.3942017e-05,3.351951e-05,-0.03918351,4000,4000,126,0,0,0,1
1771685326512000,1771685326512000,1771685326512000,1310988,1310988,3.0071896e-11,3.195802e-06,2.0240022e-05,1.9153615e-05,-0.00010055579,-0.03919787,4000,4000,126,0,0,0,1
1771685326516000,1771685326516000,1771685326516000,1310988,1310988,-9.587364e-06,-8.522133e-06,8.522119e-06,-3.830723e-05,-0.00014365141,-0.038972817,4000,4000,126,0,0,0,1
1771685326520000,1771685326520000,1771685326520000,1310988,1310988,3.195773e-06,9.5873975e-06,1.9174755e-05,-0.00016759413,-6.703698e-05,-0.03883874,4000,4000,126,0,0,0,1
1771685326524000,1771685326524000,1771685326524000,1310988,1310988,3.834951e-05,1.9174815e-05,2.6631587e-05,-8.1402846e-05,7.182673e-05,-0.039020702,4000,4000,126,0,0,0,1
1771685326528000,1771685326528000,1771685326528000,1310988,1310988,6.604643e-05,8.52216e-06,3.1957858e-05,0.00012449849,0.00011971077,-0.039221816,4000,4000,126,0,0,0,1
1771685326532000,1771685326532000,1771685326532000,1310988,1310988,7.989484e-05,1.4913622e-05,5.326325e-05,2.3942017e-05,7.661514e-05,-0.039336737,4000,4000,126,0,0,0,1
1771685326536000,1771685326536000,1771685326536000,1310988,1310988,5.752424e-05,2.0240032e-05,3.7284317e-05,-0.00015322892,9.098036e-05,-0.039360672,4000,4000,126,0,0,0,1
1771685326540000,1771685326540000,1771685326540000,1310988,1310988,1.9174737e-05,1.3848446e-05,1.0652679e-05,-0.00010534488,0.00018674842,-0.03931758,4000,4000,126,0,0,0,1
1771685326544000,1771685326544000,1771685326544000,1310988,1310988,1.1717913e-05,1.7044218e-05,1.5978982e-05,-4.309563e-05,0.00018196003,-0.0392697,4000,4000,126,0,0,0,1
1771685326548000,1771685326548000,1771685326548000,1310988,1310988,1.2783185e-05,1.0652731e-06,8.522099e-06,-8.619126e-05,9.577494e-06,-0.039207444,4000,4000,126,0,0,0,1
1771685326552000,1771685326552000,1771685326552000,1310988,1310988,1.3617461e-11,-2.1305272e-05,-1.7044254e-05,-7.182605e-05,-6.703696e-05,-0.039135624,4000,4000,126,0,0,0,1
1771685326556000,1771685326556000,1771685326556000,1310988,1310988,8.522157e-06,1.0652528e-06,-2.2370541e-05,-4.7884037e-06,-5.2671756e-05,-0.039221812,4000,4000,126,0,0,0,1
1771685326560000,1771685326560000,1771685326560000,1310988,1310988,1.0652666e-05,1.1717892e-05,-5.326315e-06,-5.746084e-05,-9.5767384e-05,-0.03941814,4000,4000,126,0,0,0,1
1771685326564000,1771685326564000,1771685326564000,1310988,1310988,-8.522111e-06,-9.587385e-06,9.587379e-06,-0.0001388637,-9.5767384e-05,-0.039389405,4000,4000,126,0,0,0,1
1771685326568000,1771685326568000,1771685326568000,1310988,1310988,-1.0652639e-05,-6.3915963e-06,-1.0652686e-06,-0.00016759413,2.3942703e-05,-0.039303217,4000,4000,126,0,0,0,1
1771685326572000,1771685326572000,1771685326572000,1310988,1310988,2.3641427e-12,1.0652609e-06,-4.261059e-06,-0.00012449849,0.00022505566,-0.03933195,4000,4000,126,0,0,0,1
1771685326576000,1771685326576000,1771685326576000,1310988,1310988,9.587378e-06,-5.3263257e-06,1.1717909e-05,0.0,0.00022984404,-0.039284058,4000,4000,126,0,0,0,1
1771685326580000,1771685326580000,1771685326580000,1310988,1310988,8.522128e-06,-1.2783166e-05,1.0652578e-06,-2.8730417e-05,-9.57612e-06,-0.03926491,4000,4000,126,0,0,0,1
1771685326584000,1771685326584000,1771685326584000,1310988,1310988,-2.556634e-05,-1.38484365e-05,-6.3916245e-06,-0.00011013328,-2.394133e-05,-0.039336737,4000,4000,126,0,0,0,1
1771685326588000,1771685326588000,1771685326588000,1310988,1310988,-4.0480063e-05,-1.065225e-06,8.522072e-06,-4.7884034e-05,9.577491e-06,-0.0392697,4000,4000,126,0,0,0,1
1771685326592000,1771685326592000,1771685326592000,1310988,1310988,2.1305166e-06,1.5978969e-05,-5.3434437e-11,-6.2249244e-05,-0.00015322823,-0.03904943,4000,4000,126,0,0,0,1
1771685326596000,1771685326596000,1771685326596000,1310988,1310988,2.5566349e-05,1.7044233e-05,-3.0720076e-11,-0.00016759413,-0.00019153545,-0.039001547,4000,4000,126,0,0,0,1
1771685326600000,1771685326600000,1771685326600000,1310988,1310988,4.261058e-06,3.1957936e-06,8.123026e-13,-0.00014844052,-0.00011970941,-0.03915478,4000,4000,126,0,0,0,1
1771685326604000,1771685326604000,1771685326604000,1310988,1310988,-1.3848443e-05,1.2783181e-05,-1.9174751e-05,9.576809e-06,-3.830655e-05,-0.039121255,4000,4000,126,0,0,0,1
1771685326608000,1771685326608000,1771685326608000,1310988,1310988,-2.9827343e-05,3.5153782e-05,7.4568434e-06,8.140285e-05,4.7884714e-05,-0.038939293,4000,4000,126,0,0,0,1
1771685326612000,1771685326612000,1771685326612000,1310988,1310988,-4.474102e-05,2.024008e-05,3.4088545e-05,-4.3095628e-05,3.830791e-05,-0.038968027,4000,4000,126,0,0,0,1
1771685326616000,1771685326616000,1771685326616000,1310988,1310988,-2.7696857e-05,-1.1718016e-05,-7.4567615e-06,-0.00021068976,-4.309495e-05,-0.039063796,4000,4000,126,0,0,0,1
1771685326620000,1771685326620000,1771685326620000,1310988,1310988,-3.1957484e-06,-1.5979092e-05,-5.6458986e-05,-0.0002585738,-0.000105344196,-0.03907816,4000,4000,126,0,0,0,1
1771685326624000,1771685326624000,1771685326624000,1310988,1310988,-1.0651963e-06,2.1305232e-06,-4.367585e-05,-0.00021547817,-0.0002442079,-0.039154775,4000,4000,126,0,0,0,1
1771685326628000,1771685326628000,1771685326628000,1310988,1310988,-1.0651148e-06,4.154532e-05,-8.522119e-06,-0.00018195935,-0.00022505429,-0.03934631,4000,4000,126,0,0,0,1
