timestamp,pub_timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,publisher_id,valid_alt,valid_hpos,valid_lpos,manual_home
1771685332480000,1771685332480000,47.397742062497116,8.545593853764512,488.0012,0.018068856,-0.0034800712,-0.016479492,-0.0012050542,-0.0021485062,0.01636303,105,93,1,1,1,0
