timestamp,pub_timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,publisher_id,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
1771685326412000,1771685326412000,1771685326412000,47.39774148957158,8.545593868663586,487.95935,487.95935,487.9847,487.9847,0.12049682,0.113123946,487.82898,160,1,1,3,3,3,0,0
1771685326420000,1771685326420000,1771685326420000,47.397741489970215,8.545593868734606,487.95972,487.95972,487.9847,487.9847,0.120903164,0.11331572,487.82907,160,1,1,3,3,3,0,0
1771685326428000,1771685326428000,1771685326428000,47.3977414903146,8.54559386887393,487.96008,487.96008,487.9847,487.9847,0.12130989,0.11356713,487.82925,160,1,1,3,3,3,0,0
1771685326436000,1771685326436000,1771685326436000,47.39774149064732,8.545593869060202,487.96045,487.96045,487.9847,487.9847,0.1217217,0.11381937,487.82944,160,1,1,3,3,3,0,0
1771685326444000,1771685326444000,1771685326444000,47.397741490972855,8.545593869291883,487.96082,487.96082,487.9847,487.9847,0.12213628,0.11407244,487.82962,160,1,1,3,3,3,0,0
1771685326452000,1771685326452000,1771685326452000,47.397741491393724,8.545593869263245,487.96118,487.96118,487.9847,487.9847,0.11988835,0.11274811,487.83112,160,1,1,3,3,3,0,0
1771685326460000,1771685326460000,1771685326460000,47.397741491793234,8.545593869275695,487.96158,487.96158,487.9847,487.9847,0.120290525,0.11299755,487.83133,160,1,1,3,3,3,0,0
1771685326468000,1771685326468000,1771685326468000,47.39774149218413,8.545593869332642,487.96194,487.96194,487.9847,487.9847,0.120695055,0.11324782,487.83154,160,1,1,3,3,3,0,0
1771685326476000,1771685326476000,1771685326476000,47.397741492573736,8.545593869420822,487.9623,487.9623,487.9847,487.9847,0.12110271,0.113439806,487.83167,160,1,1,3,3,3,0,0
1771685326484000,1771685326484000,1771685326484000,47.397741492959355,8.545593869525545,487.96265,487.96265,487.9847,487.9847,0.12151313,0.11369162,487.83188,160,1,1,3,3,3,0,0
1771685326492000,1771685326492000,1771685326492000,47.39774149332439,8.545593869652217,487.963,487.963,487.9847,487.9847,0.12192388,0.11394427,487.8321,160,1,1,3,3,3,0,0
1771685326500000,1771685326500000,1771685326500000,47.39774149376989,8.54559386971614,487.96338,487.96338,487.9847,487.9847,0.11969105,0.11262505,487.83347,160,1,1,3,3,3,0,0
1771685326508000,1771685326508000,1771685326508000,47.39774149421162,8.545593869830567,487.96375,487.96375,487.9847,487.9847,0.120091885,0.11287408,487.83368,160,1,1,3,3,3,0,0
1771685326516000,1771685326516000,1771685326516000,47.397741494660686,8.545593869973928,487.9641,487.9641,487.9847,487.9847,0.12049545,0.113123946,487.8339,160,1,1,3,3,3,0,0
1771685326524000,1771685326524000,1771685326524000,47.39774149510639,8.545593870133944,487.96448,487.96448,487.9847,487.9847,0.12090178,0.11331572,487.834,160,1,1,3,3,3,0,0
1771685326532000,1771685326532000,1771685326532000,47.39774149556084,8.54559387034374,487.9648,487.9648,487.9847,487.9847,0.12131085,0.11356713,487.83423,160,1,1,3,3,3,0,0
