timestamp,timestamp_sample,pub_timestamp,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,publisher_id,valid
1771685331932000,1771685331932000,1771685331932000,0.49459812,0.005628742,0.2435121,8.882981,0.0007417197,5.0742536,163,0
1771685331940000,1771685331940000,1771685331940000,0.49162123,0.0038928422,0.19353402,7.3369694,0.0005672251,5.1444745,163,0
1771685331948000,1771685331948000,1771685331948000,0.48958674,0.0029742948,0.17418781,6.7332373,0.0005006902,5.2117066,163,0
1771685331956000,1771685331956000,1771685331956000,0.48932278,0.0024012486,0.028015867,6.455457,1.350948e-05,5.280518,163,0
1771685331964000,1771685331964000,1771685331964000,0.48918375,0.0020196522,0.017834067,6.27823,5.628868e-06,5.347322,163,0
1771685331972000,1771685331972000,1771685331972000,0.48918873,0.0017459131,-0.0007465333,6.185724,1.001072e-08,5.4126344,163,0
1771685331980000,1771685331980000,1771685331980000,0.48914984,0.0015412128,0.0067304373,6.1315303,8.2087143e-07,5.4757667,163,0
1771685331988000,1771685331988000,1771685331988000,0.4889719,0.001382242,0.034871154,6.105535,2.2129236e-05,5.536171,163,0
1771685331996000,1771685331996000,1771685331996000,0.4895893,0.0012510548,-0.13331741,6.1167045,0.00032285962,5.6003428,163,0
1771685332004000,1771685332004000,1771685332004000,0.48995924,0.0011449787,-0.08884997,6.1191883,0.00014334357,5.661315,163,0
1771685332012000,1771685332012000,1771685332012000,0.49019545,0.0010567323,-0.062277287,6.134089,7.025331e-05,5.7197604,163,0
1771685332020000,1771685332020000,1771685332020000,0.49007452,0.000982495,0.034811348,6.15195,2.1887006e-05,5.773472,163,0
1771685332028000,1771685332028000,1771685332028000,0.48987603,0.0009189869,0.06188129,6.172462,6.8931506e-05,5.8248057,163,0
1771685332036000,1771685332036000,1771685332036000,0.49037635,0.00086220517,-0.16543844,6.2084117,0.00048983505,5.882055,163,0
1771685332044000,1771685332044000,1771685332044000,0.49063316,0.0008130229,-0.091460645,6.2378845,0.00014900083,5.935339,163,0
1771685332052000,1771685332052000,1771685332052000,0.49078682,0.00076966017,-0.058423065,6.269743,6.0488997e-05,5.986092,163,0
1771685332060000,1771685332060000,1771685332060000,0.4906675,0.0007313313,0.04837367,6.299828,4.1271178e-05,6.0320506,163,0
1771685332068000,1771685332068000,1771685332068000,0.49050888,0.00069712865,0.06822638,6.3280034,8.173263e-05,6.076058,163,0
1771685332076000,1771685332076000,1771685332076000,0.49074346,0.00066538027,-0.10504402,6.3659825,0.00019259045,6.12423,163,0
1771685332084000,1771685332084000,1771685332084000,0.49087614,0.0006368776,-0.06285698,6.39832,6.8611764e-05,6.1697025,163,0
1771685332092000,1771685332092000,1771685332092000,0.49105477,0.0006109652,-0.08899601,6.431382,0.00013683406,6.214685,163,0
1771685332100000,1771685332100000,1771685332100000,0.49097732,0.00058744935,0.040605426,6.46347,2.8343919e-05,6.25437,163,0
1771685332108000,1771685332108000,1771685332108000,0.49072817,0.00056596665,0.13696283,6.49178,0.0003210696,6.2899766,163,0
1771685332116000,1771685332116000,1771685332116000,0.4908384,0.0005455739,-0.062361017,6.525096,6.622119e-05,6.3304615,163,0
1771685332124000,1771685332124000,1771685332124000,0.49089307,0.00052687665,-0.03236945,6.55512,1.7760185e-05,6.368816,163,0
1771685332132000,1771685332132000,1771685332132000,0.49093014,0.0005095561,-0.022854768,6.585311,8.813225e-06,6.4057117,163,0
1771685332140000,1771685332140000,1771685332140000,0.4908968,0.0004935577,0.021447599,6.61336,7.728455e-06,6.440143,163,0
1771685332148000,1771685332148000,1771685332148000,0.49073124,0.00047872443,0.11075543,6.6397023,0.00020527636,6.470883,163,0
1771685332156000,1771685332156000,1771685332156000,0.4908222,0.00046445127,-0.062175333,6.669752,6.439973e-05,6.5056443,163,0
1771685332164000,1771685332164000,1771685332164000,0.4909654,0.00045118865,-0.1017582,6.6968884,0.00017180003,6.54047,163,0
1771685332172000,1771685332172000,1771685332172000,0.49103275,0.00043875532,-0.049541198,6.7258244,4.0545718e-05,6.5726542,163,0
1771685332180000,1771685332180000,1771685332180000,0.49098998,0.00042714036,0.032612726,6.7513933,1.750404e-05,6.601419,163,0
1771685332188000,1771685332188000,1771685332188000,0.49090526,0.00041625515,0.06684643,6.7740617,7.3293384e-05,6.628226,163,0
1771685332196000,1771685332196000,1771685332196000,0.4910461,0.00040567992,-0.11295197,6.8010235,0.00020843509,6.659204,163,0
1771685332204000,1771685332204000,1771685332204000,0.4911507,0.00039576125,-0.08676943,6.8261127,0.0001225512,6.68839,163,0
1771685332212000,1771685332212000,1771685332212000,0.49116686,0.00038637544,-0.013805047,6.850878,3.090915e-06,6.7145166,163,0
1771685332220000,1771685332220000,1771685332220000,0.4910866,0.00037753105,0.070727915,6.8718314,8.088476e-05,6.737379,163,0
1771685332228000,1771685332228000,1771685332228000,0.49098057,0.00036917513,0.09628485,6.889888,0.0001495069,6.7586713,163,0
1771685332236000,1771685332236000,1771685332236000,0.49105126,0.0003609941,-0.06496094,6.9118547,6.783714e-05,6.7834983,163,0
1771685332244000,1771685332244000,1771685332244000,0.4911294,0.00035326218,-0.07399895,6.931986,8.777098e-05,6.8076496,163,0
1771685332252000,1771685332252000,1771685332252000,0.49116114,0.0003458944,-0.030837484,6.952673,1.5197198e-05,6.8297186,163,0
1771685332260000,1771685332260000,1771685332260000,0.4911032,0.000338908,0.05787681,6.970526,5.3395062e-05,6.8485637,163,0
