timestamp,pub_timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed,publisher_id
1771685326404000,1771685326404000,-0.045778647,-0.002348587,0.037747033,-0.0005119516,-0.0005119516,0.69948804,-0.06399698,-0.06399698,-0.06399698,-4.0,-4.0,-4.0,-0.00412169,0.0017592479,14
1771685326428000,1771685326428000,-0.045673266,-0.0023483816,0.042546548,0.001034305,0.0010338009,0.6988481,0.06532824,0.065262556,-0.095993854,0.0,0.0,-4.0,-0.0041525033,0.0,14
1771685326444000,1771685326444000,-0.045557667,-0.0023455399,0.03509209,-0.00051195925,-0.00051195925,0.69948804,-0.063997455,-0.063997455,-0.063997455,-4.0,-4.0,-4.0,-0.0041525033,0.0,14
1771685326468000,1771685326468000,-0.045472864,-0.0023024706,0.03955577,0.0010256838,0.0010256914,0.6988481,0.06422424,0.0642252,-0.095993534,0.0,0.0,-4.0,-0.0041661966,0.0,14
1771685326484000,1771685326484000,-0.045349788,-0.0023110134,0.03326099,-0.00051195535,-0.00051195535,0.69948804,-0.06399721,-0.06399721,-0.06399721,-4.0,-4.0,-4.0,-0.004202291,0.0,14
1771685326508000,1771685326508000,-0.045251973,-0.0022848833,0.03775518,0.0010256714,0.0010256788,0.6988481,0.06422329,0.06422424,-0.09599323,0.0,0.0,-4.0,-0.004205692,0.0,14
1771685326524000,1771685326524000,-0.04512434,-0.0022735351,0.031429853,-0.00051194784,-0.00051194784,0.69948804,-0.06399674,-0.06399674,-0.06399674,-4.0,-4.0,-4.0,-0.0040479135,0.0,14
1771685326548000,1771685326548000,-0.045013234,-0.0022390906,0.036015484,0.0010256388,0.0010256616,0.6988482,0.06422138,0.06422424,-0.09599215,0.0,0.0,-4.0,-0.00396982,0.0,14
1771685326564000,1771685326564000,-0.044872947,-0.002189857,0.029720705,-0.0005119328,-0.0005119328,0.69948804,-0.0639958,-0.0639958,-0.0639958,-4.0,-4.0,-4.0,-0.0038060346,0.0,14
1771685326588000,1771685326588000,-0.044736803,-0.002136697,0.034245152,0.0010255799,0.0010256177,0.69884825,0.06421757,0.064222336,-0.09599036,0.0,0.0,-4.0,-0.0038369142,0.0,14
1771685326604000,1771685326604000,-0.044567164,-0.0020616557,0.027981136,-0.0005119267,-0.0005119267,0.69948804,-0.06399542,-0.06399542,-0.06399542,-4.0,-4.0,-4.0,-0.0038268187,0.0,14
1771685326628000,1771685326628000,-0.044424433,-0.0019924145,0.032535955,0.0010255374,0.0010255829,0.69884825,0.06421471,0.06422043,-0.09598913,0.0,0.0,-4.0,-0.0038451466,0.0,14
1771685326644000,1771685326644000,-0.04422524,-0.0019210845,0.026302662,-0.000511926,-0.000511926,0.69948804,-0.063995376,-0.063995376,-0.063995376,-4.0,-4.0,-4.0,-0.0039185225,0.0,14
1771685326668000,1771685326668000,-0.0440836,-0.0018462288,0.030857503,0.001025516,0.0010255766,0.69884825,0.064211845,0.064219475,-0.09598921,0.0,0.0,-4.0,-0.003995903,0.0,14
1771685326684000,1771685326684000,-0.04388695,-0.0017735426,0.024593644,-0.00051192293,-0.00051192293,0.69948804,-0.06399518,-0.06399518,-0.06399518,-4.0,-4.0,-4.0,-0.004017157,0.0,14
1771685326708000,1771685326708000,-0.04373813,-0.0017000336,0.0292096,0.0010254976,0.0010255734,0.69884825,0.064208984,0.06421852,-0.09598948,0.0,0.0,-4.0,-0.004048466,0.0,14
1771685326724000,1771685326724000,-0.043545328,-0.0016324879,0.022945778,-0.0005119307,-0.0005119307,0.69948804,-0.06399567,-0.06399567,-0.06399567,-4.0,-4.0,-4.0,-0.004106214,0.0,14
1771685326748000,1771685326748000,-0.043398842,-0.0016086468,0.027592339,0.0010254979,0.0010255813,0.6988482,0.06420708,0.06421757,-0.09599045,0.0,0.0,-4.0,-0.0041303113,0.0,14
1771685326764000,1771685326764000,-0.04321495,-0.0015832555,0.021389361,-0.00051192875,-0.00051192875,0.69948804,-0.06399555,-0.06399555,-0.06399555,-4.0,-4.0,-4.0,-0.004046039,0.0,14
1771685326788000,1771685326788000,-0.043064814,-0.0015574223,0.026005354,0.0010254688,0.0010255673,0.69884825,0.064204216,0.064216614,-0.09599005,0.0,0.0,-4.0,-0.004015529,0.0,14
1771685326804000,1771685326804000,-0.042869374,-0.0015570548,0.019802472,-0.000511931,-0.000511931,0.69948804,-0.06399569,-0.06399569,-0.06399569,-4.0,-4.0,-4.0,-0.003850211,0.0,14
1771685326828000,1771685326828000,-0.04272728,-0.0015113471,0.02444926,0.0010254739,0.0010255952,0.6988482,0.064201355,0.064216614,-0.09599179,0.0,0.0,-4.0,-0.003901833,0.0,14
1771685326844000,1771685326844000,-0.042570513,-0.001492948,0.018276688,-0.00051193964,-0.00051193964,0.69948804,-0.063996226,-0.063996226,-0.063996226,-4.0,-4.0,-4.0,-0.00404916,0.0,14
1771685326868000,1771685326868000,-0.042449713,-0.0014364948,0.02298435,0.0010254526,0.001025589,0.6988482,0.06419945,0.064216614,-0.0959914,0.0,0.0,-4.0,-0.004057601,0.0,14
