timestamp,pub_timestamp,publisher_id,nav_state,failure
1771685326408000,1771685326408000,96,4,0
1771685326432000,1771685326432000,96,3,0
1771685326936000,1771685326936000,96,3,0
1771685327440000,1771685327440000,96,3,0
1771685327944000,1771685327944000,96,3,0
1771685328448000,1771685328448000,96,3,0
1771685328952000,1771685328952000,96,3,0
1771685329456000,1771685329456000,96,3,0
1771685329960000,1771685329960000,96,3,0
1771685330464000,1771685330464000,96,3,0
1771685330968000,1771685330968000,96,3,0
1771685331472000,1771685331472000,96,3,0
1771685331976000,1771685331976000,96,3,0
1771685332480000,1771685332480000,96,3,0
1771685332984000,1771685332984000,96,3,0
1771685333488000,1771685333488000,96,3,0
1771685333992000,1771685333992000,96,3,0
1771685334496000,1771685334496000,96,3,0
1771685335000000,1771685335000000,96,3,0
1771685335504000,1771685335504000,96,3,0
1771685336008000,1771685336008000,96,3,0
1771685336512000,1771685336512000,96,3,0
1771685337016000,1771685337016000,96,3,0
1771685337520000,1771685337520000,96,3,0
1771685338024000,1771685338024000,96,3,0
1771685338528000,1771685338528000,96,3,0
1771685339032000,1771685339032000,96,3,0
1771685339536000,1771685339536000,96,3,0
1771685340040000,1771685340040000,96,3,0
1771685340544000,1771685340544000,96,3,0
1771685341048000,1771685341048000,96,3,0
1771685341552000,1771685341552000,96,3,0
1771685342056000,1771685342056000,96,3,0
1771685342560000,1771685342560000,96,3,0
1771685343064000,1771685343064000,96,3,0
1771685343568000,1771685343568000,96,3,0
1771685344072000,1771685344072000,96,3,0
1771685344576000,1771685344576000,96,3,0
1771685345080000,1771685345080000,96,3,0
1771685345584000,1771685345584000,96,3,0
1771685346088000,1771685346088000,96,3,0
1771685346592000,1771685346592000,96,3,0
1771685347096000,1771685347096000,96,3,0
1771685347600000,1771685347600000,96,3,0
1771685348104000,1771685348104000,96,3,0
1771685348608000,1771685348608000,96,3,0
1771685349112000,1771685349112000,96,3,0
1771685349616000,1771685349616000,96,3,0
1771685350120000,1771685350120000,96,3,0
1771685350624000,1771685350624000,96,3,0
1771685351128000,1771685351128000,96,3,0
1771685351632000,1771685351632000,96,3,0
1771685352136000,1771685352136000,96,3,0
1771685352640000,1771685352640000,96,3,0
1771685353144000,1771685353144000,96,3,0
1771685353648000,1771685353648000,96,3,0
1771685354152000,1771685354152000,96,3,0
1771685354656000,1771685354656000,96,3,0
1771685355160000,1771685355160000,96,3,0
1771685355664000,1771685355664000,96,3,0
1771685356168000,1771685356168000,96,3,0
1771685356672000,1771685356672000,96,3,0
1771685357176000,1771685357176000,96,3,0
1771685357680000,1771685357680000,96,3,0
1771685358184000,1771685358184000,96,3,0
1771685358688000,1771685358688000,96,3,0
1771685359192000,1771685359192000,96,3,0
1771685359696000,1771685359696000,96,3,0
1771685360200000,1771685360200000,96,3,0
1771685360704000,1771685360704000,96,3,0
1771685361208000,1771685361208000,96,3,0
1771685361712000,1771685361712000,96,3,0
1771685362216000,1771685362216000,96,3,0
1771685362720000,1771685362720000,96,3,0
1771685363224000,1771685363224000,96,3,0
1771685363728000,1771685363728000,96,3,0
1771685364232000,1771685364232000,96,3,0
1771685364736000,1771685364736000,96,3,0
1771685365240000,1771685365240000,96,3,0
1771685365744000,1771685365744000,96,3,0
1771685366248000,1771685366248000,96,3,0
1771685366752000,1771685366752000,96,3,0
1771685367256000,1771685367256000,96,3,0
1771685367760000,1771685367760000,96,3,0
1771685368264000,1771685368264000,96,3,0
1771685368768000,1771685368768000,96,3,0
1771685369272000,1771685369272000,96,3,0
1771685369776000,1771685369776000,96,3,0
1771685370280000,1771685370280000,96,3,0
1771685370784000,1771685370784000,96,3,0
1771685371288000,1771685371288000,96,3,0
1771685371792000,1771685371792000,96,3,0
1771685372296000,1771685372296000,96,3,0
1771685372800000,1771685372800000,96,3,0
1771685373304000,1771685373304000,96,3,0
1771685373808000,1771685373808000,96,3,0
1771685374312000,1771685374312000,96,3,0
1771685374816000,1771685374816000,96,3,0
1771685375320000,1771685375320000,96,3,0
