timestamp,timestamp_sample,pub_timestamp,information_event_changes,publisher_id,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1771685325492000,1771684928340000,1771685325492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685326492000,1771684928340000,1771685326492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685327492000,1771684928340000,1771685327492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685328492000,1771684928340000,1771685328492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685329492000,1771684928340000,1771685329492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685330492000,1771684928340000,1771685330492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685331492000,1771684928340000,1771685331492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685332492000,1771684928340000,1771685332492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685333492000,1771684928340000,1771685333492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685334492000,1771684928340000,1771685334492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685335492000,1771684928340000,1771685335492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685336492000,1771684928340000,1771685336492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685337492000,1771684928340000,1771685337492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685338492000,1771684928340000,1771685338492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685339492000,1771684928340000,1771685339492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685340492000,1771684928340000,1771685340492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685341492000,1771684928340000,1771685341492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685342492000,1771684928340000,1771685342492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685343492000,1771684928340000,1771685343492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685344492000,1771684928340000,1771685344492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685345492000,1771684928340000,1771685345492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685346492000,1771684928340000,1771685346492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685347492000,1771684928340000,1771685347492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685348492000,1771684928340000,1771685348492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685349492000,1771684928340000,1771685349492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685350492000,1771684928340000,1771685350492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685351492000,1771684928340000,1771685351492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685352492000,1771684928340000,1771685352492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685353492000,1771684928340000,1771685353492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685354492000,1771684928340000,1771685354492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685355492000,1771684928340000,1771685355492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685356492000,1771684928340000,1771685356492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685357492000,1771684928340000,1771685357492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685358492000,1771684928340000,1771685358492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685359492000,1771684928340000,1771685359492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685360492000,1771684928340000,1771685360492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685361492000,1771684928340000,1771685361492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685362492000,1771684928340000,1771685362492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685363492000,1771684928340000,1771685363492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685364492000,1771684928340000,1771685364492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
