timestamp,pub_timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],publisher_id,quat_reset_counter
1771685326412000,1771685326412000,1771685326412000,-0.99999666,-0.001111142,0.0010018154,0.0020781502,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326416000,1771685326416000,1771685326416000,-0.99999666,-0.0010871815,0.0010116417,0.0020879598,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326420000,1771685326420000,1771685326420000,-0.9999968,-0.0010621566,0.0010150875,0.0020855134,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326424000,1771685326424000,1771685326424000,-0.9999968,-0.0010376903,0.0010100151,0.0020750465,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326428000,1771685326428000,1771685326428000,-0.9999968,-0.0010222917,0.0010038853,0.002075222,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326432000,1771685326432000,1771685326432000,-0.9999968,-0.0010095604,0.000998192,0.0020857353,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326436000,1771685326436000,1771685326436000,-0.9999968,-0.0010026672,0.0009983783,0.0020877267,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326440000,1771685326440000,1771685326440000,-0.9999968,-0.00101068,0.0010065874,0.0020822317,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326444000,1771685326444000,1771685326444000,-0.9999968,-0.0010160373,0.0010137204,0.0020820647,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326448000,1771685326448000,1771685326448000,-0.9999968,-0.0010134464,0.001012302,0.0020893316,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326452000,1771685326452000,1771685326452000,-0.9999967,-0.0010007503,0.0010076587,0.0021045948,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326456000,1771685326456000,1771685326456000,-0.9999967,-0.0009799561,0.0010003578,0.0021118934,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326460000,1771685326460000,1771685326460000,-0.9999968,-0.0009751056,0.0009979088,0.002094147,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326464000,1771685326464000,1771685326464000,-0.9999968,-0.0009713211,0.0010071659,0.0020838373,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326468000,1771685326468000,1771685326468000,-0.99999684,-0.00095371617,0.0010158359,0.0021001727,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326472000,1771685326472000,1771685326472000,-0.99999666,-0.0009457153,0.0010255827,0.002110069,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326476000,1771685326476000,1771685326476000,-0.9999968,-0.0009584687,0.0010359223,0.0021029008,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326480000,1771685326480000,1771685326480000,-0.9999967,-0.00097444764,0.0010414657,0.0020983578,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326484000,1771685326484000,1771685326484000,-0.9999967,-0.0009701939,0.0010474914,0.002101826,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326488000,1771685326488000,1771685326488000,-0.9999967,-0.0009542289,0.0010582799,0.0021052824,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326492000,1771685326492000,1771685326492000,-0.9999967,-0.0009451848,0.0010680228,0.002103404,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326496000,1771685326496000,1771685326496000,-0.9999968,-0.000952134,0.0010698154,0.0020880834,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326500000,1771685326500000,1771685326500000,-0.9999968,-0.0009723959,0.0010668535,0.0020604935,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326504000,1771685326504000,1771685326504000,-0.99999684,-0.0009803476,0.0010580244,0.0020377121,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326508000,1771685326508000,1771685326508000,-0.9999969,-0.0009765945,0.0010470329,0.0020229304,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326512000,1771685326512000,1771685326512000,-0.9999969,-0.00097550923,0.001045624,0.0020123878,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326516000,1771685326516000,1771685326516000,-0.9999969,-0.0009696246,0.0010500589,0.002007715,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326520000,1771685326520000,1771685326520000,-0.999997,-0.00097016373,0.0010454518,0.0019976748,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326524000,1771685326524000,1771685326524000,-0.99999696,-0.0009882852,0.0010360896,0.0019838826,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326528000,1771685326528000,1771685326528000,-0.99999696,-0.001020261,0.0010320788,0.0019673936,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326532000,1771685326532000,1771685326532000,-0.99999696,-0.0010591561,0.0010248967,0.0019402413,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326536000,1771685326536000,1771685326536000,-0.999997,-0.001086898,0.0010150162,0.0019210626,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326540000,1771685326540000,1771685326540000,-0.999997,-0.0010954727,0.0010082802,0.0019152226,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326544000,1771685326544000,1771685326544000,-0.999997,-0.0011003377,0.0009999373,0.0019066976,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326548000,1771685326548000,1771685326548000,-0.999997,-0.0011057238,0.0009995807,0.0019019094,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326552000,1771685326552000,1771685326552000,-0.999997,-0.0011047276,0.0010103785,0.0019098996,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326556000,1771685326556000,1771685326556000,-0.99999696,-0.0011080166,0.001009996,0.0019205364,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326560000,1771685326560000,1771685326560000,-0.99999696,-0.0011123006,0.0010043181,0.0019226545,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326564000,1771685326564000,1771685326564000,-0.99999696,-0.0011069693,0.0010092827,0.0019173371,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326568000,1771685326568000,1771685326568000,-0.9999971,-0.0011006367,0.0010126102,0.0019178529,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326572000,1771685326572000,1771685326572000,-0.999997,-0.0010996389,0.0010122175,0.0019199566,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326576000,1771685326576000,1771685326576000,-0.999997,-0.0011034406,0.0010150339,0.0019140469,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326580000,1771685326580000,1771685326580000,-0.99999696,-0.001106708,0.0010215718,0.0019134681,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326584000,1771685326584000,1771685326584000,-0.99999696,-0.0010929535,0.001028601,0.0019166137,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326588000,1771685326588000,1771685326588000,-0.9999971,-0.0010717469,0.0010292325,0.0019123032,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326592000,1771685326592000,1771685326592000,-0.999997,-0.0010718856,0.0010213758,0.0019122084,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326596000,1771685326596000,1771685326596000,-0.999997,-0.0010837433,0.0010130089,0.0019121012,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326600000,1771685326600000,1771685326600000,-0.999997,-0.0010849544,0.0010115437,0.0019119987,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326604000,1771685326604000,1771685326604000,-0.999997,-0.0010771296,0.0010052571,0.0019214876,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326608000,1771685326608000,1771685326608000,-0.99999714,-0.0010612397,0.0009878054,0.0019176826,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326612000,1771685326612000,1771685326612000,-0.99999714,-0.0010378654,0.0009778101,0.0019005766,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326616000,1771685326616000,1771685326616000,-0.99999714,-0.0010230248,0.0009837863,0.0019042385,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326620000,1771685326620000,1771685326620000,-0.9999971,-0.0010204547,0.0009918913,0.0019323914,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326624000,1771685326624000,1771685326624000,-0.99999714,-0.0010189821,0.0009909478,0.0019541301,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326628000,1771685326628000,1771685326628000,-0.99999696,-0.0010175303,0.0009703147,0.0019582713,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326632000,1771685326632000,1771685326632000,-0.999997,-0.0010214599,0.00093317486,0.001967142,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326636000,1771685326636000,1771685326636000,-0.9999971,-0.0010355096,0.0009013699,0.0019871944,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326640000,1771685326640000,1771685326640000,-0.999997,-0.0010516598,0.0008898184,0.0019966161,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326644000,1771685326644000,1771685326644000,-0.999997,-0.0010549923,0.0008915667,0.0019970085,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326648000,1771685326648000,1771685326648000,-0.999997,-0.0010562149,0.00089011964,0.0019915442,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326652000,1771685326652000,1771685326652000,-0.9999971,-0.0010707311,0.0008929764,0.0019706264,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326656000,1771685326656000,1771685326656000,-0.999997,-0.0010943048,0.0009091534,0.0019609064,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326660000,1771685326660000,1771685326660000,-0.99999696,-0.0011168285,0.0009295614,0.001976759,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326664000,1771685326664000,1771685326664000,-0.9999969,-0.0011206326,0.0009419598,0.0019942694,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326668000,1771685326668000,1771685326668000,-0.9999969,-0.0011015434,0.0009473931,0.0020075324,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326672000,1771685326672000,1771685326672000,-0.9999969,-0.0010846268,0.00094430946,0.002017866,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326676000,1771685326676000,1771685326676000,-0.999997,-0.0010767828,0.0009274073,0.0020175232,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326680000,1771685326680000,1771685326680000,-0.99999684,-0.0010657553,0.00091263134,0.0020134647,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326684000,1771685326684000,1771685326684000,-0.99999696,-0.0010605727,0.0009111685,0.002023264,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
1771685326688000,1771685326688000,1771685326688000,-0.9999969,-0.0010564805,0.000911294,0.0020426603,0.9999898,3.0922816e-11,3.9563016e-11,-0.004503153,160,4
