timestamp,pub_timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],publisher_id,gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1771685325732000,1771685325732000,1771685325580000,1310988,8.052394e-05,5.6033325e-05,-2.3512623e-05,0.15,1.4732773e-07,1.4720776e-07,3.127385e-07,1310988,-0.018020982,0.010859608,0.009282986,0.4,8.3834704e-05,9.7038705e-05,8.601591e-06,197388,0.000756455,-0.00046135628,-0.00035695784,0.5,1.3154845e-06,1.808359e-06,8.788146e-05,160,1,1,1,1,1,1
1771685326732000,1771685326732000,1771685326580000,1310988,9.771686e-05,5.812843e-05,-1.7508699e-05,0.15,1.4716029e-07,1.4703882e-07,3.1087242e-07,1310988,-0.018021645,0.01084828,0.009323633,0.4,8.390026e-05,9.709333e-05,8.601907e-06,197388,0.0007587963,-0.00046357364,-0.00035695988,0.5,1.3128838e-06,1.8078472e-06,8.788001e-05,160,1,1,1,1,1,1
1771685327732000,1771685327732000,1771685327580000,1310988,0.00012538584,6.362597e-05,-2.6856325e-05,0.15,1.4701976e-07,1.4689653e-07,3.0911946e-07,1310988,-0.018007671,0.010839924,0.009296613,0.4,8.396589e-05,9.714808e-05,8.602296e-06,197388,0.00076219626,-0.00046290382,-0.00036295326,0.5,1.3103381e-06,1.8073613e-06,8.7878565e-05,160,1,1,1,1,1,1
1771685328732000,1771685328732000,1771685328580000,1310988,0.00016308672,6.6626715e-05,-2.1000047e-05,0.15,1.4718367e-07,1.4709921e-07,3.0880105e-07,1310988,-0.01800599,0.010833066,0.009233821,0.4,8.4032064e-05,9.7209544e-05,8.602709e-06,197388,0.0007652727,-0.0004648329,-0.00036038272,0.5,1.3080107e-06,1.806953e-06,8.787729e-05,160,1,0,1,0,1,0
1771685329732000,1771685329732000,1771685329580000,1310988,0.00019760124,6.727322e-05,-2.722123e-05,0.15,1.4733034e-07,1.4733557e-07,3.0926284e-07,1310988,-0.017986858,0.010834211,0.009146612,0.4,8.409813e-05,9.728096e-05,8.599421e-06,197388,0.00076578226,-0.000463997,-0.00036820152,0.5,1.3055597e-06,1.8065679e-06,8.787592e-05,160,1,0,1,0,1,0
1771685330732000,1771685330732000,1771685330580000,1310988,0.00022036168,7.082362e-05,-3.354936e-05,0.15,1.4774821e-07,1.4780704e-07,3.097191e-07,1310988,-0.017975315,0.010835744,0.009015102,0.4,8.416424e-05,9.735225e-05,8.599827e-06,197388,0.0007636407,-0.00046252526,-0.0003769321,0.5,1.3031522e-06,1.8061903e-06,8.7870976e-05,160,1,0,1,0,1,0
1771685331732000,1771685331732000,1771685331580000,1310988,0.00024790064,7.21408e-05,-2.663829e-05,0.15,1.476905e-07,1.4777422e-07,3.1011646e-07,1310988,-0.017969608,0.01081499,0.008761818,0.4,8.422778e-05,9.741842e-05,8.600178e-06,197388,0.0007565001,-0.00046251516,-0.00037455963,0.5,1.3007186e-06,1.8057863e-06,8.786695e-05,160,1,0,1,0,1,0
1771685332548000,1771685332548000,1771685332396000,1310988,0.0002679941,7.064064e-05,-2.2865617e-05,0.15,1.4748868e-07,1.4756958e-07,3.115567e-07,1310988,-0.017958786,0.010796096,0.00864068,0.4,8.42763e-05,9.747044e-05,8.598719e-06,197388,0.0010589937,0.0018033218,-0.0009944325,0.5,0.0012513874,0.0018182666,0.0012718226,160,1,0,1,0,1,0
1771685332684000,1771685332684000,1771685332532000,1310988,0.0002687181,7.068454e-05,-2.2733066e-05,0.15,1.4775927e-07,1.4783473e-07,3.126259e-07,1310988,-0.017957093,0.010796001,0.008632401,0.4,8.428401e-05,9.74798e-05,8.600904e-06,197388,-0.0001234307,0.00055364764,-0.0037216528,0.5,0.0006285255,0.0016657113,0.00067364913,160,1,0,1,0,1,0
1771685332820000,1771685332820000,1771685332668000,1310988,0.00026988448,7.07295e-05,-2.2571381e-05,0.15,1.4762753e-07,1.476989e-07,3.1368816e-07,1310988,-0.017958742,0.010795156,0.008622905,0.4,8.4292966e-05,9.748912e-05,8.599385e-06,197388,-0.0001886345,0.00092729664,-0.0014932575,0.5,0.0004207318,0.0016264186,0.00047653215,160,1,0,1,0,1,0
