timestamp,pub_timestamp,control_power[0],control_power[1],control_power[2],publisher_id
1771685326268000,1771685326268000,4.948064e-06,4.5505776e-06,4.0487325e-08,39
1771685326768000,1771685326768000,5.861461e-06,4.033907e-06,1.2587138e-07,39
1771685327268000,1771685327268000,5.0820563e-06,4.9172017e-06,5.2071762e-08,39
1771685327768000,1771685327768000,1.80599e-05,4.4536323e-06,1.5154097e-07,39
1771685328268000,1771685328268000,3.082824e-05,3.9086663e-06,2.771762e-07,39
1771685328768000,1771685328768000,6.5866516e-05,4.95545e-06,1.4981791e-07,39
1771685329268000,1771685329268000,0.00011468917,3.432451e-06,5.5427375e-08,39
1771685329768000,1771685329768000,0.00016884762,4.475276e-06,5.9988515e-08,39
1771685330268000,1771685330268000,0.00020019102,7.3532287e-06,1.1504013e-07,39
1771685330768000,1771685330768000,6.4614705e-06,4.354696e-06,5.7067943e-08,39
1771685331268000,1771685331268000,8.794246e-06,1.0406716e-05,7.7035914e-08,39
1771685331768000,1771685331768000,5.411773e-06,1.146947e-05,7.82254e-08,39
1771685332268000,1771685332268000,6.414433e-06,1.26575105e-05,1.975608e-07,39
1771685332768000,1771685332768000,6.4591636e-06,1.074768e-05,7.601286e-08,39
1771685333268000,1771685333268000,6.303164e-06,8.532152e-06,9.2330666e-08,39
1771685333768000,1771685333768000,6.1502515e-06,1.0925098e-05,2.9705916e-07,39
1771685334268000,1771685334268000,4.102752e-06,5.489105e-06,4.1597835e-07,39
1771685334768000,1771685334768000,5.021015e-06,1.3225274e-05,1.5701893e-07,39
1771685335268000,1771685335268000,3.835331e-06,5.8616342e-06,4.054741e-08,39
1771685335768000,1771685335768000,3.887579e-06,7.878503e-06,2.1232913e-07,39
1771685336268000,1771685336268000,6.110972e-06,7.890095e-06,2.1460332e-07,39
1771685336768000,1771685336768000,5.106086e-06,8.349067e-06,7.838047e-08,39
1771685337268000,1771685337268000,4.9933465e-06,4.606947e-06,1.9755855e-07,39
1771685337768000,1771685337768000,4.6349446e-06,1.1150628e-05,1.3236019e-06,39
1771685338268000,1771685338268000,1.109121e-05,7.894743e-06,2.3462465e-07,39
1771685338768000,1771685338768000,8.373986e-06,5.1363477e-06,1.7786728e-07,39
1771685339268000,1771685339268000,6.1827427e-06,1.1187709e-05,3.703803e-07,39
1771685339768000,1771685339768000,4.864087e-06,1.0221237e-05,1.6468078e-07,39
1771685340268000,1771685340268000,7.96365e-06,5.4177763e-06,5.7561667e-08,39
1771685340768000,1771685340768000,4.4576295e-06,8.592503e-06,1.7540886e-07,39
1771685341268000,1771685341268000,4.651148e-06,1.4501106e-05,5.0197627e-08,39
1771685341768000,1771685341768000,4.5401334e-06,7.5635503e-06,1.0805593e-07,39
1771685342268000,1771685342268000,6.367053e-06,9.597787e-06,7.2155495e-07,39
1771685342768000,1771685342768000,6.5965332e-06,1.0229041e-05,2.8919168e-08,39
1771685343268000,1771685343268000,5.6316394e-06,1.3653761e-05,2.829653e-07,39
1771685343768000,1771685343768000,4.3794644e-06,1.2634383e-05,1.8080355e-07,39
1771685344268000,1771685344268000,3.1216593e-06,5.867547e-06,3.1371013e-07,39
1771685344768000,1771685344768000,6.176738e-06,1.114675e-05,4.392335e-07,39
1771685345268000,1771685345268000,9.72859e-06,9.769e-06,5.819185e-07,39
1771685345768000,1771685345768000,4.872898e-06,1.0327262e-05,5.3696823e-07,39
1771685346268000,1771685346268000,3.942454e-06,1.0140051e-05,2.6805293e-07,39
1771685346768000,1771685346768000,4.3234995e-06,1.1672291e-05,3.9303058e-07,39
1771685347268000,1771685347268000,4.4644394e-06,5.0518156e-06,2.3651414e-07,39
1771685347768000,1771685347768000,5.048968e-06,6.408515e-06,1.4188379e-07,39
1771685348268000,1771685348268000,7.6385495e-06,6.0565867e-06,1.8139205e-07,39
1771685348768000,1771685348768000,4.719611e-06,9.877064e-06,8.3693685e-08,39
1771685349268000,1771685349268000,5.0666886e-06,7.1911004e-06,1.8569662e-07,39
1771685349768000,1771685349768000,9.662818e-06,4.179608e-06,3.479258e-07,39
1771685350268000,1771685350268000,3.9100905e-06,4.8752822e-06,4.5046033e-07,39
1771685350768000,1771685350768000,3.6527545e-06,6.557391e-06,5.3319155e-08,39
1771685351268000,1771685351268000,5.9104173e-06,1.1142614e-05,1.1776455e-07,39
1771685351768000,1771685351768000,8.007629e-06,1.3271222e-05,1.02857605e-07,39
1771685352268000,1771685352268000,8.256974e-05,1.9343117e-05,0.00045638363,39
1771685352768000,1771685352768000,7.346977e-05,2.674801e-05,0.0006283806,39
1771685353268000,1771685353268000,7.936893e-05,2.1496478e-05,0.0010663948,39
1771685353768000,1771685353768000,7.781766e-05,2.114191e-05,0.000670737,39
1771685354268000,1771685354268000,5.311341e-05,1.7909484e-05,9.2591676e-05,39
1771685354768000,1771685354768000,1.8694163e-05,3.254467e-05,5.3056505e-05,39
1771685355268000,1771685355268000,6.2226686e-06,1.9647057e-05,1.7461498e-05,39
1771685355768000,1771685355768000,5.35741e-06,2.4535617e-05,4.4727935e-06,39
1771685356268000,1771685356268000,8.219724e-06,2.2979415e-05,1.2137035e-06,39
1771685356768000,1771685356768000,9.24451e-06,1.8717492e-05,1.9920648e-07,39
1771685357268000,1771685357268000,4.699624e-06,1.6452228e-05,3.2539205e-07,39
1771685357768000,1771685357768000,6.001542e-06,1.5598085e-05,3.515824e-07,39
1771685358268000,1771685358268000,6.657912e-06,1.662368e-05,4.9357823e-08,39
1771685358768000,1771685358768000,6.974798e-06,1.998294e-05,1.7416023e-07,39
1771685359268000,1771685359268000,6.7555193e-06,2.020234e-05,4.260834e-07,39
1771685359768000,1771685359768000,6.150257e-06,2.2340886e-05,1.7826902e-07,39
1771685360268000,1771685360268000,4.5874335e-06,1.9108516e-05,1.7412025e-07,39
1771685360768000,1771685360768000,6.0594775e-06,2.1361853e-05,3.4173638e-07,39
1771685361268000,1771685361268000,7.7766e-06,1.5819347e-05,1.04390075e-07,39
