timestamp,pub_timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],publisher_id,calibration_count
1771685326412000,1771685326412000,1771685326412000,197388,0.21392015,0.015588974,0.42924887,126,0
1771685326544000,1771685326544000,1771685326480000,197388,0.21676524,0.010950651,0.42910308,126,0
1771685326548000,1771685326548000,1771685326548000,197388,0.22395258,0.008682933,0.42497167,126,0
1771685326680000,1771685326680000,1771685326616000,197388,0.21624692,0.009795173,0.42830533,126,0
1771685326684000,1771685326684000,1771685326684000,197388,0.21744965,0.009735779,0.41826308,126,0
1771685326816000,1771685326816000,1771685326752000,197388,0.21757981,0.011913394,0.42963013,126,0
1771685326820000,1771685326820000,1771685326820000,197388,0.22437224,0.0020997468,0.41874233,126,0
1771685326952000,1771685326952000,1771685326888000,197388,0.2156083,0.011662585,0.42905208,126,0
1771685326956000,1771685326956000,1771685326956000,197388,0.21923605,0.0042820214,0.426195,126,0
1771685327088000,1771685327088000,1771685327024000,197388,0.21820416,0.010785087,0.4286689,126,0
1771685327092000,1771685327092000,1771685327092000,197388,0.21949744,0.0144251045,0.4277633,126,0
1771685327224000,1771685327224000,1771685327160000,197388,0.21802814,0.009715494,0.42847365,126,0
1771685327228000,1771685327228000,1771685327228000,197388,0.22020562,0.011461903,0.42195007,126,0
1771685327360000,1771685327360000,1771685327296000,197388,0.21617524,0.009481125,0.42738324,126,0
1771685327364000,1771685327364000,1771685327364000,197388,0.20887455,0.011185825,0.43042958,126,0
1771685327496000,1771685327496000,1771685327432000,197388,0.21571894,0.01075609,0.42981133,126,0
1771685327500000,1771685327500000,1771685327500000,197388,0.21642601,0.0119785825,0.4325702,126,0
1771685327632000,1771685327632000,1771685327568000,197388,0.21680023,0.011557098,0.42984787,126,0
1771685327636000,1771685327636000,1771685327636000,197388,0.22372094,0.0077961176,0.4309638,126,0
1771685327768000,1771685327768000,1771685327704000,197388,0.21686207,0.01116544,0.42791885,126,0
1771685327772000,1771685327772000,1771685327772000,197388,0.21988085,0.0103409765,0.42780897,126,0
1771685327904000,1771685327904000,1771685327840000,197388,0.21598119,0.010974904,0.42824724,126,0
1771685327908000,1771685327908000,1771685327908000,197388,0.21339305,0.009052399,0.43505105,126,0
1771685328040000,1771685328040000,1771685327976000,197388,0.21709216,0.012047392,0.42845106,126,0
1771685328044000,1771685328044000,1771685328044000,197388,0.22382301,0.008258905,0.43422976,126,0
1771685328176000,1771685328176000,1771685328112000,197388,0.21553312,0.008676546,0.42928243,126,0
1771685328180000,1771685328180000,1771685328180000,197388,0.21382718,0.015899882,0.42768976,126,0
1771685328312000,1771685328312000,1771685328248000,197388,0.2152302,0.011187012,0.42929637,126,0
1771685328316000,1771685328316000,1771685328316000,197388,0.21205746,0.012480591,0.42885083,126,0
1771685328448000,1771685328448000,1771685328384000,197388,0.21770187,0.010992697,0.429341,126,0
1771685328452000,1771685328452000,1771685328452000,197388,0.21892802,0.006888957,0.4288839,126,0
1771685328584000,1771685328584000,1771685328520000,197388,0.21615498,0.011060493,0.42994708,126,0
1771685328588000,1771685328588000,1771685328588000,197388,0.21396518,0.006122699,0.42793295,126,0
1771685328720000,1771685328720000,1771685328656000,197388,0.21817054,0.009868709,0.42797637,126,0
1771685328724000,1771685328724000,1771685328724000,197388,0.22114472,0.0078106453,0.4198231,126,0
1771685328856000,1771685328856000,1771685328792000,197388,0.21584632,0.010325917,0.42907605,126,0
1771685328860000,1771685328860000,1771685328860000,197388,0.22137985,0.011364046,0.41426605,126,0
1771685328992000,1771685328992000,1771685328928000,197388,0.21593846,0.009342681,0.43043655,126,0
1771685328996000,1771685328996000,1771685328996000,197388,0.21202962,0.0114673795,0.4209415,126,0
1771685329128000,1771685329128000,1771685329064000,197388,0.21698658,0.010688897,0.4277622,126,0
1771685329132000,1771685329132000,1771685329132000,197388,0.21867609,0.011123997,0.42429855,126,0
1771685329264000,1771685329264000,1771685329200000,197388,0.21701655,0.011941179,0.42950487,126,0
1771685329268000,1771685329268000,1771685329268000,197388,0.21387756,0.009177521,0.43491313,126,0
1771685329400000,1771685329400000,1771685329336000,197388,0.21626318,0.009396818,0.4283458,126,0
1771685329404000,1771685329404000,1771685329404000,197388,0.22136147,0.0012619878,0.42156342,126,0
1771685329536000,1771685329536000,1771685329472000,197388,0.21530284,0.010929904,0.4272321,126,0
1771685329540000,1771685329540000,1771685329540000,197388,0.21073584,0.010483046,0.43478227,126,0
1771685329672000,1771685329672000,1771685329608000,197388,0.21565178,0.0113723865,0.42941087,126,0
1771685329676000,1771685329676000,1771685329676000,197388,0.22140281,0.009026541,0.42420316,126,0
1771685329808000,1771685329808000,1771685329744000,197388,0.21542571,0.010653218,0.42875555,126,0
1771685329812000,1771685329812000,1771685329812000,197388,0.21458879,0.011715095,0.42676264,126,0
1771685329944000,1771685329944000,1771685329880000,197388,0.2160572,0.010331877,0.4303091,126,0
1771685329948000,1771685329948000,1771685329948000,197388,0.22118181,0.014452478,0.42139414,126,0
1771685330080000,1771685330080000,1771685330016000,197388,0.21649386,0.009289614,0.42872453,126,0
1771685330084000,1771685330084000,1771685330084000,197388,0.21275757,0.0045283227,0.4275986,126,0
1771685330216000,1771685330216000,1771685330152000,197388,0.2159603,0.009763361,0.4291115,126,0
1771685330220000,1771685330220000,1771685330220000,197388,0.21751642,0.0039537223,0.42646122,126,0
1771685330352000,1771685330352000,1771685330288000,197388,0.21669357,0.0071516973,0.42842066,126,0
1771685330356000,1771685330356000,1771685330356000,197388,0.21746734,0.00025256557,0.4282614,126,0
1771685330488000,1771685330488000,1771685330424000,197388,0.2183772,0.0033839336,0.42890006,126,0
1771685330492000,1771685330492000,1771685330492000,197388,0.2064795,0.0013822642,0.4385503,126,0
1771685330624000,1771685330624000,1771685330560000,197388,0.21574514,0.0024276874,0.42856973,126,0
1771685330628000,1771685330628000,1771685330628000,197388,0.21133642,0.0017047868,0.42620286,126,0
1771685330760000,1771685330760000,1771685330696000,197388,0.21567342,0.007648461,0.4298038,126,0
1771685330764000,1771685330764000,1771685330764000,197388,0.21707456,0.017463418,0.4456368,126,0
1771685330896000,1771685330896000,1771685330832000,197388,0.21563946,0.0099798655,0.43093085,126,0
1771685330900000,1771685330900000,1771685330900000,197388,0.20814355,0.0061156075,0.43433002,126,0
1771685331032000,1771685331032000,1771685330968000,197388,0.21505001,0.013272584,0.43084925,126,0
