timestamp,pub_timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],publisher_id,quat_reset_counter
1771685326408000,1771685326408000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326416000,1771685326416000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326424000,1771685326424000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326432000,1771685326432000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326440000,1771685326440000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326448000,1771685326448000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326456000,1771685326456000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326464000,1771685326464000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326472000,1771685326472000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326480000,1771685326480000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326488000,1771685326488000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326496000,1771685326496000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326504000,1771685326504000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326512000,1771685326512000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326520000,1771685326520000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326528000,1771685326528000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326536000,1771685326536000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326544000,1771685326544000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326552000,1771685326552000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326560000,1771685326560000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326568000,1771685326568000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326576000,1771685326576000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326584000,1771685326584000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326592000,1771685326592000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
1771685326600000,1771685326600000,0,0.9999963,-0.0005201621,-0.0017824937,-0.0019969647,0.0,0.0,0.0,0.0,25,0
