timestamp,pub_timestamp,id,event_sequence,publisher_id,arguments[0],arguments[1],arguments[2],arguments[3],arguments[4],arguments[5],arguments[6],arguments[7],arguments[8],arguments[9],arguments[10],arguments[11],arguments[12],arguments[13],arguments[14],arguments[15],arguments[16],arguments[17],arguments[18],arguments[19],arguments[20],arguments[21],arguments[22],arguments[23],arguments[24],log_levels
1771685324896000,1771685324896000,27825120,77,0,0,0,0,16,0,128,0,0,0,176,59,127,128,176,59,127,128,0,0,0,0,0,0,0,0,136
1771685324896000,1771685324896000,17154777,78,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685324896000,1771685324896000,19865031,79,0,0,64,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1771685324896000,1771685324896000,17231145,80,0,255,255,255,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1771685324896000,1771685324896000,18691879,81,0,0,10,29,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
1771685326408000,1771685326408000,26266355,82,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685326412000,1771685326412000,17980399,83,0,234,7,2,21,14,48,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685326432000,1771685326432000,32375217,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685326432000,1771685326432000,24986204,85,0,8,1,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685326972000,1771685326972000,27825120,86,0,0,0,0,16,0,128,0,0,0,184,59,127,128,184,59,127,128,0,0,0,0,0,0,0,0,136
1771685326972000,1771685326972000,19865031,87,0,0,64,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1771685326972000,1771685326972000,17231145,88,0,255,255,255,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1771685326972000,1771685326972000,18691879,89,0,0,10,29,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
1771685328244000,1771685328244000,21054825,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685437564000,1771685437564000,22161044,91,0,19,2,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685480052000,1771685480052000,16962474,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685517472000,1771685517472000,26622124,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
1771685519476000,1771685519476000,32794487,94,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
