timestamp,pub_timestamp,time_estimate,safe_time_estimate,publisher_id,valid
1771685324548000,1771685324548000,0.0,0.0,96,0
1771685326588000,1771685326588000,0.0,0.0,96,0
1771685328604000,1771685328604000,0.12833473,100.14117,96,1
1771685330620000,1771685330620000,0.10555513,100.11611,96,1
1771685332636000,1771685332636000,1.3391862,101.47311,96,1
1771685334652000,1771685334652000,3.2264085,103.54905,96,1
1771685336668000,1771685336668000,5.2289343,105.75183,96,1
1771685338684000,1771685338684000,7.3168945,108.048584,96,1
1771685340700000,1771685340700000,11.11256,112.223816,96,1
1771685342716000,1771685342716000,15.107296,116.61803,96,1
1771685344732000,1771685344732000,19.119371,121.03131,96,1
1771685346748000,1771685346748000,23.126537,125.43919,96,1
1771685348764000,1771685348764000,26.451736,129.09691,96,1
1771685350780000,1771685350780000,27.86759,130.65436,96,1
1771685352796000,1771685352796000,28.487978,131.33678,96,1
1771685354812000,1771685354812000,30.226116,133.24873,96,1
1771685356828000,1771685356828000,32.25883,135.48471,96,1
1771685358844000,1771685358844000,34.22175,137.64392,96,1
1771685360860000,1771685360860000,36.243256,139.86758,96,1
1771685362876000,1771685362876000,38.266525,142.09317,96,1
1771685364892000,1771685364892000,40.296177,144.32579,96,1
1771685366908000,1771685366908000,42.320896,146.55298,96,1
1771685368924000,1771685368924000,44.34214,148.77635,96,1
1771685370940000,1771685370940000,46.364697,151.00116,96,1
1771685372956000,1771685372956000,48.392227,153.23145,96,1
1771685374972000,1771685374972000,50.4223,155.46454,96,1
1771685376988000,1771685376988000,52.44163,157.68579,96,1
1771685379004000,1771685379004000,54.455555,159.90111,96,1
1771685381020000,1771685381020000,56.47816,162.12598,96,1
1771685383036000,1771685383036000,58.499348,164.34927,96,1
1771685385052000,1771685385052000,60.521942,166.57413,96,1
1771685387068000,1771685387068000,62.55395,168.80936,96,1
1771685389084000,1771685389084000,64.57672,171.0344,96,1
1771685391100000,1771685391100000,66.602776,173.26306,96,1
1771685393116000,1771685393116000,68.62565,175.48822,96,1
1771685395132000,1771685395132000,70.635376,177.69891,96,1
1771685397148000,1771685397148000,72.66366,179.93002,96,1
1771685399164000,1771685399164000,74.6866,182.15526,96,1
1771685401180000,1771685401180000,76.061966,183.66817,96,1
1771685403196000,1771685403196000,76.18792,183.80672,96,1
1771685405212000,1771685405212000,75.3451,182.87961,96,1
1771685407228000,1771685407228000,74.352745,181.78802,96,1
1771685409244000,1771685409244000,73.36524,180.70177,96,1
1771685411260000,1771685411260000,72.44119,179.6853,96,1
1771685413276000,1771685413276000,71.57584,178.73343,96,1
1771685415292000,1771685415292000,70.79029,177.86932,96,1
1771685417308000,1771685417308000,70.09636,177.10599,96,1
1771685419324000,1771685419324000,69.48777,176.43655,96,1
1771685421340000,1771685421340000,68.97451,175.87196,96,1
1771685423356000,1771685423356000,68.554214,175.40964,96,1
1771685425372000,1771685425372000,68.22324,175.04556,96,1
1771685427388000,1771685427388000,67.99798,174.79778,96,1
1771685429404000,1771685429404000,67.876724,174.6644,96,1
1771685431420000,1771685431420000,67.87661,174.66428,96,1
1771685433436000,1771685433436000,67.95867,174.75455,96,1
1771685435452000,1771685435452000,68.14169,174.95587,96,1
1771685437468000,1771685437468000,68.2815,175.10965,96,1
1771685439476000,1771685439476000,68.1546,174.97006,96,1
1771685441492000,1771685441492000,66.45903,173.10493,96,1
1771685443508000,1771685443508000,64.46643,170.91309,96,1
1771685445524000,1771685445524000,62.521687,168.77386,96,1
1771685447540000,1771685447540000,60.49777,166.54755,96,1
1771685449556000,1771685449556000,58.46883,164.3157,96,1
1771685451572000,1771685451572000,56.45045,162.09549,96,1
1771685453588000,1771685453588000,54.459568,159.90552,96,1
1771685455604000,1771685455604000,52.432842,157.67613,96,1
1771685457620000,1771685457620000,50.416172,155.4578,96,1
1771685459636000,1771685459636000,48.41197,153.25317,96,1
1771685461652000,1771685461652000,46.39796,151.03775,96,1
1771685463668000,1771685463668000,44.376476,148.81412,96,1
1771685465684000,1771685465684000,42.34922,146.58414,96,1
1771685467700000,1771685467700000,40.342953,144.37726,96,1
1771685469716000,1771685469716000,38.321865,142.15405,96,1
1771685471732000,1771685471732000,36.30778,139.93857,96,1
1771685473748000,1771685473748000,34.29195,137.72115,96,1
1771685475764000,1771685475764000,32.27209,135.4993,96,1
1771685477780000,1771685477780000,30.280497,133.30855,96,1
1771685479796000,1771685479796000,29.12307,132.03537,96,1
1771685481812000,1771685481812000,27.567648,130.32442,96,1
1771685483828000,1771685483828000,25.58254,128.1408,96,1
1771685485844000,1771685485844000,23.580994,125.939095,96,1
1771685487860000,1771685487860000,21.572897,123.73019,96,1
1771685489876000,1771685489876000,19.558777,121.514656,96,1
1771685491892000,1771685491892000,17.553488,119.30884,96,1
1771685493908000,1771685493908000,15.569397,117.126335,96,1
1771685495924000,1771685495924000,13.578593,114.936455,96,1
1771685497940000,1771685497940000,11.56899,112.72589,96,1
1771685499956000,1771685499956000,9.558064,110.51387,96,1
1771685501972000,1771685501972000,7.5782065,108.33603,96,1
1771685503988000,1771685503988000,5.681193,106.24931,96,1
1771685506004000,1771685506004000,4.235331,104.65887,96,1
1771685508020000,1771685508020000,3.1837158,103.50209,96,1
1771685510036000,1771685510036000,2.2680054,102.494804,96,1
1771685512052000,1771685512052000,1.3333334,101.46667,96,1
1771685514068000,1771685514068000,0.3928833,100.432175,96,1
1771685516084000,1771685516084000,0.15390015,100.16929,96,1
1771685518108000,1771685518108000,0.0,0.0,96,0
1771685520132000,1771685520132000,0.0,0.0,96,0
