timestamp,timestamp_sample,pub_timestamp,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],publisher_id,estimator_instance,innovation_rejected,fused
1771685326396000,1771685326242000,0,1771685326244000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.00028110138,0.014564086,-0.023382291,-0.0020472107,0.009930115,-0.015655464,0.093338326,0.09335082,0.20496716,3.386304e-08,9.088837e-05,0.00010669642,-5.6697986e-06,5.1140316e-05,-5.0807026e-05,0,0,0,1
1771685326452000,1771685326294000,0,1771685326300000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0002694295,0.014586488,-0.024887718,-0.0018289764,0.010368759,-0.016525168,0.09335107,0.09336374,0.20497136,3.110505e-08,9.115556e-05,0.00012087514,-5.132757e-06,5.490987e-05,-5.7407648e-05,0,0,0,1
1771685326500000,1771685326346000,0,1771685326348000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0006218751,0.013931279,-0.025925726,-0.0017152639,0.010704359,-0.017410727,0.09333806,0.09335068,0.20496716,1.6573246e-07,8.316192e-05,0.00013117092,-4.664849e-06,5.7571295e-05,-6.435636e-05,0,0,0,1
1771685326556000,1771685326398000,0,1771685326404000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.00028246976,0.013758314,-0.026303865,-0.0015802905,0.01099205,-0.018248487,0.09335155,0.09336394,0.20497136,3.4188684e-08,8.10982e-05,0.00013502245,-4.2286274e-06,5.97876e-05,-7.101331e-05,0,0,0,1
1771685326604000,1771685326450000,0,1771685326452000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.00020656551,0.014985513,-0.026808448,-0.0014508816,0.011368246,-0.01905486,0.09333859,0.093351,0.20496716,1.8285819e-08,9.622418e-05,0.00014025523,-3.832001e-06,6.322003e-05,-7.75361e-05,0,0,0,1
1771685326660000,1771685326502000,0,1771685326508000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,7.6222306e-05,0.014841596,-0.026699595,-0.0013070239,0.0116954455,-0.019775016,0.09335099,0.09336358,0.20497136,2.4894604e-09,9.437212e-05,0.00013911571,-3.4707807e-06,6.615465e-05,-8.333707e-05,0,0,0,1
1771685326708000,1771685326554000,0,1771685326556000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0016326268,0.014983921,-0.026606917,-0.0010301003,0.0120052295,-0.020418601,0.09333776,0.093350485,0.20496716,1.1422902e-06,9.6204276e-05,0.00013815443,-3.036216e-06,6.898541e-05,-8.850102e-05,0,0,0,1
1771685326764000,1771685326606000,0,1771685326612000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.002704278,0.014511475,-0.026859045,-0.000678311,0.012241325,-0.02102531,0.09335025,0.09336323,0.20497136,3.1336265e-06,9.0220914e-05,0.00014078227,-2.4549988e-06,7.098586e-05,-9.342607e-05,0,0,0,1
1771685326812000,1771685326658000,0,1771685326660000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0025509319,0.014229235,-0.02799929,-0.00037410692,0.012428592,-0.02168228,0.093338445,0.09335102,0.20496716,2.7886704e-06,8.6756896e-05,0.00015299236,-1.96103e-06,7.2471536e-05,-9.903739e-05,0,0,0,1
1771685326868000,1771685326710000,0,1771685326716000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0029608945,0.0145347705,-0.027409367,-5.9940096e-05,0.012627,-0.022221787,0.093350776,0.093363546,0.20497136,3.7565392e-06,9.051051e-05,0.00014661043,-1.4224183e-06,7.417086e-05,-0.000103518905,0,0,0,1
