timestamp,pub_timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,publisher_id,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1771685326408000,1771685326408000,0.0015706348,1.1641532e-10,-7.275958e-12,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326416000,1771685326416000,0.0023696981,0.0009165539,0.00016586974,0.0,0.0,0.0,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326424000,1771685326424000,0.0005466018,-1.7462298e-10,0.0001333952,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326432000,1771685326432000,1.1641532e-10,3.6379788e-11,1.4551915e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326440000,1771685326440000,-0.0036643867,0.0010078416,0.00011742843,0.0,0.0,1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326448000,1771685326448000,-0.0022698645,0.00017327361,0.00010839718,0.0,0.0,0.0,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326456000,1771685326456000,0.00017642393,2.910383e-11,4.3655746e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326464000,1771685326464000,-0.0012194088,0.0008310925,9.187566e-05,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326472000,1771685326472000,-0.00028793595,0.0016288396,0.00014273284,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326480000,1771685326480000,-0.0047334675,0.0005025541,0.0001246176,0.0,0.0,0.0,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326488000,1771685326488000,0.0008549497,0.00064296764,0.0001205922,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326496000,1771685326496000,-0.0012713097,0.0,-7.275958e-12,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326504000,1771685326504000,-0.0028400957,5.820766e-11,-7.2759576e-11,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326512000,1771685326512000,2.910383e-11,2.910383e-11,-5.820766e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326520000,1771685326520000,-0.0006182471,7.204665e-05,-0.00033301083,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326528000,1771685326528000,-0.004632111,-1.1641532e-10,-0.00042257522,0.0,0.0,0.0,0,27,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326536000,1771685326536000,-0.0039620316,1.891749e-10,-0.00059732544,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326544000,1771685326544000,2.910383e-11,0.0,-1.1641532e-10,0.0,0.0,0.0,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326552000,1771685326552000,0.00024785215,0.0017285491,-0.00057855854,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326560000,1771685326560000,-0.0005069911,-1.1641532e-10,-0.0004416081,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326568000,1771685326568000,2.2791442e-05,0.00035699015,-0.0004114814,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326576000,1771685326576000,-0.001724105,5.0047878e-05,-0.000386641,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326584000,1771685326584000,-0.00010053924,0.00085729035,-0.00035695237,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326592000,1771685326592000,7.2759576e-11,4.5474735e-13,-8.731149e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326600000,1771685326600000,-0.0015484507,2.910383e-11,-0.00030586025,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326608000,1771685326608000,1.0936928e-05,1.1641532e-10,-0.00024364128,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326616000,1771685326616000,0.0014010653,0.00045167026,-0.00029388594,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326624000,1771685326624000,-0.002350001,0.0009112628,-7.7274475e-05,0.0,0.0,0.0,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326632000,1771685326632000,-0.002573131,-0.0029763,4.3662938e-05,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326640000,1771685326640000,-0.003681501,0.0,0.00016638145,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326648000,1771685326648000,-0.0010794413,0.001915453,0.00016226323,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326656000,1771685326656000,-0.0041840523,0.002677238,2.9689186e-06,0.0,0.0,0.0,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326664000,1771685326664000,-0.0021931927,0.0022587508,9.240371e-05,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326672000,1771685326672000,0.0011856612,3.4447112e-11,0.00023243231,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326680000,1771685326680000,0.0002457368,-0.0008907404,0.00021723265,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326688000,1771685326688000,-0.001456528,0.000138829,0.00027254806,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771685326696000,1771685326696000,3.4924597e-10,-5.820766e-11,-5.820766e-11,0.0,0.0,0.0,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771685326704000,1771685326704000,-0.0015402077,0.00086504174,0.00021523118,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
