timestamp,timestamp_sample,pub_timestamp,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],publisher_id,estimator_instance,innovation_rejected,fused
1771685326396000,1771685326242000,0,1771685326244000,47.397741599999996,8.5455937,0,0.25,0.25,-0.013928785,0.006788962,-0.007406029,0.0055294707,0.25747946,0.25748792,3.0140043e-05,7.159948e-06,-1.8406969e-05,1.3257003e-05,0,0,0,1
1771685326452000,1771685326294000,0,1771685326300000,47.397741599999996,8.5455937,0,0.25,0.25,-0.013618916,0.006879512,-0.007991301,0.0056566484,0.2575054,0.257514,2.8811031e-05,7.3514743e-06,-1.9387062e-05,1.2700685e-05,0,0,0,1
1771685326500000,1771685326346000,0,1771685326348000,47.397741599999996,8.5455939,0,0.25,0.25,-0.013250274,-0.008250446,-0.008486711,0.0043465598,0.25747922,0.2574878,2.727517e-05,1.0574459e-05,-2.0130145e-05,1.0508099e-05,0,0,0,1
1771685326556000,1771685326398000,0,1771685326404000,47.397741599999996,8.5455939,0,0.25,0.25,-0.012865394,-0.007716544,-0.008899196,0.0032101804,0.25750557,0.2575141,2.5711035e-05,9.24921e-06,-2.065588e-05,8.646903e-06,0,0,0,1
1771685326604000,1771685326450000,0,1771685326452000,47.397741599999996,8.5455939,0,0.25,0.25,-0.012519917,-0.007238221,-0.009240279,0.0022259108,0.25747943,0.25748795,2.4351199e-05,8.13892e-06,-2.1003989e-05,7.0656292e-06,0,0,0,1
1771685326660000,1771685326502000,0,1771685326508000,47.397741599999996,8.545593799999999,0,0.25,0.25,-0.0121523915,0.00082076417,-0.009514608,0.002093542,0.25750536,0.25751403,2.2940201e-05,1.0463955e-07,-2.1186386e-05,6.409884e-06,0,0,0,1
1771685326708000,1771685326554000,0,1771685326556000,47.397741499999995,8.545593499999999,0,0.25,0.25,-0.00049926294,0.023615666,-0.008665336,0.004120989,0.2574792,0.2574878,3.872367e-08,8.6637054e-05,-1.9194214e-05,1.3967516e-05,0,0,0,1
1771685326764000,1771685326606000,0,1771685326612000,47.397741599999996,8.5455936,0,0.25,0.25,-0.011586098,0.015671836,-0.008940481,0.005209112,0.25750512,0.2575139,2.0852038e-05,3.8150396e-05,-1.9350386e-05,1.6245613e-05,0,0,0,1
1771685326812000,1771685326658000,0,1771685326660000,47.397741499999995,8.545593799999999,0,0.25,0.25,-6.634735e-05,0.00028238128,-0.008104512,0.0047449996,0.25747943,0.25748795,6.838558e-10,1.23872494e-08,-1.7527587e-05,1.47163955e-05,0,0,0,1
1771685326868000,1771685326710000,0,1771685326716000,47.3977417,8.5455939,0,0.25,0.25,-0.022259649,-0.0069735176,-0.009437967,0.003641081,0.25750536,0.25751403,7.696802e-05,7.5537546e-06,-2.312705e-05,1.2618482e-05,0,0,0,1
1771685326916000,1771685326762000,0,1771685326764000,47.397741499999995,8.545594,0,0.25,0.25,0.0007871105,-0.014144221,-0.008474736,0.0019656536,0.25747916,0.25748783,9.624747e-08,3.1078594e-05,-2.0939347e-05,8.502091e-06,0,0,0,1
1771685326972000,1771685326814000,0,1771685326820000,47.397741599999996,8.545593799999999,0,0.25,0.25,-0.010180944,0.0016421766,-0.008635465,0.0019351811,0.25750512,0.2575139,1.6100901e-05,4.1888907e-07,-2.0483552e-05,7.74063e-06,0,0,0,1
1771685327020000,1771685326866000,0,1771685326868000,47.397741599999996,8.545593799999999,0,0.25,0.25,-0.009866053,0.0018416092,-0.0087513905,0.0019263664,0.2574794,0.25748795,1.5121832e-05,5.2686346e-07,-1.9978463e-05,7.0610727e-06,0,0,0,1
