timestamp,pub_timestamp,publisher_id,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1771685325724000,1771685325724000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685326724000,1771685326724000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685327724000,1771685327724000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685328236000,1771685328236000,60,0,1,0,0,1,1,1,0,0,0,1,0
1771685328324000,1771685328324000,60,0,0,0,0,1,0,1,0,0,0,1,0
1771685329324000,1771685329324000,60,0,0,0,0,1,0,0,0,0,0,1,0
1771685330324000,1771685330324000,60,0,0,0,0,1,0,0,0,0,0,1,0
1771685330420000,1771685330420000,60,0,0,0,0,0,0,0,0,0,0,1,0
1771685331420000,1771685331420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685332420000,1771685332420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685333420000,1771685333420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685334420000,1771685334420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685335420000,1771685335420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685336420000,1771685336420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685337420000,1771685337420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685338420000,1771685338420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685339420000,1771685339420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685340420000,1771685340420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685341420000,1771685341420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685342420000,1771685342420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685343420000,1771685343420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685344420000,1771685344420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685345420000,1771685345420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685346420000,1771685346420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685347420000,1771685347420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685348420000,1771685348420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685349420000,1771685349420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685350420000,1771685350420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685351420000,1771685351420000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685352420000,1771685352420000,60,0,0,0,0,0,0,0,1,0,1,1,0
1771685353420000,1771685353420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685354420000,1771685354420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685355420000,1771685355420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685356420000,1771685356420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685357420000,1771685357420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685358420000,1771685358420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685359420000,1771685359420000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685360420000,1771685360420000,60,0,0,0,0,0,0,0,0,1,0,1,0
