timestamp,timestamp_sample,pub_timestamp,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,publisher_id,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
1771685326408000,0,1771685326408000,47.397741599999996,8.5455937,488.00600000000003,488.00600000000003,1771685326408000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326460000,0,1771685326460000,47.397741599999996,8.5455939,488.004,488.004,1771685326460000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326512000,0,1771685326512000,47.397741599999996,8.5455939,488.01,488.01,1771685326512000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326564000,0,1771685326564000,47.397741599999996,8.5455939,488.009,488.009,1771685326564000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326616000,0,1771685326616000,47.397741599999996,8.545593799999999,488.009,488.009,1771685326616000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326668000,0,1771685326668000,47.397741499999995,8.545593499999999,488.007,488.007,1771685326668000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326720000,0,1771685326720000,47.397741599999996,8.5455936,487.99600000000004,487.99600000000004,1771685326720000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326772000,0,1771685326772000,47.397741499999995,8.545593799999999,487.995,487.995,1771685326772000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326824000,0,1771685326824000,47.3977417,8.5455939,488.00100000000003,488.00100000000003,1771685326824000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
1771685326876000,0,1771685326876000,47.397741499999995,8.545594,488.012,488.012,1771685326876000,0,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,3,0,0,1,10,0,0,0
